"","time","x","S","E","I","R","Z"
"236",236,1.97436008742079,7.53896443630368e-14,-3.77757441324773e-13,0.000507237056855705,52196380.9994929,41140435.0565467
"237",237,1.97436008742079,7.5389644358043e-14,5.90982910527775e-13,0.000453895456111112,52196380.9995463,41140435.0565467
"238",238,1.97436008742079,7.53896443535743e-14,-1.76771869619291e-13,0.000406163318002324,52196380.999594,41140435.0565467
"239",239,1.97436008742079,7.53896443495755e-14,-2.96678486332392e-13,0.000363450742671092,52196380.9996367,41140435.0565467
"240",240,1.97436008742079,7.53896443459973e-14,2.53469023130588e-13,0.000325229867335859,52196380.9996749,41140435.0565467
"241",241,1.97436008742079,7.53896443427954e-14,2.44051309589081e-14,0.000291028341625271,52196380.9997091,41140435.0565467
"242",242,1.97436008742079,7.53896443399302e-14,-1.73862831816113e-13,0.000260423485483445,52196380.9997397,41140435.0565467
"243",243,1.97436008742079,7.53896443373662e-14,7.9979608505702e-14,0.00023303706871721,52196380.9997671,41140435.0565467
"244",244,1.97436008742079,7.53896443350719e-14,5.80815307037396e-14,0.000208530637574916,52196380.9997916,41140435.0565467
"245",245,1.97436008742079,7.53896443330189e-14,-8.23611737265361e-14,0.000186601329485581,52196380.9998135,41140435.0565467
"246",246,1.97436008742079,7.53896443311818e-14,1.49874704604151e-14,0.000166977867575861,52196380.9998332,41140435.0565467
"247",247,1.97436008742079,7.53896443295379e-14,4.79734700489274e-14,0.000149418628800653,52196380.9998507,41140435.0565467
"248",248,1.97436008742079,7.53896443280669e-14,-2.09525736467382e-14,0.000133706275797937,52196380.9998664,41140435.0565467
"249",249,1.97436008742079,7.53896443267506e-14,-3.29071380134318e-14,0.000119646397633374,52196380.9998805,41140435.0565467
"250",250,1.97436008742079,7.53896443255728e-14,-3.40778343660165e-15,0.000107064965385284,52196380.9998931,41140435.0565467
"251",251,1.97436008742079,7.53896443245188e-14,7.90589749341143e-16,9.580653473264e-05,52196380.9999043,41140435.0565467
"252",252,1.97436008742079,7.53896443235756e-14,-5.69479193944699e-15,8.57319865228354e-05,52196380.9999144,41140435.0565467
"253",253,1.97436008742079,7.53896443227316e-14,-2.98567948418275e-15,7.67168286414276e-05,52196380.9999234,41140435.0565467
"254",254,1.97436008742079,7.53896443219763e-14,4.45409865585048e-16,6.864966081956e-05,52196380.9999315,41140435.0565467
"255",255,1.97436008742079,7.53896443213005e-14,-1.85573166126292e-16,6.14307970566671e-05,52196380.9999387,41140435.0565467
"256",256,1.97436008742079,7.53896443206957e-14,-7.18195753219981e-16,5.49710338254041e-05,52196380.9999451,41140435.0565467
"257",257,1.97436008742079,7.53896443201546e-14,-1.13003521439692e-16,4.91905478121686e-05,52196380.9999509,41140435.0565467
"258",258,1.97436008742079,7.53896443196703e-14,1.04616937861622e-16,4.40179095369538e-05,52196380.9999561,41140435.0565467
"259",259,1.97436008742079,7.5389644319237e-14,-6.7096344009078e-17,3.93892006940561e-05,52196380.9999607,41140435.0565467
