0.069742279,0.147670442,0.351261259,0.752842406,1.178566324,3.009061282,6.136793596
14.2584865,23.19513558,31.8011691,72.39933528,99.83422894,186.9927129,469.6590797
705.4501288,1552.274471,3322.640094,5823.205748,10253.62003,20290.26344,37149.50218
60922.7199,111134.0074,158132.1936,245572.0152,411792.9051,584740.0327,535295.4743
690386.6066,618168.4543,559488.5875,571689.6096,385255.2098,342689.8268,270859.4215
227822.8351,171807.4665,126007.5312,104625.8904,81516.95876,60376.36986,51315.99848
41522.48834,31806.10009,20382.7266,15811.88745,12253.33149,11948.93493,8783.727865
7400.016893,4571.448472,5391.620919,4062.449081,3131.06305,2359.579946,2339.485351
1808.707805,1647.116992,1363.98703,1076.316219,1097.523394,797.9194521,643.1267889
596.1466277,527.4206578,479.9538441,403.9159208,339.9208308,306.066955,238.6784879
245.4630324,209.5944472,159.4075878,157.1498747,133.9858611,121.5573261,94.51882846
91.8459377,80.68625806,65.41325055,67.60737198,49.03901476,51.32753299,41.71898961
40.59801573,35.39227696,32.11658959,24.51229181,30.50721367,19.95191946,18.57137975
15.9655418,17.09955903,13.81221102,12.58269552,12.36664022,11.04642151,10.39482558
6.955356965,7.931645282,6.590404155,5.763701409,5.628599928,5.188566962,4.539105872
3.361849074,3.539112729,2.989714192,2.91737202,2.670982188,2.878429347,2.226342337
1.784962258,2.028897687,1.649943814,1.420731449,1.31633289,1.132673742,1.058401767
0.883048859,0.926398086,0.676438288,0.557790542,0.504226081,0.489157866,0.459106688
0.33866255,0.315778981,0.307601707,0.258724614,0.220832272,0.18236889,0.142237237
0.159215173,0.109986146,0.103798328,0.106783672,0.093141635,0.072872519,0.059163986
0.055257766,0.051815437,0.039956817,0.03484891,0.037666774,0.030189621,0.024132505
0.025586835,0.018148272,0.016652406,0.013969049,0.013219364,0.011257476,0.008753338
0.00810315,0.006957002,0.007186651,0.00744992,0.005459899,0.004467214,0.004638388
0.004474388,0.003942181,0.003320983,0.002444661,0.002352213,0.001919285,0.00170636
0.001740937,0.00132803,0.001170061,0.001020721,0.001019944,0.000832345,0.000697215
0.000814231,0.000572267,0.00058752,0.00051409,0.00047747,0.000367048,0.000355495
0.000342121,0.000304719,0.000232739,0.00023652,0.000226191,0.000233641,0.000169096
0.000178026,0.000149879,0.000153201,0.000106201,0.00010665,9.38876E-05,7.77154E-05
8.21253E-05,6.38911E-05,5.74527E-05,5.24018E-05,4.07861E-05,3.84175E-05,3.30403E-05
3.29768E-05,2.66334E-05,2.73407E-05,2.5445E-05,1.5997E-05,1.62428E-05,1.33302E-05
1.69191E-05,1.2638E-05,1.22258E-05,1.01852E-05,1.034E-05,6.84295E-06,6.75686E-06
7.09258E-06,6.53766E-06,5.51521E-06,5.4255E-06,4.31765E-06,3.58208E-06,3.0046E-06
2.92283E-06,2.16656E-06,1.92972E-06,1.72124E-06,1.71805E-06,1.38712E-06,1.12241E-06
9.8804E-07,9.52399E-07,1.00999E-06,7.56701E-07,5.86708E-07,5.08221E-07,4.72937E-07
4.45557E-07,3.51539E-07,2.9051E-07,2.77751E-07,3.0234E-07,2.36609E-07,1.99334E-07
1.94295E-07,1.45941E-07,1.51951E-07,1.28021E-07,1.03979E-07,9.54802E-08,8.50245E-08
7.32918E-08,6.51143E-08,7.86616E-08,5.61741E-08,5.39551E-08,4.14393E-08,4.23165E-08
3.36386E-08,2.94632E-08,2.93089E-08,2.1048E-08,2.16209E-08,2.37743E-08,1.65641E-08
1.75034E-08,1.27171E-08,1.28794E-08,1.26216E-08,1.19279E-08,8.81075E-09,8.86898E-09
7.88207E-09,6.04326E-09,5.5456E-09,4.91524E-09,4.11578E-09,4.39456E-09,2.76163E-09
3.28715E-09,2.87122E-09,2.72159E-09,2.62553E-09,2.0105E-09,1.61184E-09,1.8917E-09
1.65395E-09,1.61049E-09,1.42298E-09,1.0297E-09,7.7757E-10,8.39759E-10,6.27015E-10
6.3689E-10,5.64156E-10,4.70374E-10,5.09493E-10,4.98482E-10,4.7339E-10,4.14467E-10
3.1272E-10,3.13147E-10,2.86939E-10,2.48316E-10,2.14257E-10,1.87297E-10,1.96397E-10
1.6548E-10,1.53593E-10,1.19838E-10,1.03532E-10,8.54098E-11,6.85861E-11,8.6443E-11
5.68232E-11,6.3006E-11,4.77925E-11,3.92573E-11,3.04129E-11,3.35656E-11,3.37218E-11
2.48421E-11,2.60724E-11,2.03821E-11,1.97474E-11,1.66776E-11,1.70085E-11,1.40471E-11
1.26859E-11,1.25874E-11,9.24682E-12,9.51052E-12,7.4173E-12,7.64908E-12,6.28817E-12
5.93583E-12,4.81361E-12,4.59538E-12,5.37061E-12,4.00769E-12,3.46796E-12,2.62482E-12
1.93279E-12,2.01801E-12,1.85334E-12,1.74791E-12,1.41499E-12,1.11712E-12,7.92989E-13
7.37725E-13,7.24011E-13,6.6998E-13,4.73788E-13,4.94832E-13,3.67556E-13,4.06842E-13
3.20291E-13,3.67577E-13,2.17511E-13,2.06482E-13,1.72073E-13,1.95452E-13,1.42026E-13
