"","e.time","e.value","y.time","y.value","S.time","S.value","E.time","E.value","I.time","I.value","R.time","R.value","mu.time","mu.value","x.time","x.value","clock"
"1",0,0,0,0,0,52196379,0,1,0,0,0,0,0,0,0,0,21399
"2",1,0.572693652616338,1,0,1,52196377.5063123,1,2.04175441398434,1,0.275763860735628,1,0.176169439080748,1,-0.02,1,0.0343543114694567,21399
"3",2,-1.4947790817998,2,0,2,52196374.5461548,2,4.0796638211325,2,0.807228544285253,2,0.566952868302571,2,-0.02,2,-0.0605101575901257,21399
"4",3,0.70239128429217,3,0,3,52196368.832036,3,7.99167653639814,3,1.81524292468748,3,1.36104454322151,3,-0.02,3,-0.0152036271143793,21399
"5",4,-0.307012473274972,4,0,4,52196357.3642706,4,15.8816712699569,4,3.792755223736,4,2.96130290604745,4,-0.02,4,-0.0343772832920506,21399
"6",5,1.84657151243853,5,0,5,52196332.8332001,5,33.1848280064588,5,7.77594333040707,5,6.2060285831607,5,-0.02,5,0.0802397126932302,21399
"7",6,1.80117483933636,6,2,6,52196271.5993589,6,78.2468553677194,6,16.7794285673629,6,13.3743571961292,6,-0.02,6,0.18646623256223,21399
"8",7,-1.35517934737792,7,10,7,52196125.6506709,7,185.257086560287,7,38.6786324871425,7,30.4136100740038,7,-0.02,7,0.0927951466617219,21399
"9",8,1.085121037115,8,15,8,52195790.113782,8,430.841824414771,8,89.2670433774735,8,69.7773502415816,8,-0.02,8,0.154235656655691,21399
"10",9,-0.186333787840448,9,24,9,52194981.9192178,9,1025.42346033858,9,209.720271632713,9,162.937050300441,9,-0.02,9,0.134243070170007,21399
"11",10,0.612266745108835,10,96,10,52193044.0121752,10,2455.59560584948,10,496.323258840192,10,384.068960105689,10,-0.02,10,0.164491551815131,21399
"12",11,-0.261156216862197,11,243,11,52188381.0724584,11,5894.48832650748,11,1188.32129710713,11,916.117918012098,11,-0.02,11,0.139382950861217,21399
"13",12,-1.20537881329474,12,518,12,52178124.9012301,12,13300.3874017528,12,2795.01353218029,12,2159.6978359643,12,-0.02,12,0.0572494043957823,21399
"14",13,1.50500320678158,13,1221,13,52154896.2091819,13,30176.3836020667,13,6359.64889254833,13,4947.75832347384,13,-0.02,13,0.146326216437277,21399
"15",14,-1.15483019679754,14,2734,14,52101714.4144664,14,68694.5136631659,14,14598.5211150712,14,11372.5507553653,14,-0.02,14,0.0669724092740211,21399
"16",15,0.882049192541736,15,6076,15,51983983.8197223,15,153742.921007173,15,32909.6945993495,15,25743.5646712378,15,-0.02,15,0.117144717514188,21399
"17",16,-0.0186129196732902,16,14067,16,51712573.7288696,16,350788.958683215,16,74617.1623880145,16,58400.1500591629,16,-0.02,16,0.109307851599061,21399
"18",17,-0.343808863488916,17,31020,17,51118488.1634442,17,777608.63880533,17,168336.727577905,17,131946.470172547,17,-0.02,17,0.0817917136076027,21399
"19",18,-1.28845511823254,18,64229,18,49942293.2176105,18,1596589.2867324,18,367299.490440156,18,290198.005216937,18,-0.02,18,-0.00265808887352499,21399
