07/06/2022,35159,394
08/06/2022,41481,393
09/06/2022,35638,392
10/06/2022,34206,391
11/06/2022,48271,390
12/06/2022,19648,389
13/06/2022,24383,388
14/06/2022,26956,387
15/06/2022,29965,386
16/06/2022,31407,385
17/06/2022,27902,384
18/06/2022,38973,383
19/06/2022,14354,382
20/06/2022,94870,381
21/06/2022,29877,380
22/06/2022,32086,379
23/06/2022,30405,378
24/06/2022,30791,377
25/06/2022,48137,376
26/06/2022,18444,375
27/06/2022,28246,374
28/06/2022,31736,373
29/06/2022,32970,372
30/06/2022,87718,371
01/07/2022,29649,370
02/07/2022,45536,369
03/07/2022,18644,368
04/07/2022,27135,367
05/07/2022,29537,366
06/07/2022,30447,365
07/07/2022,30781,364
08/07/2022,30993,363
09/07/2022,45411,362
10/07/2022,18017,361
11/07/2022,23046,360
12/07/2022,24753,359
13/07/2022,27322,358
14/07/2022,26881,357
15/07/2022,27613,356
16/07/2022,45271,355
17/07/2022,18022,354
18/07/2022,17252,353
19/07/2022,16191,352
20/07/2022,23396,351
21/07/2022,23198,350
22/07/2022,26580,349
23/07/2022,38302,348
24/07/2022,15385,347
25/07/2022,24503,346
26/07/2022,22850,345
27/07/2022,23436,344
28/07/2022,23579,343
29/07/2022,21496,342
30/07/2022,29101,341
31/07/2022,13110,340
01/08/2022,17112,339
02/08/2022,16138,338
03/08/2022,17794,337
04/08/2022,32901,336
05/08/2022,17087,335
06/08/2022,22454,334
07/08/2022,10752,333
08/08/2022,14755,332
09/08/2022,13117,331
10/08/2022,14388,330
11/08/2022,13997,329
12/08/2022,13422,328
13/08/2022,19043,327
14/08/2022,8497,326
15/08/2022,22741,325
16/08/2022,12877,324
17/08/2022,13637,323
18/08/2022,12753,322
19/08/2022,12691,321
20/08/2022,18074,320
21/08/2022,6790,319
22/08/2022,12068,318
23/08/2022,12860,317
24/08/2022,15358,316
25/08/2022,16377,315
26/08/2022,12575,314
27/08/2022,15125,313
28/08/2022,5550,312
29/08/2022,2497,311
30/08/2022,13312,310
31/08/2022,13781,309
01/09/2022,9513,308
02/09/2022,8500,307
03/09/2022,12384,306
04/09/2022,4713,305
05/09/2022,7128,304
06/09/2022,13000,303
07/09/2022,18271,302
08/09/2022,22413,301
09/09/2022,27763,300
10/09/2022,29967,299
11/09/2022,15470,298
12/09/2022,147431,297
13/09/2022,166698,296
14/09/2022,171279,295
15/09/2022,215894,294
16/09/2022,210376,293
17/09/2022,106395,292
18/09/2022,286702,291
19/09/2022,50421,290
20/09/2022,226398,289
21/09/2022,245761,288
22/09/2022,304101,287
23/09/2022,237667,286
24/09/2022,387991,285
25/09/2022,129941,284
26/09/2022,260004,283
27/09/2022,252197,282
28/09/2022,272491,281
29/09/2022,280922,280
30/09/2022,261060,279
01/10/2022,472326,278
02/10/2022,137482,277
03/10/2022,274747,276
04/10/2022,252809,275
05/10/2022,270274,274
06/10/2022,272008,273
07/10/2022,246426,272
08/10/2022,488080,271
09/10/2022,136112,270
10/10/2022,526389,269
11/10/2022,273131,268
12/10/2022,282758,267
13/10/2022,280192,266
14/10/2022,272518,265
15/10/2022,560653,264
16/10/2022,159978,263
17/10/2022,275230,262
18/10/2022,277003,261
19/10/2022,292907,260
20/10/2022,293567,259
21/10/2022,261411,258
22/10/2022,478152,257
23/10/2022,191331,256
24/10/2022,207553,255
25/10/2022,236408,254
26/10/2022,225226,253
27/10/2022,234089,252
28/10/2022,217450,251
29/10/2022,370821,250
30/10/2022,112157,249
31/10/2022,172059,248
01/11/2022,188182,247
02/11/2022,184283,246
03/11/2022,191944,245
04/11/2022,185167,244
05/11/2022,339909,243
06/11/2022,94535,242
07/11/2022,144026,241
08/11/2022,152185,240
09/11/2022,144345,239
10/11/2022,142513,238
11/11/2022,136162,237
12/11/2022,228673,236
13/11/2022,58876,235
14/11/2022,110530,234
15/11/2022,106962,233
16/11/2022,98496,232
17/11/2022,100611,231
18/11/2022,95524,230
19/11/2022,167417,229
20/11/2022,37980,228
21/11/2022,86184,227
22/11/2022,82311,226
23/11/2022,74779,225
24/11/2022,72927,224
25/11/2022,72033,223
26/11/2022,112869,222
27/11/2022,24897,221
28/11/2022,60685,220
29/11/2022,60267,219
30/11/2022,56697,218
01/12/2022,47391,217
02/12/2022,45723,216
03/12/2022,62018,215
04/12/2022,13866,214
05/12/2022,44638,213
06/12/2022,40822,212
07/12/2022,37905,211
08/12/2022,37783,210
09/12/2022,35308,209
10/12/2022,47565,208
11/12/2022,11404,207
12/12/2022,33731,206
13/12/2022,30039,205
14/12/2022,30849,204
15/12/2022,27493,203
16/12/2022,27167,202
17/12/2022,32880,201
18/12/2022,8115,200
19/12/2022,33782,199
20/12/2022,23671,198
21/12/2022,21292,197
22/12/2022,17240,196
23/12/2022,11113,195
24/12/2022,2768,194
25/12/2022,64,193
26/12/2022,116,192
27/12/2022,735,191
28/12/2022,12638,190
29/12/2022,14597,189
30/12/2022,12334,188
31/12/2022,5744,187
01/01/2023,198,186
02/01/2023,1797,185
03/01/2023,14433,184
04/01/2023,17619,183
05/01/2023,16633,182
06/01/2023,19168,181
07/01/2023,25045,180
08/01/2023,4845,179
09/01/2023,16550,178
10/01/2023,12641,177
11/01/2023,12711,176
12/01/2023,12197,175
13/01/2023,12932,174
14/01/2023,17496,173
15/01/2023,3983,172
16/01/2023,10035,171
17/01/2023,8086,170
18/01/2023,7175,169
19/01/2023,8397,168
20/01/2023,9466,167
21/01/2023,15716,166
22/01/2023,3015,165
23/01/2023,7845,164
24/01/2023,6882,163
25/01/2023,7426,162
26/01/2023,8100,161
27/01/2023,9557,160
28/01/2023,12697,159
29/01/2023,2708,158
30/01/2023,8408,157
31/01/2023,6260,156
01/02/2023,6655,155
02/02/2023,6800,154
03/02/2023,7062,153
04/02/2023,12489,152
05/02/2023,3817,151
06/02/2023,10843,150
07/02/2023,9390,149
08/02/2023,11892,148
09/02/2023,13497,147
10/02/2023,15098,146
11/02/2023,21193,145
12/02/2023,5504,144
