08/11/2020,1076869
09/11/2020,1105429
10/11/2020,1130265
11/11/2020,1155330
12/11/2020,1177650
13/11/2020,1199658
14/11/2020,1215948
15/11/2020,1230370
16/11/2020,1254506
17/11/2020,1275183
18/11/2020,1293728
19/11/2020,1309525
20/11/2020,1324485
21/11/2020,1335291
22/11/2020,1345507
23/11/2020,1361979
24/11/2020,1376245
25/11/2020,1390400
26/11/2020,1402859
27/11/2020,1415318
28/11/2020,1424665
29/11/2020,1433733
30/11/2020,1448961
01/12/2020,1462692
02/12/2020,1476354
