"","np","time","value","q025","q25","q50","q75","q975"
"1",0,7,0,0,0,0,0,0
"2",0,14,-0.290585209223228,-1.00144862640349,-0.212704306308207,0.0633962419089013,0.302896024223173,0.973348351691789
"3",0,21,0.964239275502539,-1.39589187323457,-0.490215119751992,-0.238599581346778,-0.00711571029669955,0.852575165580334
"4",0,28,-0.513738031112519,-1.47722477330681,-0.571552273674993,-0.326877368489265,-0.112656478782784,0.53685584288039
"5",0,35,-0.131537648218877,-1.52480460854817,-0.672433157409084,-0.387207692665097,0.102454151352963,1.33687629070275
"6",1,7,0,0,0,0,0,0
"7",1,14,0.0514885147312854,-1.00144862640349,-0.212704306308207,0.0633962419089013,0.302896024223173,0.973348351691789
"8",1,21,-0.229938754474169,-1.39589187323457,-0.490215119751992,-0.238599581346778,-0.00711571029669955,0.852575165580334
"9",1,28,-0.493433106753033,-1.47722477330681,-0.571552273674993,-0.326877368489265,-0.112656478782784,0.53685584288039
"10",1,35,-0.574681717161003,-1.52480460854817,-0.672433157409084,-0.387207692665097,0.102454151352963,1.33687629070275
"11",2,7,0,0,0,0,0,0
"12",2,14,0.412424189416464,-1.00144862640349,-0.212704306308207,0.0633962419089013,0.302896024223173,0.973348351691789
"13",2,21,0.0733800137833627,-1.39589187323457,-0.490215119751992,-0.238599581346778,-0.00711571029669955,0.852575165580334
"14",2,28,0.420167985834461,-1.47722477330681,-0.571552273674993,-0.326877368489265,-0.112656478782784,0.53685584288039
"15",2,35,-0.0554547684457767,-1.52480460854817,-0.672433157409084,-0.387207692665097,0.102454151352963,1.33687629070275
"16",3,7,0,0,0,0,0,0
"17",3,14,0.412424189416464,-1.00144862640349,-0.212704306308207,0.0633962419089013,0.302896024223173,0.973348351691789
"18",3,21,0.0733800137833627,-1.39589187323457,-0.490215119751992,-0.238599581346778,-0.00711571029669955,0.852575165580334
"19",3,28,0.420167985834461,-1.47722477330681,-0.571552273674993,-0.326877368489265,-0.112656478782784,0.53685584288039
"20",3,35,-0.0554547684457767,-1.52480460854817,-0.672433157409084,-0.387207692665097,0.102454151352963,1.33687629070275
"21",4,7,0,0,0,0,0,0
"22",4,14,0.62075389237503,-1.00144862640349,-0.212704306308207,0.0633962419089013,0.302896024223173,0.973348351691789
"23",4,21,0.954058775409548,-1.39589187323457,-0.490215119751992,-0.238599581346778,-0.00711571029669955,0.852575165580334
"24",4,28,0.49160011316992,-1.47722477330681,-0.571552273674993,-0.326877368489265,-0.112656478782784,0.53685584288039
"25",4,35,0.539637425457794,-1.52480460854817,-0.672433157409084,-0.387207692665097,0.102454151352963,1.33687629070275
"26",5,7,0,0,0,0,0,0
"27",5,14,-0.0415149233459322,-1.00144862640349,-0.212704306308207,0.0633962419089013,0.302896024223173,0.973348351691789
"28",5,21,-0.767127670446419,-1.39589187323457,-0.490215119751992,-0.238599581346778,-0.00711571029669955,0.852575165580334
"29",5,28,-1.18867841950739,-1.47722477330681,-0.571552273674993,-0.326877368489265,-0.112656478782784,0.53685584288039
