"","x"
"1",4.88865184783936
"2",4.88865184783936
"3",4.88865184783936
"4",4.88865184783936
"5",4.88865184783936
"6",4.88865184783936
"7",4.89707374572754
"8",4.8875584602356
"9",4.8875584602356
"10",4.8875584602356
"11",4.8875584602356
"12",4.86647653579712
"13",4.86647653579712
"14",4.86647653579712
"15",4.86647653579712
"16",4.86647653579712
"17",4.86647653579712
"18",4.86647653579712
"19",4.8725004196167
"20",4.8725004196167
"21",4.8725004196167
"22",4.8725004196167
"23",4.8725004196167
"24",4.87008142471313
"25",4.87008142471313
"26",4.86747169494629
"27",4.87349414825439
"28",4.87349414825439
"29",4.87349414825439
"30",4.87349414825439
"31",4.87349414825439
"32",4.87349414825439
"33",4.87349414825439
"34",4.87349414825439
"35",4.87050724029541
"36",4.87050724029541
"37",4.86817979812622
"38",4.86862754821777
"39",4.86862754821777
"40",4.86862754821777
"41",4.86862754821777
"42",4.86862754821777
"43",4.86862754821777
"44",4.86543416976929
"45",4.85622692108154
"46",4.85622692108154
"47",4.86676263809204
"48",4.86676263809204
"49",4.86676263809204
"50",4.87319993972778
"51",4.87784385681152
"52",4.87784385681152
"53",4.87784385681152
"54",4.89710664749146
"55",4.89710664749146
"56",4.89710664749146
"57",4.89756011962891
"58",4.89756011962891
"59",4.89756011962891
"60",4.89756011962891
"61",4.90893745422363
"62",4.90893745422363
"63",4.90893745422363
"64",4.90893745422363
"65",4.9029393196106
"66",4.9029393196106
"67",4.9029393196106
"68",4.91628646850586
"69",4.91628646850586
"70",4.91628646850586
"71",4.92644309997559
"72",4.92644309997559
"73",4.92644309997559
"74",4.92644309997559
"75",4.92644309997559
"76",4.92644309997559
"77",4.92644309997559
"78",4.92644309997559
"79",4.92644309997559
"80",4.92644309997559
"81",4.92644309997559
"82",4.92644309997559
"83",4.90501737594604
"84",4.89775276184082
"85",4.89775276184082
"86",4.89775276184082
"87",4.89775276184082
"88",4.89775276184082
"89",4.89775276184082
"90",4.89775276184082
"91",4.89775276184082
"92",4.89775276184082
"93",4.88707494735718
"94",4.88707494735718
"95",4.88707494735718
"96",4.88707494735718
"97",4.88707494735718
"98",4.89481639862061
"99",4.90189599990845
"100",4.90597248077393
"101",4.90597248077393
"102",4.90597248077393
"103",4.90597248077393
"104",4.91724491119385
"105",4.91724491119385
"106",4.91724491119385
"107",4.91724491119385
"108",4.93100690841675
"109",4.93477296829224
"110",4.93477296829224
"111",4.94232034683228
"112",4.93934631347656
"113",4.93934631347656
"114",4.93934631347656
"115",4.93283319473267
"116",4.9315037727356
"117",4.9315037727356
"118",4.9315037727356
"119",4.9315037727356
"120",4.9315037727356
"121",4.9315037727356
"122",4.9315037727356
"123",4.9315037727356
"124",4.9315037727356
"125",4.92087459564209
"126",4.92087459564209
"127",4.92087459564209
"128",4.92087459564209
"129",4.92087459564209
"130",4.92087459564209
"131",4.92087459564209
"132",4.92087459564209
"133",4.92087459564209
"134",4.92087459564209
"135",4.90831565856934
"136",4.90831565856934
"137",4.90831565856934
"138",4.90831565856934
"139",4.90831565856934
"140",4.90831565856934
"141",4.90831565856934
"142",4.90831565856934
"143",4.90831565856934
"144",4.91522312164307
"145",4.91522312164307
"146",4.91522312164307
"147",4.91522312164307
"148",4.91522312164307
"149",4.91522312164307
"150",4.91522312164307
"151",4.91522312164307
"152",4.91522312164307
"153",4.91518020629883
"154",4.91518020629883
"155",4.91518020629883
"156",4.91518020629883
"157",4.91518020629883
"158",4.92243003845215
"159",4.92034339904785
"160",4.92034339904785
"161",4.92034339904785
"162",4.92034339904785
"163",4.92034339904785
"164",4.92034339904785
"165",4.92034339904785
"166",4.92034339904785
"167",4.92034339904785
"168",4.92034339904785
"169",4.92034339904785
"170",4.92034339904785
"171",4.92034339904785
"172",4.92034339904785
"173",4.92233514785767
"174",4.92233514785767
"175",4.92233514785767
"176",4.92233514785767
"177",4.92233514785767
"178",4.92233514785767
"179",4.92233514785767
"180",4.92805051803589
"181",4.92805051803589
"182",4.92805051803589
"183",4.92479276657104
"184",4.92479276657104
"185",4.93404388427734
"186",4.9440450668335
"187",4.9440450668335
"188",4.9440450668335
"189",4.9440450668335
"190",4.92578315734863
"191",4.93486022949219
"192",4.9248046875
"193",4.9248046875
"194",4.9248046875
"195",4.9248046875
"196",4.9248046875
"197",4.9248046875
"198",4.9248046875
"199",4.9248046875
"200",4.92381954193115
"201",4.92381954193115
"202",4.92381954193115
"203",4.91011905670166
"204",4.91011905670166
"205",4.91011905670166
"206",4.90430307388306
"207",4.90430307388306
"208",4.90430307388306
"209",4.90430307388306
"210",4.90430307388306
"211",4.90430307388306
