"","x"
"1",1.60164022445679
"2",1.60777449607849
"3",1.60777449607849
"4",1.60777449607849
"5",1.60777449607849
"6",1.60777449607849
"7",1.60777449607849
"8",1.60777449607849
"9",1.60777449607849
"10",1.60777449607849
"11",1.60777449607849
"12",1.60777449607849
"13",1.60777449607849
"14",1.60777449607849
"15",1.60777449607849
"16",1.60777449607849
"17",1.60777449607849
"18",1.60777449607849
"19",1.60191881656647
"20",1.60191881656647
"21",1.60191881656647
"22",1.60191881656647
"23",1.60191881656647
"24",1.60191881656647
"25",1.60191881656647
"26",1.60191881656647
"27",1.60191881656647
"28",1.60343277454376
"29",1.60343277454376
"30",1.60343277454376
"31",1.60343277454376
"32",1.60343277454376
"33",1.60343277454376
"34",1.60343277454376
"35",1.60343277454376
"36",1.60343277454376
"37",1.60343277454376
"38",1.60343277454376
"39",1.60343277454376
"40",1.60343277454376
"41",1.60343277454376
"42",1.60343277454376
"43",1.60343277454376
"44",1.60343277454376
"45",1.60343277454376
"46",1.60343277454376
"47",1.60343277454376
"48",1.60343277454376
"49",1.60343277454376
"50",1.60343277454376
"51",1.60343277454376
"52",1.60343277454376
"53",1.60343277454376
"54",1.60343277454376
"55",1.60343277454376
"56",1.60343277454376
"57",1.60343277454376
"58",1.60343277454376
"59",1.60343277454376
"60",1.60343277454376
"61",1.60343277454376
"62",1.59736442565918
"63",1.59736442565918
"64",1.59736442565918
"65",1.59736442565918
"66",1.59736442565918
"67",1.59736442565918
"68",1.59736442565918
"69",1.59736442565918
"70",1.59736442565918
"71",1.59736442565918
"72",1.59736442565918
"73",1.59736442565918
"74",1.59736442565918
"75",1.59736442565918
"76",1.59736442565918
"77",1.59736442565918
"78",1.59736442565918
"79",1.59736442565918
"80",1.59736442565918
"81",1.59736442565918
"82",1.59736442565918
"83",1.59736442565918
"84",1.59736442565918
"85",1.59736442565918
"86",1.59736442565918
"87",1.59736442565918
"88",1.59736442565918
"89",1.59736442565918
"90",1.59736442565918
"91",1.59736442565918
"92",1.59736442565918
"93",1.59736442565918
"94",1.59736442565918
"95",1.59736442565918
"96",1.59736442565918
"97",1.59736442565918
"98",1.59736442565918
"99",1.59736442565918
"100",1.59736442565918
"101",1.59736442565918
"102",1.58234667778015
"103",1.58234667778015
"104",1.58234667778015
"105",1.58234667778015
"106",1.58234667778015
"107",1.58234667778015
"108",1.58234667778015
"109",1.58234667778015
"110",1.58234667778015
"111",1.58234667778015
"112",1.58234667778015
"113",1.58234667778015
"114",1.58234667778015
"115",1.58234667778015
"116",1.58234667778015
"117",1.58234667778015
"118",1.58234667778015
"119",1.58234667778015
"120",1.58234667778015
"121",1.58234667778015
"122",1.58234667778015
"123",1.58234667778015
"124",1.58234667778015
"125",1.58234667778015
"126",1.58234667778015
"127",1.58234667778015
"128",1.58234667778015
"129",1.58234667778015
"130",1.58234667778015
"131",1.58234667778015
"132",1.58234667778015
"133",1.58234667778015
"134",1.58234667778015
"135",1.58234667778015
"136",1.58234667778015
"137",1.58234667778015
"138",1.58234667778015
"139",1.58234667778015
"140",1.58234667778015
"141",1.58234667778015
"142",1.58234667778015
"143",1.58234667778015
"144",1.58234667778015
"145",1.58234667778015
"146",1.58234667778015
"147",1.58234667778015
"148",1.58234667778015
"149",1.58234667778015
"150",1.58234667778015
"151",1.58234667778015
"152",1.58234667778015
"153",1.58234667778015
"154",1.58234667778015
"155",1.58234667778015
"156",1.58234667778015
"157",1.58234667778015
"158",1.57360422611237
"159",1.57360422611237
"160",1.57360422611237
"161",1.57676911354065
"162",1.57676911354065
"163",1.57676911354065
"164",1.57676911354065
"165",1.57676911354065
"166",1.57676911354065
"167",1.57676911354065
"168",1.57676911354065
"169",1.57676911354065
"170",1.57676911354065
"171",1.57676911354065
"172",1.57676911354065
"173",1.57676911354065
"174",1.57676911354065
"175",1.57676911354065
"176",1.57676911354065
"177",1.57676911354065
"178",1.57676911354065
"179",1.57676911354065
"180",1.57676911354065
"181",1.57676911354065
"182",1.57676911354065
"183",1.57676911354065
"184",1.57676911354065
"185",1.55868721008301
"186",1.55868721008301
"187",1.55868721008301
"188",1.55868721008301
"189",1.56347763538361
"190",1.56347763538361
"191",1.56347763538361
"192",1.56347763538361
"193",1.56347763538361
"194",1.56347763538361
"195",1.56347763538361
"196",1.56347763538361
"197",1.56347763538361
"198",1.56347763538361
"199",1.56347763538361
"200",1.56347763538361
"201",1.56347763538361
"202",1.56347763538361
"203",1.56347763538361
"204",1.56347763538361
"205",1.56347763538361
"206",1.56347763538361
"207",1.56347763538361
"208",1.56347763538361
"209",1.56347763538361
"210",1.56347763538361
"211",1.56347763538361
"212",1.56347763538361
"213",1.56127274036407
"214",1.56127274036407
"215",1.56127274036407
"216",1.56127274036407
"217",1.56127274036407
"218",1.56127274036407
"219",1.56127274036407
"220",1.56127274036407
"221",1.56127274036407
"222",1.56127274036407
"223",1.56127274036407
"224",1.56127274036407
"225",1.56127274036407
"226",1.56127274036407
"227",1.56127274036407
"228",1.56127274036407
"229",1.56127274036407
"230",1.56127274036407
"231",1.56984269618988
"232",1.56984269618988
"233",1.56984269618988
"234",1.56984269618988
"235",1.56984269618988
"236",1.57830941677094
"237",1.57830941677094
"238",1.57830941677094
"239",1.57830941677094
"240",1.57830941677094
"241",1.57830941677094
"242",1.57830941677094
"243",1.57830941677094
"244",1.57830941677094
"245",1.57830941677094
"246",1.57830941677094
"247",1.57830941677094
"248",1.57830941677094
"249",1.57830941677094
"250",1.57830941677094
"251",1.57830941677094
"252",1.57830941677094
"253",1.57830941677094
"254",1.57830941677094
"255",1.57830941677094
"256",1.57830941677094
"257",1.57830941677094
"258",1.57830941677094
"259",1.57830941677094
"260",1.57830941677094
"261",1.57830941677094
"262",1.57830941677094
"263",1.57830941677094
"264",1.57830941677094
"265",1.57830941677094
"266",1.57830941677094
"267",1.57830941677094
"268",1.57830941677094
"269",1.57830941677094
"270",1.57830941677094
"271",1.57830941677094
"272",1.57830941677094
"273",1.57830941677094
"274",1.57830941677094
"275",1.57830941677094
"276",1.57830941677094
"277",1.57830941677094
"278",1.57830941677094
"279",1.57830941677094
"280",1.57830941677094
"281",1.57830941677094
"282",1.57830941677094
"283",1.57830941677094
"284",1.57830941677094
"285",1.57830941677094
"286",1.57830941677094
"287",1.58610618114471
"288",1.58610618114471
"289",1.58610618114471
"290",1.58610618114471
"291",1.58610618114471
"292",1.61684322357178
"293",1.61684322357178
"294",1.61684322357178
"295",1.61684322357178
"296",1.61684322357178
"297",1.61684322357178
"298",1.61684322357178
"299",1.61684322357178
"300",1.61684322357178
"301",1.61684322357178
"302",1.61684322357178
"303",1.61684322357178
"304",1.61684322357178
"305",1.61684322357178
"306",1.61684322357178
"307",1.61684322357178
"308",1.61684322357178
"309",1.61684322357178
"310",1.61684322357178
"311",1.60281121730804
"312",1.60281121730804
"313",1.60281121730804
"314",1.60281121730804
"315",1.60281121730804
"316",1.60281121730804
"317",1.60281121730804
"318",1.60281121730804
"319",1.60281121730804
"320",1.60281121730804
"321",1.60281121730804
"322",1.60281121730804
"323",1.60281121730804
"324",1.60281121730804
"325",1.60281121730804
"326",1.60281121730804
"327",1.59894526004791
"328",1.59894526004791
"329",1.60125124454498
"330",1.59844326972961
"331",1.59844326972961
"332",1.59844326972961
"333",1.59844326972961
"334",1.59844326972961
"335",1.59844326972961
"336",1.62356376647949
"337",1.62356376647949
"338",1.62356376647949
"339",1.62356376647949
"340",1.62356376647949
"341",1.62356376647949
"342",1.62356376647949
"343",1.62356376647949
"344",1.62356376647949
"345",1.62356376647949
"346",1.62356376647949
"347",1.62356376647949
"348",1.62356376647949
"349",1.62356376647949
"350",1.60905742645264
"351",1.60905742645264
"352",1.57736361026764
"353",1.57736361026764
"354",1.57736361026764
"355",1.57736361026764
"356",1.57736361026764
"357",1.57736361026764
"358",1.57736361026764
"359",1.57736361026764
"360",1.57736361026764
"361",1.57736361026764
"362",1.57736361026764
"363",1.57736361026764
"364",1.57736361026764
"365",1.57736361026764
"366",1.57736361026764
"367",1.57736361026764
"368",1.5851104259491
"369",1.5851104259491
"370",1.5851104259491
"371",1.5851104259491
"372",1.5851104259491
"373",1.5851104259491
"374",1.5851104259491
"375",1.5851104259491
"376",1.5851104259491
"377",1.5851104259491
"378",1.5851104259491
"379",1.5851104259491
"380",1.58695757389069
"381",1.58695757389069
"382",1.58695757389069
"383",1.58287274837494
"384",1.58287274837494
"385",1.58287274837494
"386",1.58287274837494
"387",1.58287274837494
"388",1.58287274837494
"389",1.58287274837494
"390",1.58287274837494
"391",1.58287274837494
"392",1.58287274837494
"393",1.58287274837494
"394",1.58287274837494
"395",1.58287274837494
"396",1.59580063819885
"397",1.59580063819885
"398",1.59580063819885
"399",1.59580063819885
"400",1.59580063819885
