"","e.time","e.value","y.time","y.value","S.time","S.value","E.time","E.value","I.time","I.value","R.time","R.value","x.time","x.value","clock"
"1",0,0,0,0.0407925063416079,0,52196379,0,1,0,0,0,0,0,0.375497125948056,20571
"2",1,-0.495181512813702,1,0.116992574081979,1,52196376.3708746,1,3.05488359000403,1,0.351749963975362,1,0.222491855379166,1,0.325660538336097,20571
"3",2,-0.306389970297715,2,0.362037336186183,2,52196368.8466146,2,8.87672832484836,2,1.35431935420443,2,0.922337688512492,2,0.289901143009781,20571
"4",3,2.44711720906731,3,1.00797810222564,3,52196344.8125305,3,27.8348354193404,3,4.31139633602179,3,3.04123774849629,3,0.425750824268852,20571
"5",4,-0.230852417111484,4,3.34046439598342,4,52196261.9354609,4,93.7570668232262,4,14.2186312780218,4,10.0888409800614,4,0.389769912815379,20571
"6",5,0.218365893379607,5,11.4144402755928,5,52195993.9692577,5,305.89611435094,5,46.8280275446244,5,33.3066003445959,5,0.383256286524593,20571
"7",6,0.59694956370328,6,44.4835912580493,6,52195111.0693174,6,1006.2754458628,6,153.412002151734,6,109.243234542174,6,0.400415326889051,20571
"8",7,1.32142477425069,7,150.092391980009,7,52191984.0186711,7,3514.43109285416,7,515.644833505208,7,365.905402558512,7,0.461430705812381,20571
"9",8,-0.355814242452655,8,470.059260971077,8,52180891.0861159,8,12402.8801553094,8,1809.43112908796,8,1276.60259968006,8,0.416000715949428,20571
"10",9,0.153992016945455,9,2120.60901024968,9,52143885.2367264,9,41866.2902243956,9,6229.10078610141,9,4399.37226309029,9,0.404236545506638,20571
"11",10,0.127306557256586,10,5013.93180733969,10,52022116.8575596,10,138474.797674561,10,20947.3915623138,10,14840.9532035093,10,0.391399882666187,20571
"12",11,-0.378728496030913,11,17275.142095458,11,51642731.5087377,11,436642.388967243,11,68341.453922588,11,48664.648372499,11,0.347971745981372,20571
"13",12,0.383409296422931,12,51458.4265881225,12,50515142.5459391,12,1315920.50295042,12,212695.434560468,12,152621.516550007,12,0.353678240551952,20571
"14",13,0.192226592696804,13,143702.739075341,13,47348783.8128436,13,3753620.94286642,13,634705.351172763,13,459269.893117208,13,0.347312280945147,20571
