"","y.np","y.time","y.value","S.np","S.time","S.value","E.np","E.time","E.value","I.np","I.time","I.value","R.np","R.time","R.value","x.np","x.time","x.value","Z.np","Z.time","Z.value","k.np","k.value","gamma.np","gamma.value","sigma.np","sigma.value","E0.np","E0.value","I0.np","I0.value","R0.np","R0.value","x0.np","x0.value","tau.np","tau.value","clock","e.np","e.time","e.value","loglikelihood.np","loglikelihood.value","logprior.np","logprior.value"
"607",16,105,10713.8258638494,16,105,34770268,16,105,24199.041015625,16,105,15392.853515625,16,105,17386520,16,105,0.316938608884811,16,105,114600.984375,6,1.58566701412201,6,0.954616010189056,6,0.0519945845007896,6,-11.3243656158447,6,-10.962140083313,6,0.275441974401474,6,0.752821743488312,6,0.118171155452728,6239,16,105,-0.480327963829041,6,-352.420654296875,6,-1.79296863079071
"608",16,112,14329.8050167907,16,112,34636096,16,112,36501.96484375,16,112,20507.849609375,16,112,17503276,16,112,0.650156140327454,16,112,121870.1796875,7,1.58566701412201,7,0.954616010189056,7,0.0519945845007896,7,-11.3243656158447,7,-10.962140083313,7,0.275441974401474,7,0.752821743488312,7,0.118171155452728,6239,16,112,-0.614951610565186,7,-352.420654296875,7,-1.79296863079071
"609",16,119,20654.9400045144,16,119,34399200,16,119,62650.609375,16,119,35986.2578125,16,119,17698546,16,119,0.568230450153351,16,119,210747.828125,8,1.58566701412201,8,0.954616010189056,8,0.0519945845007896,8,-11.3243656158447,8,-10.962140083313,8,0.275441974401474,8,0.752821743488312,8,0.118171155452728,6239,16,119,-1.62308633327484,8,-352.420654296875,8,-1.79296863079071
"610",16,126,36942.1334020612,16,126,33982428,16,126,113397.78125,16,126,63343.24609375,16,126,18037212,16,126,0.664384722709656,16,126,366023.96875,9,1.58872365951538,9,0.962869107723236,9,0.0526601076126099,9,-11.120548248291,9,-11.3838396072388,9,0.271109580993652,9,0.797948896884918,9,0.13329815864563,6239,16,126,-1.4087427854538,9,-352.626159667969,9,-1.56988716125488
"611",16,133,69584.4143530974,16,133,33326450,16,133,158733.84375,16,133,94616.7890625,16,133,18616578,16,133,0.51919561624527,16,133,610640.125,10,1.5908008813858,10,0.973202228546143,10,0.0540925860404968,10,-10.9225854873657,10,-11.3666210174561,10,0.27236419916153,10,0.772523105144501,10,0.132890418171883,6239,16,133,-1.16928470134735,10,-352.219482421875,10,-1.36976301670074
"612",16,140,58255.345388284,16,140,32549148,16,140,190547.90625,16,140,112608.640625,16,140,19344074,16,140,0.580337285995483,16,140,745487.9375,11,1.5921733379364,11,0.988087952136993,11,0.0550002120435238,11,-10.7912368774414,11,-11.772068977356,11,0.279144257307053,11,0.752032279968262,11,0.134717524051666,6239,16,140,-0.482254326343536,11,-351.725006103516,11,-1.1498316526413
"613",16,147,84330.3234675563,16,147,31784604,16,147,160683,16,147,102040.3984375,16,147,20149054,16,147,0.431043207645416,16,147,794410.625,12,1.5921733379364,12,0.988087952136993,12,0.0550002120435238,12,-10.7912368774414,12,-11.772068977356,12,0.279144257307053,12,0.752032279968262,12,0.134717524051666,6239,16,147,0.0421775132417679,12,-351.725006103516,12,-1.1498316526413
"614",16,154,56548.7448238679,16,154,31150938,16,154,133471.28125,16,154,84943.140625,16,154,20827028,16,154,0.454863369464874,16,154,660877.6875,13,1.5921733379364,13,0.988087952136993,13,0.0550002120435238,13,-10.7912368774414,13,-11.772068977356,13,0.279144257307053,13,0.752032279968262,13,0.134717524051666,6239,16,154,0.432155936956406,13,-351.725006103516,13,-1.1498316526413
"615",16,161,41512.2395658287,16,161,30674084,16,161,102778.296875,16,161,65190.625,16,161,21354326,16,161,0.467793583869934,16,161,507545.1875,14,1.59495651721954,14,0.979929566383362,14,0.0544472523033619,14,-10.6395444869995,14,-11.8292026519775,14,0.278986513614655,14,0.846612632274628,14,0.132339134812355,6239,16,161,0.0570876933634281,14,-352.118743896484,14,-1.31295490264893
"616",16,168,28433.9864029808,16,168,30354982,16,168,63372.71484375,16,168,41410.08203125,16,168,21736616,16,168,0.440523952245712,16,168,358508.21875,15,1.59495651721954,15,0.979929566383362,15,0.0544472523033619,15,-10.6395444869995,15,-11.8292026519775,15,0.278986513614655,15,0.846612632274628,15,0.132339134812355,6239,16,168,1.52586591243744,15,-352.118743896484,15,-1.31295490264893
"617",16,175,18532.2329012383,16,175,30162488,16,175,39108.17578125,16,175,25552.5703125,16,175,21969230,16,175,0.397556662559509,16,175,216757.828125,16,1.59495651721954,16,0.979929566383362,16,0.0544472523033619,16,-10.6395444869995,16,-11.8292026519775,16,0.278986513614655,16,0.846612632274628,16,0.132339134812355,6239,16,175,-0.0599545016884804,16,-352.118743896484,16,-1.31295490264893
"618",16,182,16385.6697028287,16,182,30023526,16,182,29949.513671875,16,182,19038.67578125,16,182,22123866,16,182,0.461368024349213,16,182,148121.375,17,1.59495651721954,17,0.979929566383362,17,0.0544472523033619,17,-10.6395444869995,17,-11.8292026519775,17,0.278986513614655,17,0.846612632274628,17,0.132339134812355,6239,16,182,-0.741550147533417,17,-352.118743896484,17,-1.31295490264893
