"","y.np","y.time","y.value","S.np","S.time","S.value","E.np","E.time","E.value","I.np","I.time","I.value","R.np","R.time","R.value","sigma.np","sigma.value","beta.np","beta.value","gamma.np","gamma.value","tau.np","tau.value","clock","loglikelihood.np","loglikelihood.value","logprior.np","logprior.value"
"3892",74,308,5.36916044971926e-06,74,308,2778.35913085938,74,308,0.000173931985045783,74,308,0.024154506623745,74,308,888418.375,91,0.242477864027023,91,0.471926867961884,91,0.0665828958153725,91,0.998857259750366,11378,91,36.2753562927246,91,2.21699380874634
"3893",74,315,1.6540220146554e-06,74,315,2778.35913085938,74,315,0.000101477518910542,74,315,0.014092518016696,74,315,888418.375,92,0.242477864027023,92,0.471926867961884,92,0.0665828958153725,92,0.998857259750366,11378,92,36.2753562927246,92,2.21699380874634
"3894",74,322,3.93112325387591e-06,74,322,2778.35888671875,74,322,5.92052565480117e-05,74,322,0.00822202954441309,74,322,888418.375,93,0.229314371943474,93,0.479792952537537,93,0.0696631744503975,93,0.954911231994629,11378,93,35.1553916931152,93,3.67056655883789
"3895",74,329,1.73439299160044e-06,74,329,2778.35888671875,74,329,3.45422558893915e-05,74,329,0.00479699717834592,74,329,888418.375,94,0.219112366437912,94,0.479374706745148,94,0.0675608962774277,94,0.959819436073303,11378,94,32.8110084533691,94,4.27362012863159
"3896",74,336,1.42480986011613e-06,74,336,2778.35888671875,74,336,2.01530656340765e-05,74,336,0.00279872305691242,74,336,888418.375,95,0.218712627887726,95,0.492000609636307,95,0.0706957280635834,95,0.960303544998169,11378,95,33.797534942627,95,4.69392204284668
"3897",74,343,5.38046843014839e-07,74,343,2778.35888671875,74,343,1.17579484140151e-05,74,343,0.00163286528550088,74,343,888418.375,96,0.21993100643158,96,0.475699603557587,96,0.0732068493962288,96,0.955618619918823,11378,96,30.8577041625977,96,4.10826396942139
"3898",74,350,2.91239696194995e-07,74,350,2778.35888671875,74,350,6.85996656102361e-06,74,350,0.000952666276134551,74,350,888418.375,97,0.217723429203033,97,0.483412057161331,97,0.0711224898695946,97,0.951722621917725,11378,97,32.9743537902832,97,4.47100591659546
"3899",74,357,3.79449766408186e-07,74,357,2778.35888671875,74,357,4.0023255678534e-06,74,357,0.000555816222913563,74,357,888418.375,98,0.212960541248322,98,0.499322950839996,98,0.0709908530116081,98,0.978775858879089,11378,98,33.1977272033691,98,5.13383388519287
"3900",74,364,1.7911073953894e-07,74,364,2778.35888671875,74,364,2.33508603741939e-06,74,364,0.000324281136272475,74,364,888418.375,99,0.211789518594742,99,0.492920011281967,99,0.068381167948246,99,0.986535847187042,11378,99,34.5329513549805,99,4.98515892028809
"3901",75,7,0.0439605001341014,75,7,999997,75,7,1.41269862651825,75,7,1.26259744167328,75,7,0.302905768156052,100,0.230682626366615,100,0.484670907258987,100,0.0675372779369354,100,0.971188843250275,11378,100,35.4015235900879,100,3.7269983291626
"3902",75,14,0.250790801302544,75,14,999988.5,75,14,5.08455038070679,75,14,4.640212059021,75,14,1.5775089263916,101,0.21920520067215,101,0.478832930326462,101,0.0686947777867317,101,0.954082071781158,11378,101,32.7716369628906,101,4.2513575553894
"3903",75,21,1.33910876801438,75,21,999957.5625,75,21,18.5342674255371,75,21,16.9176731109619,75,21,6.22931051254272,102,0.253702640533447,102,0.468940556049347,102,0.0694126337766647,102,0.98334264755249,11378,102,37.1994438171387,102,0.761016130447388
"3904",75,28,0.545692296537413,75,28,999844.75,75,28,67.5618133544922,75,28,61.6724128723145,75,28,23.1878089904785,103,0.253702640533447,103,0.468940556049347,103,0.0694126337766647,103,0.98334264755249,11378,103,37.1994438171387,103,0.761016130447388
"3905",75,35,15.464869229912,75,35,999433.5625,75,35,246.192337036133,75,35,224.776626586914,75,35,85.0026321411133,104,0.222368478775024,104,0.478932946920395,104,0.0658202841877937,104,0.982008159160614,11378,104,33.3624725341797,104,4.08893394470215
"3906",75,42,12.0384710702511,75,42,997937.0625,75,42,895.9658203125,75,42,818.624816894531,75,42,310.214202880859,105,0.227122515439987,105,0.477377384901047,105,0.0707239359617233,105,0.993662178516388,11378,105,35.4348297119141,105,3.74368906021118
"3907",75,49,267.098446722905,75,49,992513.25,75,49,3245.49975585938,75,49,2973.22290039062,75,49,1129.29956054688,106,0.242176726460457,106,0.476212412118912,106,0.0707573741674423,106,0.994842231273651,11378,106,36.4910583496094,106,2.39975738525391
"3908",75,56,1492.15681089708,75,56,973156.1875,75,56,11559.8828125,75,56,10692.1611328125,75,56,4089.47534179688,107,0.242176726460457,107,0.476212412118912,107,0.0707573741674423,107,0.994842231273651,11378,107,36.4910583496094,107,2.39975738525391
"3909",75,63,3537.10358497028,75,63,907729.875,75,63,38803.5625,75,63,37129.8046875,75,63,14549.65234375,108,0.223024427890778,108,0.483010411262512,108,0.0702336132526398,108,0.997840583324432,11378,108,35.5028991699219,108,4.18807888031006
"3910",75,70,1615.4719756884,75,70,722540.4375,75,70,107544.96875,75,70,115072.4375,75,70,48842.9375,109,0.232352077960968,109,0.473227858543396,109,0.0708375498652458,109,0.995580494403839,11378,109,35.8695526123047,109,3.21115803718567
"3911",75,77,9273.44890877018,75,77,393633.59375,75,77,183461.140625,75,77,265569.3125,75,77,140124.921875,110,0.229224339127541,110,0.482406675815582,110,0.0703931972384453,110,0.995298266410828,11378,110,35.936149597168,110,3.76347637176514
"3912",75,84,2585.94736655712,75,84,133054.265625,75,84,147985.390625,75,84,378582.0625,75,84,303144.21875,111,0.229224339127541,111,0.482406675815582,111,0.0703931972384453,111,0.995298266410828,11378,111,35.936149597168,111,3.76347637176514
"3913",75,91,5022.25456137875,75,91,39274.68359375,75,91,65398.484375,75,91,349037.625,75,91,486530.5,112,0.229224339127541,112,0.482406675815582,112,0.0703931972384453,112,0.995298266410828,11378,112,35.936149597168,112,3.76347637176514
"3914",75,98,492.036647689413,75,98,14693.0361328125,75,98,22072.42578125,75,98,251024.359375,75,98,634301.3125,113,0.229224339127541,113,0.482406675815582,113,0.0703931972384453,113,0.995298266410828,11378,113,35.936149597168,113,3.76347637176514
"3915",75,105,711.882530165779,75,105,7556.5146484375,75,105,7064.89599609375,75,105,160952.5,75,105,734241.9375,114,0.229224339127541,114,0.482406675815582,114,0.0703931972384453,114,0.995298266410828,11378,114,35.936149597168,114,3.76347637176514
"3916",75,112,457.314540312615,75,112,4989.23193359375,75,112,2409.02124023438,75,112,98120.734375,75,112,796633.5,115,0.229224339127541,115,0.482406675815582,115,0.0703931972384453,115,0.995298266410828,11378,115,35.936149597168,115,3.76347637176514
"3917",75,119,100.283830636743,75,119,3885.13134765625,75,119,928.547241210938,75,119,58495.43359375,75,119,834226.0625,116,0.219878077507019,116,0.49211573600769,116,0.0706476867198944,116,0.987354040145874,11378,116,34.5701713562012,116,4.64116096496582
"3918",75,126,9.19634034025177,75,126,3349.56079101562,75,126,408.792602539062,75,126,34519.75390625,75,126,856518.875,117,0.219878077507019,117,0.49211573600769,117,0.0706476867198944,117,0.987354040145874,11378,117,34.5701713562012,117,4.64116096496582
"3919",75,133,11.8496258720849,75,133,3069.49853515625,75,133,200.462677001953,75,133,20273.29296875,75,133,869641.875,118,0.219878077507019,118,0.49211573600769,118,0.0706476867198944,118,0.987354040145874,11378,118,34.5701713562012,118,4.64116096496582
"3920",75,140,9.85713345596682,75,140,2916.2451171875,75,140,105.694519042969,75,140,11878.134765625,75,140,877339.5625,119,0.231620728969574,119,0.474823772907257,119,0.0678899511694908,119,0.970735967159271,11378,119,35.2538070678711,119,3.32515382766724
"3921",75,147,0.280440285575087,75,147,2830.08642578125,75,147,58.2250823974609,75,147,6950.8779296875,75,147,881846.875,120,0.212704822421074,120,0.498225897550583,120,0.0661387965083122,120,0.948841869831085,11378,120,33.2583694458008,120,5.10995244979858
"3922",75,154,0.54657290619902,75,154,2780.86987304688,75,154,32.8960494995117,75,154,4064.86474609375,75,154,884483.5625,121,0.202773198485374,121,0.494538873434067,121,0.0679872557520866,121,0.947113811969757,11378,121,31.2663593292236,121,5.19694757461548
"3923",75,161,0.870965770133107,75,161,2752.49072265625,75,161,18.8545703887939,75,161,2376.26953125,75,161,886025.25,122,0.217344596982002,122,0.498313307762146,122,0.0644745975732803,122,0.956088602542877,11378,122,32.5025863647461,122,4.93675565719604
"3924",75,168,0.449865461648243,75,168,2736.03662109375,75,168,10.8953075408936,75,168,1388.85559082031,75,168,886926.375,123,0.217344596982002,123,0.498313307762146,123,0.0644745975732803,123,0.956088602542877,11378,123,32.5025863647461,123,4.93675565719604
"3925",75,175,0.462743632794761,75,175,2726.4658203125,75,175,6.32548570632935,75,175,811.648986816406,75,175,887453,124,0.213369026780128,124,0.505100905895233,124,0.0652426183223724,124,0.957480549812317,11378,124,32.2468338012695,124,5.27541351318359
"3926",75,182,0.82713095838559,75,182,2720.88818359375,75,182,3.682288646698,75,182,474.297119140625,75,182,887760.8125,125,0.209343984723091,125,0.501410484313965,125,0.0665373355150223,125,0.932935416698456,11378,125,32.5617561340332,125,5.29146194458008
"3927",75,189,0.0449649261952688,75,189,2717.63427734375,75,189,2.14693284034729,75,189,277.150726318359,75,189,887940.625,126,0.212214484810829,126,0.499763339757919,126,0.0686266496777534,126,0.928939878940582,11378,126,32.6105690002441,126,5.16951990127563
"3928",75,196,0.0147767259659765,75,196,2715.73486328125,75,196,1.25288712978363,75,196,161.946578979492,75,196,888045.75,127,0.231221914291382,127,0.477113515138626,127,0.0672511905431747,127,0.928831279277802,11378,127,33.9876251220703,127,3.43509531021118
"3929",75,203,0.0254096864189977,75,203,2714.62548828125,75,203,0.731533229351044,75,203,94.6284942626953,75,203,888107.125,128,0.239498391747475,128,0.47114634513855,128,0.0720908790826797,128,0.904437303543091,11378,128,33.5323944091797,128,2.49509906768799
"3930",75,210,0.0713823999560564,75,210,2713.97729492188,75,210,0.427257239818573,75,210,55.2928199768066,75,210,888143,129,0.214502990245819,129,0.482722669839859,129,0.072441078722477,129,0.9381964802742,11378,129,30.6549396514893,129,4.57792568206787
"3931",75,217,0.0113236790171568,75,217,2713.59887695312,75,217,0.249587312340736,75,217,32.3082656860352,75,217,888164,130,0.226245552301407,130,0.500154972076416,130,0.0671491771936417,130,0.964295387268066,11378,130,31.8868865966797,130,4.50530385971069
"3932",75,224,0.0056248141984921,75,224,2713.37768554688,75,224,0.145814582705498,75,224,18.8780632019043,75,224,888176.25,131,0.198861554265022,131,0.50782573223114,131,0.0636788681149483,131,0.957828402519226,11378,131,31.236852645874,131,5.56646490097046
"3933",75,231,0.00194232399951003,75,231,2713.24853515625,75,231,0.085193395614624,75,231,11.0306358337402,75,231,888183.375,132,0.202537089586258,132,0.49533486366272,132,0.0707211345434189,132,0.950133562088013,11378,132,30.8816146850586,132,5.22205924987793
"3934",75,238,0.0112876159335175,75,238,2713.1728515625,75,238,0.0497767329216003,75,238,6.44530200958252,75,238,888187.5625,133,0.231751993298531,133,0.486789762973785,133,0.0711138173937798,133,0.925221860408783,11378,133,32.7321586608887,133,3.71122550964355
"3935",75,245,0.00742743034318919,75,245,2713.12890625,75,245,0.0290841162204742,75,245,3.76604747772217,75,245,888190,134,0.245951548218727,134,0.474232107400894,134,0.0683720782399178,134,0.920350909233093,11378,134,34.9261474609375,134,1.91509974002838
"3936",75,252,0.00086814814074498,75,252,2713.10302734375,75,252,0.0169938057661057,75,252,2.20053434371948,75,252,888191.4375,135,0.245951548218727,135,0.474232107400894,135,0.0683720782399178,135,0.920350909233093,11378,135,34.9261474609375,135,1.91509974002838
"3937",75,259,0.000266199257971564,75,259,2713.087890625,75,259,0.00992952566593885,75,259,1.28579127788544,75,259,888192.3125,136,0.238692164421082,136,0.477084040641785,136,0.0664986222982407,136,0.925854802131653,11378,136,34.1257629394531,136,2.78082656860352
"3938",75,266,0.00028127797721044,75,266,2713.0791015625,75,266,0.00580187235027552,75,266,0.751298844814301,75,266,888192.75,137,0.238692164421082,137,0.477084040641785,137,0.0664986222982407,137,0.925854802131653,11378,137,34.1257629394531,137,2.78082656860352
"3939",75,273,9.59892267184269e-05,75,273,2713.07397460938,75,273,0.00339007168076932,75,273,0.438990324735641,75,273,888193.0625,138,0.238692164421082,138,0.477084040641785,138,0.0664986222982407,138,0.925854802131653,11378,138,34.1257629394531,138,2.78082656860352
"3940",75,280,5.34629575315354e-05,75,280,2713.07104492188,75,280,0.00198084372095764,75,280,0.256505787372589,75,280,888193.25,139,0.238692164421082,139,0.477084040641785,139,0.0664986222982407,139,0.925854802131653,11378,139,34.1257629394531,139,2.78082656860352
"3941",75,287,0.000163030479486509,75,287,2713.0693359375,75,287,0.00115742243360728,75,287,0.149878516793251,75,287,888193.3125,140,0.22178353369236,140,0.497275173664093,140,0.0637403130531311,140,0.932747781276703,11378,140,30.7633152008057,140,4.68940353393555
"3942",75,294,2.24304997132279e-05,75,294,2713.068359375,75,294,0.000676291296258569,75,294,0.0875752866268158,75,294,888193.375,141,0.22178353369236,141,0.497275173664093,141,0.0637403130531311,141,0.932747781276703,11378,141,30.7633152008057,141,4.68940353393555
"3943",75,301,4.6620526574524e-05,75,301,2713.06762695312,75,301,0.000395162584027275,75,301,0.0511709861457348,75,301,888193.4375,142,0.211131945252419,142,0.495654612779617,142,0.0622035749256611,142,0.948845028877258,11378,142,29.7340774536133,142,5.07913017272949
"3944",75,308,3.98801291200794e-06,75,308,2713.0673828125,75,308,0.000230896795983426,75,308,0.0298996418714523,75,308,888193.4375,143,0.240176320075989,143,0.477850407361984,143,0.0657474175095558,143,0.981334030628204,11378,143,35.2490921020508,143,2.660076379776
"3945",75,315,8.0754478035001e-06,75,315,2713.06713867188,75,315,0.000134914938826114,75,315,0.0174706149846315,75,315,888193.4375,144,0.22405794262886,144,0.490215688943863,144,0.0669144690036774,144,0.997205197811127,11378,144,35.4468307495117,144,4.35335111618042
"3946",75,322,5.2222206450928e-07,75,322,2713.06689453125,75,322,7.88319375715218e-05,75,322,0.0102082286030054,75,322,888193.4375,145,0.228689447045326,145,0.478527098894119,145,0.067944124341011,145,0.996084570884705,11378,145,35.8956527709961,145,3.67302060127258
"3947",75,329,2.37976460892911e-06,75,329,2713.06689453125,75,329,4.60621704405639e-05,75,329,0.00596475461497903,75,329,888193.4375,146,0.228689447045326,146,0.478527098894119,146,0.067944124341011,146,0.996084570884705,11378,146,35.8956527709961,146,3.67302060127258
"3948",75,336,3.56480941025823e-07,75,336,2713.06689453125,75,336,2.69145166384988e-05,75,336,0.00348525657318532,75,336,888193.4375,147,0.228689447045326,147,0.478527098894119,147,0.067944124341011,147,0.996084570884705,11378,147,35.8956527709961,147,3.67302060127258
"3949",75,343,1.16628058560007e-06,75,343,2713.06689453125,75,343,1.57263802975649e-05,75,343,0.0020364650990814,75,343,888193.4375,148,0.228689447045326,148,0.478527098894119,148,0.067944124341011,148,0.996084570884705,11378,148,35.8956527709961,148,3.67302060127258
"3950",75,350,6.48927891226917e-07,75,350,2713.06689453125,75,350,9.18905698199524e-06,75,350,0.00118992384523153,75,350,888193.4375,149,0.228689447045326,149,0.478527098894119,149,0.067944124341011,149,0.996084570884705,11378,149,35.8956527709961,149,3.67302060127258
"3951",75,357,3.95262400734266e-07,75,357,2713.06689453125,75,357,5.36924426342011e-06,75,357,0.000695282593369484,75,357,888193.4375,150,0.228689447045326,150,0.478527098894119,150,0.067944124341011,150,0.996084570884705,11378,150,35.8956527709961,150,3.67302060127258
"3952",75,364,2.9496544366923e-08,75,364,2713.06689453125,75,364,3.13729492518178e-06,75,364,0.000406259525334463,75,364,888193.4375,151,0.228689447045326,151,0.478527098894119,151,0.067944124341011,151,0.996084570884705,11378,151,35.8956527709961,151,3.67302060127258
"3953",76,7,0.227684835073725,76,7,999997,76,7,1.41269862651825,76,7,1.26259744167328,76,7,0.302905768156052,152,0.228689447045326,152,0.478527098894119,152,0.067944124341011,152,0.996084570884705,11378,152,35.8956527709961,152,3.67302060127258
"3954",76,14,0.125829607836332,76,14,999988.5,76,14,5.08455038070679,76,14,4.640212059021,76,14,1.5775089263916,153,0.238516971468925,153,0.479353308677673,153,0.0690681487321854,153,0.985986709594727,11378,153,36.3197746276855,153,2.87551259994507
"3955",76,21,1.21299116205743,76,21,999957.5625,76,21,18.5342674255371,76,21,16.9176731109619,76,21,6.22931051254272,154,0.255561590194702,154,0.466599822044373,154,0.0680270567536354,154,0.994632661342621,11378,154,37.3675346374512,154,0.420831441879272
"3956",76,28,0.699873601404776,76,28,999844.75,76,28,67.5618133544922,76,28,61.6724128723145,76,28,23.1878089904785,155,0.247089982032776,155,0.470775842666626,155,0.0709423422813416,155,0.983130931854248,11378,155,36.8198928833008,155,1.66044914722443
"3957",76,35,6.72492987780162,76,35,999433.5625,76,35,246.192337036133,76,35,224.776626586914,76,35,85.0026321411133,156,0.210252359509468,156,0.503106653690338,156,0.0696863457560539,156,0.9638352394104,11378,156,32.9824371337891,156,5.31631994247437
"3958",76,42,83.7503172133296,76,42,997937.0625,76,42,895.9658203125,76,42,818.624816894531,76,42,310.214202880859,157,0.210252359509468,157,0.503106653690338,157,0.0696863457560539,157,0.9638352394104,11378,157,32.9824371337891,157,5.31631994247437
"3959",76,49,61.6304260789814,76,49,992513.25,76,49,3245.49975585938,76,49,2973.22290039062,76,49,1129.29956054688,158,0.210252359509468,158,0.503106653690338,158,0.0696863457560539,158,0.9638352394104,11378,158,32.9824371337891,158,5.31631994247437
"3960",76,56,791.66136924008,76,56,973156.1875,76,56,11559.8828125,76,56,10692.1611328125,76,56,4089.47534179688,159,0.233374267816544,159,0.484989792108536,159,0.0662735998630524,159,0.953341484069824,11378,159,34.3265686035156,159,3.52098202705383
"3961",76,63,4297.64402290193,76,63,907729.875,76,63,38803.5625,76,63,37129.8046875,76,63,14549.65234375,160,0.233374267816544,160,0.484989792108536,160,0.0662735998630524,160,0.953341484069824,11378,160,34.3265686035156,160,3.52098202705383
"3962",76,70,11069.8077706077,76,70,722540.4375,76,70,107544.96875,76,70,115072.4375,76,70,48842.9375,161,0.233374267816544,161,0.484989792108536,161,0.0662735998630524,161,0.953341484069824,11378,161,34.3265686035156,161,3.52098202705383
"3963",76,77,12921.7409365682,76,77,393633.59375,76,77,183461.140625,76,77,265569.3125,76,77,140124.921875,162,0.219321742653847,162,0.478654265403748,162,0.0666951313614845,162,0.979243338108063,11378,162,32.8623695373535,162,4.23890686035156
"3964",76,84,3990.29467227925,76,84,133054.265625,76,84,147985.390625,76,84,378582.0625,76,84,303144.21875,163,0.219004839658737,163,0.499725133180618,163,0.0650519877672195,163,0.961944103240967,11378,163,32.6974868774414,163,4.90145921707153
"3965",76,91,6069.66640393973,76,91,39274.68359375,76,91,65398.484375,76,91,349037.625,76,91,486530.5,164,0.232985019683838,164,0.494610905647278,164,0.0670759975910187,164,0.972910940647125,11378,164,32.6829452514648,164,3.84825611114502
"3966",76,98,982.644270628135,76,98,14693.0361328125,76,98,22072.42578125,76,98,251024.359375,76,98,634301.3125,165,0.232985019683838,165,0.494610905647278,165,0.0670759975910187,165,0.972910940647125,11378,165,32.6829452514648,165,3.84825611114502
"3967",76,105,1299.7502292251,76,105,7556.5146484375,76,105,7064.89599609375,76,105,160952.5,76,105,734241.9375,166,0.216703563928604,166,0.487329691648483,166,0.071198508143425,166,0.976815164089203,11378,166,33.9261131286621,166,4.6396222114563
"3968",76,112,147.932293355151,76,112,4989.23193359375,76,112,2409.02124023438,76,112,98120.734375,76,112,796633.5,167,0.233930483460426,167,0.476882725954056,167,0.0703306943178177,167,0.949041724205017,11378,167,35.2577323913574,167,3.20728492736816
"3969",76,119,33.1910379538938,76,119,3885.13134765625,76,119,928.547241210938,76,119,58495.43359375,76,119,834226.0625,168,0.216245859861374,168,0.488931894302368,168,0.071077860891819,168,0.970610499382019,11378,168,33.8164482116699,168,4.70828628540039
"3970",76,126,41.1668547787953,76,126,3349.56079101562,76,126,408.792602539062,76,126,34519.75390625,76,126,856518.875,169,0.215351238846779,169,0.489126116037369,169,0.0707923620939255,169,0.950546503067017,11378,169,33.2089996337891,169,4.74965476989746
"3971",76,133,3.36701248475502,76,133,3069.49853515625,76,133,200.462677001953,76,133,20273.29296875,76,133,869641.875,170,0.218136578798294,170,0.490053743124008,170,0.067186214029789,170,0.97469288110733,11378,170,34.7370491027832,170,4.66086292266846
"3972",76,140,9.92772442027132,76,140,2916.2451171875,76,140,105.694519042969,76,140,11878.134765625,76,140,877339.5625,171,0.218136578798294,171,0.490053743124008,171,0.067186214029789,171,0.97469288110733,11378,171,34.7370491027832,171,4.66086292266846
"3973",76,147,4.63957965667114,76,147,2830.08642578125,76,147,58.2250823974609,76,147,6950.8779296875,76,147,881846.875,172,0.218136578798294,172,0.490053743124008,172,0.067186214029789,172,0.97469288110733,11378,172,34.7370491027832,172,4.66086292266846
"3974",76,154,2.58553337789435,76,154,2780.86987304688,76,154,32.8960494995117,76,154,4064.86474609375,76,154,884483.5625,173,0.226306989789009,173,0.481053918600082,173,0.0687386766076088,173,0.999462008476257,11378,173,35.9946556091309,173,3.9214129447937
"3975",76,161,1.00269987011058,76,161,2752.49072265625,76,161,18.8545703887939,76,161,2376.26953125,76,161,886025.25,174,0.226306989789009,174,0.481053918600082,174,0.0687386766076088,174,0.999462008476257,11378,174,35.9946556091309,174,3.9214129447937
"3976",76,168,0.229450114595526,76,168,2736.03662109375,76,168,10.8953075408936,76,168,1388.85559082031,76,168,886926.375,175,0.256304085254669,175,0.46521207690239,175,0.0682985410094261,175,0.997747838497162,11378,175,37.593189239502,175,0.26540333032608
"3977",76,175,0.222269240813215,76,175,2726.4658203125,76,175,6.32548570632935,76,175,811.648986816406,76,175,887453,176,0.239406511187553,176,0.48142397403717,176,0.0718454048037529,176,0.980218768119812,11378,176,34.6358947753906,176,2.85744071006775
"3978",76,182,0.0391721030936339,76,182,2720.88818359375,76,182,3.682288646698,76,182,474.297119140625,76,182,887760.8125,177,0.217321589589119,177,0.495141565799713,177,0.0706929937005043,177,0.977913916110992,11378,177,33.908763885498,177,4.84943580627441
"3979",76,189,0.0837217098028194,76,189,2717.63427734375,76,189,2.14693284034729,76,189,277.150726318359,76,189,887940.625,178,0.217321589589119,178,0.495141565799713,178,0.0706929937005043,178,0.977913916110992,11378,178,33.908763885498,178,4.84943580627441
"3980",76,196,0.0263068258985248,76,196,2715.73486328125,76,196,1.25288712978363,76,196,161.946578979492,76,196,888045.75,179,0.217321589589119,179,0.495141565799713,179,0.0706929937005043,179,0.977913916110992,11378,179,33.908763885498,179,4.84943580627441
"3981",76,203,0.0374601081666866,76,203,2714.62548828125,76,203,0.731533229351044,76,203,94.6284942626953,76,203,888107.125,180,0.209914997220039,180,0.505376517772675,180,0.0699671655893326,180,0.969667553901672,11378,180,32.574348449707,180,5.38520908355713
"3982",76,210,0.0373825860067419,76,210,2713.97729492188,76,210,0.427257239818573,76,210,55.2928199768066,76,210,888143,181,0.209914997220039,181,0.505376517772675,181,0.0699671655893326,181,0.969667553901672,11378,181,32.574348449707,181,5.38520908355713
"3983",76,217,0.0144029896578915,76,217,2713.59887695312,76,217,0.249587312340736,76,217,32.3082656860352,76,217,888164,182,0.209914997220039,182,0.505376517772675,182,0.0699671655893326,182,0.969667553901672,11378,182,32.574348449707,182,5.38520908355713
"3984",76,224,0.0231983368455654,76,224,2713.37768554688,76,224,0.145814582705498,76,224,18.8780632019043,76,224,888176.25,183,0.209914997220039,183,0.505376517772675,183,0.0699671655893326,183,0.969667553901672,11378,183,32.574348449707,183,5.38520908355713
"3985",76,231,0.0120420483573088,76,231,2713.24853515625,76,231,0.085193395614624,76,231,11.0306358337402,76,231,888183.375,184,0.229598060250282,184,0.487686365842819,184,0.0699437633156776,184,0.974029183387756,11378,184,34.8867797851562,184,3.90459990501404
"3986",76,238,0.00677431710127994,76,238,2713.1728515625,76,238,0.0497767329216003,76,238,6.44530200958252,76,238,888187.5625,185,0.229598060250282,185,0.487686365842819,185,0.0699437633156776,185,0.974029183387756,11378,185,34.8867797851562,185,3.90459990501404
"3987",76,245,0.00189658857575193,76,245,2713.12890625,76,245,0.0290841162204742,76,245,3.76604747772217,76,245,888190,186,0.220360040664673,186,0.492900282144547,186,0.0668205618858337,186,0.977020621299744,11378,186,34.738941192627,186,4.63948345184326
"3988",76,252,0.000399777832522152,76,252,2713.10302734375,76,252,0.0169938057661057,76,252,2.20053434371948,76,252,888191.4375,187,0.227732926607132,187,0.480932801961899,187,0.0706825107336044,187,0.930841565132141,11378,187,33.9895248413086,187,3.8211874961853
"3989",76,259,0.000324846946403347,76,259,2713.087890625,76,259,0.00992952566593885,76,259,1.28579127788544,76,259,888192.3125,188,0.227732926607132,188,0.480932801961899,188,0.0706825107336044,188,0.930841565132141,11378,188,33.9895248413086,188,3.8211874961853
"3990",76,266,0.000239551009691078,76,266,2713.0791015625,76,266,0.00580187235027552,76,266,0.751298844814301,76,266,888192.75,189,0.227732926607132,189,0.480932801961899,189,0.0706825107336044,189,0.930841565132141,11378,189,33.9895248413086,189,3.8211874961853
"3991",76,273,7.84334834669598e-05,76,273,2713.07397460938,76,273,0.00339007168076932,76,273,0.438990324735641,76,273,888193.0625,190,0.227732926607132,190,0.480932801961899,190,0.0706825107336044,190,0.930841565132141,11378,190,33.9895248413086,190,3.8211874961853
"3992",76,280,6.63397765817496e-05,76,280,2713.07104492188,76,280,0.00198084372095764,76,280,0.256505787372589,76,280,888193.25,191,0.237056836485863,191,0.483305752277374,191,0.0703643560409546,191,0.895166039466858,11378,191,32.348690032959,191,3.14380168914795
"3993",76,287,3.32381170811418e-05,76,287,2713.0693359375,76,287,0.00115742243360728,76,287,0.149878516793251,76,287,888193.3125,192,0.224991962313652,192,0.475586533546448,192,0.0702108964323997,192,0.942981660366058,11378,192,33.2999610900879,192,3.8210768699646
"3994",76,294,6.03519494630002e-05,76,294,2713.068359375,76,294,0.000676291296258569,76,294,0.0875752866268158,76,294,888193.375,193,0.224991962313652,193,0.475586533546448,193,0.0702108964323997,193,0.942981660366058,11378,193,33.2999610900879,193,3.8210768699646
"3995",76,301,0.000225506020529955,76,301,2713.06762695312,76,301,0.000395162584027275,76,301,0.0511709861457348,76,301,888193.4375,194,0.224991962313652,194,0.475586533546448,194,0.0702108964323997,194,0.942981660366058,11378,194,33.2999610900879,194,3.8210768699646
"3996",76,308,7.14377827882553e-06,76,308,2713.0673828125,76,308,0.000230896795983426,76,308,0.0298996418714523,76,308,888193.4375,195,0.224991962313652,195,0.475586533546448,195,0.0702108964323997,195,0.942981660366058,11378,195,33.2999610900879,195,3.8210768699646
"3997",76,315,2.39438471778683e-06,76,315,2713.06713867188,76,315,0.000134914938826114,76,315,0.0174706149846315,76,315,888193.4375,196,0.221372976899147,196,0.483893305063248,196,0.067675806581974,196,0.998628973960876,11378,196,35.3868789672852,196,4.30783653259277
"3998",76,322,8.88011305415024e-07,76,322,2713.06689453125,76,322,7.88319375715218e-05,76,322,0.0102082286030054,76,322,888193.4375,197,0.214288517832756,197,0.49057012796402,197,0.0684556812047958,197,0.995776534080505,11378,197,34.9584503173828,197,4.83305549621582
"3999",76,329,7.1709253852172e-06,76,329,2713.06689453125,76,329,4.60621704405639e-05,76,329,0.00596475461497903,76,329,888193.4375,198,0.214288517832756,198,0.49057012796402,198,0.0684556812047958,198,0.995776534080505,11378,198,34.9584503173828,198,4.83305549621582
"4000",76,336,3.96848666492101e-06,76,336,2713.06689453125,76,336,2.69145166384988e-05,76,336,0.00348525657318532,76,336,888193.4375,199,0.214288517832756,199,0.49057012796402,199,0.0684556812047958,199,0.995776534080505,11378,199,34.9584503173828,199,4.83305549621582
"4001",76,343,7.07811720547096e-07,76,343,2713.06689453125,76,343,1.57263802975649e-05,76,343,0.0020364650990814,76,343,888193.4375,0,0.19119268655777,0,0.511149168014526,0,0.0650758743286133,0,0.972853004932404,11378,0,31.4613056182861,0,5.55607938766479
