"","np","time","value","q025","q25","q50","q75","q975"
"1",0,7,1.07243984635539,0.772480780405775,0.906935994317335,1.08600105585012,1.08600105585012,1.19511873799826
"2",0,14,0.994770092292377,0.785999142483858,1.05329411312111,1.13360373647547,1.13360373647547,1.21208560914431
"3",0,21,1.01414484534734,0.727896699224302,0.842048060006878,0.934916371204075,0.934916371204075,1.26171965528876
"4",0,28,1.26757556228649,0.900021116156126,1.09668415306114,1.09668415306114,1.11113864521772,1.37091455882795
"5",0,35,1.59548387993209,0.913226247875151,1.26369538678767,1.2681553215585,1.2681553215585,1.58257440378251
"6",0,42,1.28856000117897,1.01225450662215,1.20430358610662,1.34823378957151,1.34823378957151,1.6091418654424
"7",0,49,1.61707291477728,1.18915771165464,1.40301157339344,1.62398423397723,1.62398423397723,1.99581440026027
"8",0,56,2.54823348157526,1.84981019921284,2.58343658308795,2.58343658308795,2.98245555525868,3.02960391007522
"9",0,63,2.94383626553204,2.22546283980955,2.66438228646727,3.13976922952112,3.82692511548355,3.82692511548355
"10",0,70,2.0582307598219,1.47892097095535,1.47892097095535,1.61705228850671,2.30865745388205,2.45276603019898
"11",0,77,2.08859692881408,1.38561332747749,1.65787857999928,2.22556509792314,2.22556509792314,2.36159344570573
"12",0,84,1.75996245706192,1.05378088966024,1.23274115692312,1.3096890276267,1.3096890276267,1.83996060375805
"13",0,91,1.81779004173634,0.943747565339116,1.30551889054715,1.62941746780392,1.62941746780392,2.28649478066478
"14",0,98,2.13823707294626,1.1131619273687,1.44078313641914,2.2370842357126,2.2370842357126,2.41847534108349
"15",0,105,1.1160635887246,0.646657103978099,0.950145142529983,1.08604731501692,1.08604731501692,1.61750780951188
"16",0,112,1.56162306894264,0.629659886611451,0.864072888710399,1.202762532184,1.202762532184,1.4882785812113
"17",0,119,1.09570321386837,0.577000942045525,0.769617674769888,0.955748886218495,0.955748886218495,1.3155410211676
"18",0,126,0.770083447391632,0.511291283142429,0.55094723052203,0.867114523200416,0.867114523200416,1.17890429242397
"19",0,133,1.05928447312836,0.419494386563263,0.64956355276618,0.833430464254991,0.833430464254991,1.0851471204497
"20",0,140,0.591176954127441,0.427235886169405,0.534008333976317,0.916415520663445,0.952032669388967,0.952032669388967
"21",0,147,0.867146994314761,0.367639897404235,0.419942961625884,0.731530228271163,0.731530228271163,1.04524519025407
"22",0,154,0.675627139411957,0.403063321556653,0.540333682650976,0.674417812123837,0.674417812123837,0.883357590250175
"23",0,161,0.770146632091144,0.503159706993298,0.587274298841712,0.73628135608114,0.73628135608114,1.09536305511045
"24",0,168,0.808379929621879,0.481773250328122,0.668055855165765,0.864894529205725,0.864894529205725,1.09597759788682
"25",0,175,0.733099400495372,0.409513882043199,0.434580240087375,0.530765639050879,0.530765639050879,1.02183429924013
"26",0,182,0.763659231811702,0.353372078201053,0.52348993266035,0.582986949509305,0.582986949509305,0.772653199038579
"27",0,189,0.727787743379936,0.373754582558692,0.589589552944651,0.66146980172688,0.66146980172688,0.884002907459903
"28",0,196,0.950538714086782,0.586244613190138,0.625897298845291,0.867826840975921,0.867826840975921,1.12065041936388
"29",0,203,1.16497443514399,0.463545881665602,0.745779762156472,1.19044662364288,1.19044662364288,1.2879285026923
"30",0,210,0.959082835790483,0.503587026927451,0.701446037123665,0.993334206028448,0.993334206028448,1.33464358071975
"31",0,217,1.02274230574959,0.45830873708572,0.528263961752611,0.817549931612269,0.817549931612269,1.14373990368461
"32",0,224,1.05235238833996,0.563618402843272,0.712279281719555,1.23794047400466,1.32737297728595,1.32737297728595
"33",0,231,0.92247618942621,0.409577008399756,0.535368062532263,0.618482751145911,0.618482751145911,0.963820523416581
"34",0,238,0.508150853806628,0.2842706917415,0.359657090786422,0.423384419890957,0.423384419890957,0.759492926820659
"35",0,245,0.692761033504846,0.319905200234954,0.40101405021976,0.50905943128894,0.50905943128894,0.874910876974707
"36",0,252,0.840710397576648,0.42768494925252,0.630918364730112,0.786461355588891,0.943483078607674,0.943483078607674
"37",0,259,0.804266850669957,0.323224411790374,0.493687286566805,0.78665784191433,1.03001422956998,1.03001422956998
"38",1,7,1.10528575111885,0.772480780405775,0.906935994317335,1.08600105585012,1.08600105585012,1.19511873799826
"39",1,14,0.995565395586926,0.785999142483858,1.05329411312111,1.13360373647547,1.13360373647547,1.21208560914431
"40",1,21,1.24517294444108,0.727896699224302,0.842048060006878,0.934916371204075,0.934916371204075,1.26171965528876
"41",1,28,1.17113037535736,0.900021116156126,1.09668415306114,1.09668415306114,1.11113864521772,1.37091455882795
"42",1,35,1.29371682417717,0.913226247875151,1.26369538678767,1.2681553215585,1.2681553215585,1.58257440378251
"43",1,42,1.46287298016416,1.01225450662215,1.20430358610662,1.34823378957151,1.34823378957151,1.6091418654424
"44",1,49,2.04467698375474,1.18915771165464,1.40301157339344,1.62398423397723,1.62398423397723,1.99581440026027
"45",1,56,2.67252910074903,1.84981019921284,2.58343658308795,2.58343658308795,2.98245555525868,3.02960391007522
"46",1,63,2.85963532513945,2.22546283980955,2.66438228646727,3.13976922952112,3.82692511548355,3.82692511548355
"47",1,70,2.07738034866958,1.47892097095535,1.47892097095535,1.61705228850671,2.30865745388205,2.45276603019898
"48",1,77,2.29192035467772,1.38561332747749,1.65787857999928,2.22556509792314,2.22556509792314,2.36159344570573
"49",1,84,1.71549260000553,1.05378088966024,1.23274115692312,1.3096890276267,1.3096890276267,1.83996060375805
"50",1,91,1.6898580877462,0.943747565339116,1.30551889054715,1.62941746780392,1.62941746780392,2.28649478066478
"51",1,98,1.68659448155324,1.1131619273687,1.44078313641914,2.2370842357126,2.2370842357126,2.41847534108349
"52",1,105,1.36790459433957,0.646657103978099,0.950145142529983,1.08604731501692,1.08604731501692,1.61750780951188
"53",1,112,1.27810271068552,0.629659886611451,0.864072888710399,1.202762532184,1.202762532184,1.4882785812113
"54",1,119,0.962463240110282,0.577000942045525,0.769617674769888,0.955748886218495,0.955748886218495,1.3155410211676
"55",1,126,0.919640242333833,0.511291283142429,0.55094723052203,0.867114523200416,0.867114523200416,1.17890429242397
"56",1,133,1.10329491006385,0.419494386563263,0.64956355276618,0.833430464254991,0.833430464254991,1.0851471204497
"57",1,140,0.827445456745263,0.427235886169405,0.534008333976317,0.916415520663445,0.952032669388967,0.952032669388967
"58",1,147,0.488613503408773,0.367639897404235,0.419942961625884,0.731530228271163,0.731530228271163,1.04524519025407
"59",1,154,0.760820714874171,0.403063321556653,0.540333682650976,0.674417812123837,0.674417812123837,0.883357590250175
"60",1,161,0.862443707589584,0.503159706993298,0.587274298841712,0.73628135608114,0.73628135608114,1.09536305511045
"61",1,168,0.710775221164302,0.481773250328122,0.668055855165765,0.864894529205725,0.864894529205725,1.09597759788682
"62",1,175,0.634478912816786,0.409513882043199,0.434580240087375,0.530765639050879,0.530765639050879,1.02183429924013
"63",1,182,0.727560903796924,0.353372078201053,0.52348993266035,0.582986949509305,0.582986949509305,0.772653199038579
"64",1,189,0.794774355827331,0.373754582558692,0.589589552944651,0.66146980172688,0.66146980172688,0.884002907459903
"65",1,196,0.819805766808348,0.586244613190138,0.625897298845291,0.867826840975921,0.867826840975921,1.12065041936388
"66",1,203,0.851478451692722,0.463545881665602,0.745779762156472,1.19044662364288,1.19044662364288,1.2879285026923
"67",1,210,0.93445794055957,0.503587026927451,0.701446037123665,0.993334206028448,0.993334206028448,1.33464358071975
"68",1,217,1.05306061248217,0.45830873708572,0.528263961752611,0.817549931612269,0.817549931612269,1.14373990368461
"69",1,224,1.12950176330622,0.563618402843272,0.712279281719555,1.23794047400466,1.32737297728595,1.32737297728595
"70",1,231,0.761102562325393,0.409577008399756,0.535368062532263,0.618482751145911,0.618482751145911,0.963820523416581
"71",1,238,0.558988579404717,0.2842706917415,0.359657090786422,0.423384419890957,0.423384419890957,0.759492926820659
"72",1,245,0.49374446470323,0.319905200234954,0.40101405021976,0.50905943128894,0.50905943128894,0.874910876974707
"73",1,252,0.63665056924036,0.42768494925252,0.630918364730112,0.786461355588891,0.943483078607674,0.943483078607674
"74",1,259,0.570848077159592,0.323224411790374,0.493687286566805,0.78665784191433,1.03001422956998,1.03001422956998
"75",2,7,1.07923894401541,0.772480780405775,0.906935994317335,1.08600105585012,1.08600105585012,1.19511873799826
"76",2,14,1.02085779098209,0.785999142483858,1.05329411312111,1.13360373647547,1.13360373647547,1.21208560914431
"77",2,21,1.15237605332728,0.727896699224302,0.842048060006878,0.934916371204075,0.934916371204075,1.26171965528876
"78",2,28,1.32070635557076,0.900021116156126,1.09668415306114,1.09668415306114,1.11113864521772,1.37091455882795
"79",2,35,1.33725345943528,0.913226247875151,1.26369538678767,1.2681553215585,1.2681553215585,1.58257440378251
"80",2,42,1.51996161100413,1.01225450662215,1.20430358610662,1.34823378957151,1.34823378957151,1.6091418654424
"81",2,49,1.78040629306483,1.18915771165464,1.40301157339344,1.62398423397723,1.62398423397723,1.99581440026027
"82",2,56,2.946067989768,1.84981019921284,2.58343658308795,2.58343658308795,2.98245555525868,3.02960391007522
"83",2,63,2.9769661536177,2.22546283980955,2.66438228646727,3.13976922952112,3.82692511548355,3.82692511548355
"84",2,70,2.11148695225517,1.47892097095535,1.47892097095535,1.61705228850671,2.30865745388205,2.45276603019898
"85",2,77,2.32858488907832,1.38561332747749,1.65787857999928,2.22556509792314,2.22556509792314,2.36159344570573
"86",2,84,1.48210208272278,1.05378088966024,1.23274115692312,1.3096890276267,1.3096890276267,1.83996060375805
"87",2,91,1.63497339310364,0.943747565339116,1.30551889054715,1.62941746780392,1.62941746780392,2.28649478066478
"88",2,98,1.75359564865724,1.1131619273687,1.44078313641914,2.2370842357126,2.2370842357126,2.41847534108349
"89",2,105,1.37023643921147,0.646657103978099,0.950145142529983,1.08604731501692,1.08604731501692,1.61750780951188
"90",2,112,1.23872227269348,0.629659886611451,0.864072888710399,1.202762532184,1.202762532184,1.4882785812113
"91",2,119,1.17745576149042,0.577000942045525,0.769617674769888,0.955748886218495,0.955748886218495,1.3155410211676
"92",2,126,0.760589994284587,0.511291283142429,0.55094723052203,0.867114523200416,0.867114523200416,1.17890429242397
"93",2,133,0.88972889937561,0.419494386563263,0.64956355276618,0.833430464254991,0.833430464254991,1.0851471204497
