09/03/2022,264614
10/03/2022,35116
11/03/2022,37807
12/03/2022,48946
13/03/2022,24322
14/03/2022,31412
15/03/2022,34827
16/03/2022,35151
17/03/2022,32324
18/03/2022,34596
19/03/2022,44611
20/03/2022,21411
21/03/2022,232934
22/03/2022,67113
23/03/2022,85990
24/03/2022,87652
25/03/2022,98567
26/03/2022,102667
27/03/2022,38785
28/03/2022,84720
29/03/2022,97449
30/03/2022,110314
31/03/2022,115629
01/04/2022,112300
02/04/2022,136028
03/04/2022,57928
04/04/2022,101691
05/04/2022,113557
06/04/2022,125356
07/04/2022,127136
08/04/2022,133021
09/04/2022,184349
10/04/2022,72433
11/04/2022,109735
12/04/2022,132340
13/04/2022,142892
14/04/2022,137539
15/04/2022,45372
16/04/2022,82061
17/04/2022,17458
18/04/2022,22855
19/04/2022,108817
20/04/2022,127222
21/04/2022,125642
22/04/2022,116476
23/04/2022,203840
24/04/2022,65829
25/04/2022,92660
26/04/2022,109740
27/04/2022,118542
28/04/2022,112244
29/04/2022,106642
30/04/2022,134507
01/05/2022,39641
02/05/2022,17662
03/05/2022,74293
04/05/2022,98480
05/05/2022,88642
06/05/2022,88866
07/05/2022,122347
08/05/2022,39978
09/05/2022,67725
10/05/2022,81472
11/05/2022,82002
12/05/2022,81550
13/05/2022,69045
14/05/2022,88668
15/05/2022,33798
16/05/2022,53252
17/05/2022,62932
18/05/2022,63269
19/05/2022,67859
20/05/2022,58966
21/05/2022,81292
22/05/2022,24105
23/05/2022,46699
24/05/2022,54864
25/05/2022,54630
26/05/2022,75475
27/05/2022,49225
28/05/2022,57836
29/05/2022,22595
30/05/2022,43053
31/05/2022,50284
01/06/2022,45123
02/06/2022,8221
