"","np","time","value","q025","q25","q50","q75","q975","S"
"354",6,294,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"355",6,301,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"356",6,308,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"357",6,315,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"358",6,322,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"359",6,329,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"360",6,336,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"361",6,343,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"362",6,350,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"363",6,357,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"364",6,364,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"365",7,7,41845048,41034924,41224252,41534650,41845048,41845048,45689487.7174158
"366",7,14,41842424,41032324,41221616,41532020,41842424,41842424,45686912.0952837
"367",7,21,41839284,41029144,41218376,41528830,41839284,41839284,45683710.4988777
"368",7,28,41831892,41022752,41211824,41521858,41831892,41831892,45677526.8070562
"369",7,35,41819092,41012604,41200464,41509778,41819092,41819092,45667378.1173427
"370",7,42,41804392,40995608,41181672,41493032,41804392,41804392,45652055.7939991
"371",7,49,41775764,40966516,41152212,41463988,41775764,41775764,45626354.2722085
"372",7,56,41715344,40904372,41100544,41407944,41715344,41715344,45573679.8582668
"373",7,63,41545668,40719992,40924604,41235136,41545668,41545668,45410866.574629
"374",7,70,40590504,39844740,39882556,40236530,40590504,40590504,44580361.0615063
"375",7,77,34769376,34137476,34241745,34661964,34769376,34769376,39354371.5209761
"376",7,84,21730834,21718948,21721919.5,21730834,21730834,23528170,26290185.2288118
"377",7,91,13303585,12779092,12910215.25,13303585,13303585,15209444,17071477.1202515
"378",7,98,9817052,9411903,9513190.25,9817052,9817052,11705998,13322937.7106259
"379",7,105,8642049,8353436.5,8425589.625,8642049,8642049,10632809,12036337.7714466
"380",7,112,8387908,8096818.5,8169590.875,8387908,8387908,10344142,11750992.2804275
"381",7,119,8303419,8005850.5,8080242.625,8303419,8303419,10244929,11649693.4206363
"382",7,126,8272852,7971128,8046559,8272852,8272852,10209736,11617372.6433225
"383",7,133,8262458,7960020,8035629.5,8262458,8262458,10199615,11606293.0949102
"384",7,140,8260111.5,7957373.5,8033058,8260111.5,8260111.5,10197375,11603270.8045039
"385",7,147,8259698.5,7957007.5,8032680.25,8259698.5,8259698.5,10196942,11602780.6991092
"386",7,154,8259655,7956964.5,8032637.125,8259655,8259655,10196887,11602725.8245125
"387",7,161,8259651.5,7956960.5,8032633.25,8259651.5,8259651.5,10196883,11602721.1275808
"388",7,168,8259651.5,7956960,8032632.875,8259651.5,8259651.5,10196882,11602720.7677476
"389",7,175,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7299351
"390",7,182,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7249135
"391",7,189,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7238904
"392",7,196,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.723697
"393",7,203,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236681
"394",7,210,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236625
"395",7,217,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236609
"396",7,224,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236604
"397",7,231,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"398",7,238,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"399",7,245,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"400",7,252,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"401",7,259,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"402",7,266,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"403",7,273,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"404",7,280,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"405",7,287,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"406",7,294,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"407",7,301,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"408",7,308,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"409",7,315,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"410",7,322,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"411",7,329,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"412",7,336,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"413",7,343,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"414",7,350,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"415",7,357,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"416",7,364,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"417",8,7,41845048,41034924,41224252,41534650,41845048,41845048,45689487.7174158
"418",8,14,41842424,41032324,41221616,41532020,41842424,41842424,45686912.0952837
"419",8,21,41839284,41029144,41218376,41528830,41839284,41839284,45683710.4988777
"420",8,28,41831892,41022752,41211824,41521858,41831892,41831892,45677526.8070562
"421",8,35,41819092,41012604,41200464,41509778,41819092,41819092,45667378.1173427
"422",8,42,41804392,40995608,41181672,41493032,41804392,41804392,45652055.7939991
"423",8,49,41775764,40966516,41152212,41463988,41775764,41775764,45626354.2722085
"424",8,56,41715344,40904372,41100544,41407944,41715344,41715344,45573679.8582668
"425",8,63,41545668,40719992,40924604,41235136,41545668,41545668,45410866.574629
"426",8,70,40590504,39844740,39882556,40236530,40590504,40590504,44580361.0615063
"427",8,77,34769376,34137476,34241745,34661964,34769376,34769376,39354371.5209761
"428",8,84,21730834,21718948,21721919.5,21730834,21730834,23528170,26290185.2288118
"429",8,91,13303585,12779092,12910215.25,13303585,13303585,15209444,17071477.1202515
"430",8,98,9817052,9411903,9513190.25,9817052,9817052,11705998,13322937.7106259
"431",8,105,8642049,8353436.5,8425589.625,8642049,8642049,10632809,12036337.7714466
"432",8,112,8387908,8096818.5,8169590.875,8387908,8387908,10344142,11750992.2804275
"433",8,119,8303419,8005850.5,8080242.625,8303419,8303419,10244929,11649693.4206363
"434",8,126,8272852,7971128,8046559,8272852,8272852,10209736,11617372.6433225
"435",8,133,8262458,7960020,8035629.5,8262458,8262458,10199615,11606293.0949102
"436",8,140,8260111.5,7957373.5,8033058,8260111.5,8260111.5,10197375,11603270.8045039
"437",8,147,8259698.5,7957007.5,8032680.25,8259698.5,8259698.5,10196942,11602780.6991092
"438",8,154,8259655,7956964.5,8032637.125,8259655,8259655,10196887,11602725.8245125
"439",8,161,8259651.5,7956960.5,8032633.25,8259651.5,8259651.5,10196883,11602721.1275808
"440",8,168,8259651.5,7956960,8032632.875,8259651.5,8259651.5,10196882,11602720.7677476
"441",8,175,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7299351
"442",8,182,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7249135
"443",8,189,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7238904
"444",8,196,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.723697
"445",8,203,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236681
"446",8,210,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236625
"447",8,217,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236609
"448",8,224,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236604
"449",8,231,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"450",8,238,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"451",8,245,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"452",8,252,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"453",8,259,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"454",8,266,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"455",8,273,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"456",8,280,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"457",8,287,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"458",8,294,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"459",8,301,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"460",8,308,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"461",8,315,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"462",8,322,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"463",8,329,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"464",8,336,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"465",8,343,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"466",8,350,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"467",8,357,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"468",8,364,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"469",9,7,41845048,41034924,41224252,41534650,41845048,41845048,45689487.7174158
"470",9,14,41842424,41032324,41221616,41532020,41842424,41842424,45686912.0952837
"471",9,21,41839284,41029144,41218376,41528830,41839284,41839284,45683710.4988777
"472",9,28,41831892,41022752,41211824,41521858,41831892,41831892,45677526.8070562
"473",9,35,41819092,41012604,41200464,41509778,41819092,41819092,45667378.1173427
"474",9,42,41804392,40995608,41181672,41493032,41804392,41804392,45652055.7939991
"475",9,49,41775764,40966516,41152212,41463988,41775764,41775764,45626354.2722085
"476",9,56,41715344,40904372,41100544,41407944,41715344,41715344,45573679.8582668
"477",9,63,41545668,40719992,40924604,41235136,41545668,41545668,45410866.574629
"478",9,70,40590504,39844740,39882556,40236530,40590504,40590504,44580361.0615063
"479",9,77,34769376,34137476,34241745,34661964,34769376,34769376,39354371.5209761
"480",9,84,21730834,21718948,21721919.5,21730834,21730834,23528170,26290185.2288118
"481",9,91,13303585,12779092,12910215.25,13303585,13303585,15209444,17071477.1202515
"482",9,98,9817052,9411903,9513190.25,9817052,9817052,11705998,13322937.7106259
"483",9,105,8642049,8353436.5,8425589.625,8642049,8642049,10632809,12036337.7714466
"484",9,112,8387908,8096818.5,8169590.875,8387908,8387908,10344142,11750992.2804275
"485",9,119,8303419,8005850.5,8080242.625,8303419,8303419,10244929,11649693.4206363
"486",9,126,8272852,7971128,8046559,8272852,8272852,10209736,11617372.6433225
"487",9,133,8262458,7960020,8035629.5,8262458,8262458,10199615,11606293.0949102
"488",9,140,8260111.5,7957373.5,8033058,8260111.5,8260111.5,10197375,11603270.8045039
"489",9,147,8259698.5,7957007.5,8032680.25,8259698.5,8259698.5,10196942,11602780.6991092
"490",9,154,8259655,7956964.5,8032637.125,8259655,8259655,10196887,11602725.8245125
"491",9,161,8259651.5,7956960.5,8032633.25,8259651.5,8259651.5,10196883,11602721.1275808
"492",9,168,8259651.5,7956960,8032632.875,8259651.5,8259651.5,10196882,11602720.7677476
"493",9,175,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7299351
"494",9,182,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7249135
"495",9,189,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7238904
"496",9,196,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.723697
"497",9,203,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236681
"498",9,210,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236625
"499",9,217,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236609
"500",9,224,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236604
"501",9,231,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"502",9,238,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"503",9,245,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"504",9,252,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"505",9,259,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"506",9,266,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"507",9,273,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"508",9,280,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"509",9,287,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"510",9,294,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"511",9,301,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"512",9,308,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"513",9,315,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"514",9,322,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"515",9,329,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"516",9,336,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"517",9,343,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"518",9,350,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"519",9,357,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
"520",9,364,8259651,7956960,8032632.75,8259651,8259651,10196882,11602720.7236603
