"","e.time","e.value","y.time","y.value","S.time","S.value","E.time","E.value","I.time","I.value","R.time","R.value","mu.time","mu.value","x.time","x.value","clock"
"1",0,0,0,0.0500822930816244,0,52196379,0,1,0,0,0,0,0,0,0,-0.100231873675625,17929
"2",1,0.899917206388588,1,0.0656926965405902,1,52196377.6942774,1,1.87530127426358,1,0.262414489170286,1,0.168006808004653,1,0,1,-0.0398272199123064,17929
"3",2,0.632738900668456,2,0.135908441074271,2,52196375.0081536,2,3.72642246529099,2,0.742152180696572,2,0.523271789228975,2,0,2,0.00114911716337357,17929
"4",3,0.131786923631658,3,0.340442250700666,3,52196369.4262125,3,7.61772793734616,3,1.68995761767562,3,1.26610193391846,3,0,3,0.00922306725914868,17929
"5",4,-0.54060867762323,4,0.651206978953302,4,52196358.20505,4,15.3925839062399,4,3.60176415222959,4,2.80060188519812,4,0,4,-0.0245771337881384,17929
"6",5,-1.19524264965536,5,1.10317375880599,5,52196337.2598571,5,29.548852618847,5,7.33490686775483,5,5.85638339380529,5,0,5,-0.0971135368656228,17929
"7",6,-1.32022831220011,6,1.9093391890622,6,52196301.243423,6,53.0100041322722,6,14.1576284220867,6,11.5889443856311,6,0,6,-0.173822718314012,17929
"8",7,0.841944202431997,7,4.46359717525656,7,52196237.4442025,7,94.5787864310898,7,26.1054033907441,7,21.8716076483436,7,0,7,-0.113405376860566,17929
"9",8,-0.786813076417418,8,6.90830043974267,8,52196121.8323495,8,170.051315619838,8,47.6185358862166,8,40.4977989581822,8,0,8,-0.15641337574132,17929
"10",9,0.500338086503287,9,11.8830388205784,9,52195914.8811091,9,305.323721527303,9,85.9226600688857,9,73.8725092613304,9,0,9,-0.117918929251405,17929
"11",10,0.945937977408748,10,24.4555457696097,10,52195513.8767326,10,574.548484227982,10,156.565121099221,10,135.00966208059,10,0,10,-0.0538126260509653,17929
"12",11,0.364376377010345,11,41.2449229709032,11,52194706.8410325,11,1127.08654000877,11,294.114250937733,11,251.958176492455,11,0,11,-0.0287096146340551,17929
"13",12,1.31471798334087,12,107.470574596791,12,52192989.7717042,12,2332.44678273732,12,573.185911689834,12,484.595601405147,12,0,12,0.0537960995825523,17929
"14",13,2.67148936036085,13,213.981169410753,13,52188669.9278134,13,5519.33272634283,13,1200.7687699763,13,989.970690245558,13,0,13,0.215977787068372,17929
"15",14,-0.833953627491565,14,736.403409077762,14,52177568.5117574,14,13794.2275262418,14,2793.18356252625,14,2224.07715387567,14,0,14,0.153997460090553,17929
"16",15,1.07795041874118,15,1696.35140572175,15,52150004.246589,15,34389.2069259493,15,6738.48552005011,15,5248.06096496189,15,0,15,0.212986151070072,17929
"17",16,-0.313861506645035,16,3405.39610708408,16,52079630.1517281,16,87075.5477238299,16,16792.4514313641,16,12881.8491166956,16,0,16,0.183236439572189,17929
"18",17,-0.194447542391262,17,9803.12536349645,17,51909597.2427472,17,213211.367962068,17,41727.8438645542,17,31843.5454262091,17,0,17,0.162304338620334,17929
"19",18,-1.42704381037525,18,19768.1903934413,18,51534011.5202288,18,485018.149219134,18,100406.288588656,18,76944.0419634161,18,0,18,0.0663537033701251,17929
"20",19,-0.0860380578658005,19,44444.049750549,19,50762178.3592919,19,1031274.45452417,19,226766.230101295,19,176160.95608261,19,0,19,0.0578098695631307,17929
"21",20,1.38879471024359,20,81906.5758757168,20,49082917.4001605,20,2229501.79125166,20,494849.206260852,20,389111.602327027,20,0,20,0.140665804653017,17929
"22",21,-0.0425928829891255,21,170710.42796328,21,45528391.9190908,21,4741213.98818989,21,1075520.81851446,21,851253.274204867,21,0,21,0.131177878898436,17929
"23",22,0.191766713572907,22,431598.171409439,22,39148519.0476043,22,9027073.9009205,22,2230864.68195849,22,1789922.36951673,22,0,22,0.136610431176218,17929
"24",23,1.17479612147593,23,610253.306317316,23,29681944.4022285,23,14808691.7655139,23,4222454.60766601,23,3483289.22459167,23,0,23,0.202421550680842,17929
"25",24,-1.31496591109067,24,685338.690013734,24,19908309.5175381,24,19200554.9958841,24,7014524.76845916,24,6072990.71811865,24,0,24,0.111428510785475,17929
"26",25,-0.509757762844227,25,877249.433683243,25,12872405.4730052,25,20048744.7480292,25,9972945.46488373,25,9302284.31408193,25,0,25,0.0745468980296636,17929
"27",26,-0.824671664344859,26,771848.782972664,26,8528556.3171875,26,18369649.0935253,26,12492724.6359166,26,12805449.9533706,26,0,26,0.0200368458195873,17929
"28",27,2.19492701573742,27,645416.83055977,27,5800779.68540458,27,15779153.7260754,27,14299321.3039514,27,16317125.2845686,27,0,27,0.15446564895642,17929
