"","time","t","S","E","I","R","x"
"291",291,291,16352049.8226293,1.2575456208946e-06,6.03046203970058e-06,35844331.1773633,-0.613196014029229
"292",292,292,16352049.822629,1.08498898397374e-06,5.1051639605044e-06,35844331.1773647,-0.596682014845841
"293",293,293,16352049.8226288,9.38487019386141e-07,4.32540784774747e-06,35844331.1773659,-0.580369248369006
"294",294,294,16352049.8226285,8.11812055702369e-07,3.66799710117753e-06,35844331.1773669,-0.582978594519183
"295",295,295,16352049.8226283,7.00791209459885e-07,3.11326688107204e-06,35844331.1773678,-0.58557926937782
"296",296,296,16352049.8226282,6.04034719961683e-07,2.6444034828094e-06,35844331.1773685,-0.585650018117399
"297",297,297,16352049.822628,5.19270442838352e-07,2.24724847979924e-06,35844331.1773691,-0.597704539988539
"298",298,298,16352049.8226279,4.44591488842787e-07,1.91061962502395e-06,35844331.1773696,-0.613103851228001
"299",299,299,16352049.8226278,3.79053887697937e-07,1.62479790034202e-06,35844331.1773701,-0.629647408542741
"300",300,300,16352049.8226278,3.22120196252476e-07,1.38190719129927e-06,35844331.1773705,-0.640884382555035
"301",301,301,16352049.8226277,2.72852351270498e-07,1.17505140942833e-06,35844331.1773708,-0.657462945109835
"302",302,302,16352049.8226276,2.30484729594047e-07,9.98938602541239e-07,35844331.1773711,-0.667947107533434
"303",303,303,16352049.8226276,1.94132015462212e-07,8.48913843476619e-07,35844331.1773713,-0.687051143880542
"304",304,304,16352049.8226275,1.62836833001061e-07,7.21061114728232e-07,35844331.1773715,-0.710958366214565
"305",305,305,16352049.8226275,1.35922359813607e-07,6.12060477381529e-07,35844331.1773717,-0.739975931036477
"306",306,306,16352049.8226275,1.12893896089066e-07,5.19111289509578e-07,35844331.1773718,-0.768873511672762
"307",307,307,16352049.8226274,9.34359183037348e-08,4.3980870339983e-07,35844331.1773719,-0.786178252545335
"308",308,308,16352049.8226274,7.72251701656408e-08,3.72274132737161e-07,35844331.177372,-0.798162286350523
"309",309,309,16352049.8226274,6.37644954930982e-08,3.14797530848835e-07,35844331.1773721,-0.810993905022017
"310",310,310,16352049.8226274,5.2620812742075e-08,2.65947270752916e-07,35844331.1773721,-0.819593641090034
"311",311,311,16352049.8226274,4.3483598871306e-08,2.24470044449928e-07,35844331.1773722,-0.812861785006294
"312",312,312,16352049.8226274,3.60330264334529e-08,1.89319006259015e-07,35844331.1773722,-0.806336643112401
"313",313,313,16352049.8226274,2.99420874651066e-08,1.59578151258555e-07,35844331.1773723,-0.798054491744729
"314",314,314,16352049.8226274,2.4949179460575e-08,1.34444862646379e-07,35844331.1773723,-0.789203289695198
"315",315,315,16352049.8226274,2.08575335422961e-08,1.13231758836412e-07,35844331.1773723,-0.775066039589925
"316",316,316,16352049.8226274,1.75054816804812e-08,9.53379831721767e-08,35844331.1773723,-0.756442714390583
"317",317,317,16352049.8226274,1.47446711035019e-08,8.02741443088192e-08,35844331.1773724,-0.745472276655849
"318",318,318,16352049.8226274,1.24464588308443e-08,6.75947328892576e-08,35844331.1773724,-0.736274204496604
"319",319,319,16352049.8226274,1.05184385166413e-08,5.69289081992152e-08,35844331.1773724,-0.734163787604771
"320",320,320,16352049.8226274,8.89250399048696e-09,4.79526107545258e-08,35844331.1773724,-0.730558718345973
"321",321,321,16352049.8226274,7.51706493285339e-09,4.03947151237467e-08,35844331.1773724,-0.731997714082769
"322",322,322,16352049.8226274,6.3421784257383e-09,3.40335378014818e-08,35844331.1773724,-0.745717732981422
"323",323,323,16352049.8226274,5.33678734112192e-09,2.86734239405861e-08,35844331.1773724,-0.755120334777412
"324",324,324,16352049.8226274,4.48084648743753e-09,2.41544683123869e-08,35844331.1773724,-0.766580504075015
"325",325,325,16352049.8226274,3.75019372913046e-09,2.03435079533698e-08,35844331.1773724,-0.786485530681108
"326",326,326,16352049.8226274,3.12754086893985e-09,1.71287862091487e-08,35844331.1773724,-0.804502881530795
"327",327,327,16352049.8226274,2.59927950089333e-09,1.44165774814341e-08,35844331.1773724,-0.826363013704885
"328",328,328,16352049.8226274,2.15360935107416e-09,1.21275297956101e-08,35844331.1773724,-0.84322922193374
"329",329,329,16352049.8226274,1.780243341489e-09,1.01951464060233e-08,35844331.1773724,-0.85883198686264
"330",330,330,16352049.8226274,1.46949744052562e-09,8.56616095804873e-09,35844331.1773724,-0.870458981737329
"331",331,331,16352049.8226274,1.21239652798419e-09,7.19334694200638e-09,35844331.1773724,-0.877173814750681
"332",332,332,16352049.8226274,1.00121629750413e-09,6.03691904015255e-09,35844331.1773724,-0.873933330841777
"333",333,333,16352049.8226274,8.29057507516429e-10,5.06456077299521e-09,35844331.1773724,-0.863986202886397
"334",334,334,16352049.8226274,6.88367114693965e-10,4.24762936057389e-09,35844331.1773724,-0.858034741299079
"335",335,335,16352049.8226274,5.72139103888213e-10,3.56037625087662e-09,35844331.1773724,-0.858035310101028
"336",336,336,16352049.8226274,4.75967332182368e-10,2.98420556298421e-09,35844331.1773724,-0.858036772617628
"337",337,337,16352049.8226274,3.96153262675103e-10,2.50062575307624e-09,35844331.1773724,-0.858703601278148
"338",338,338,16352049.8226274,3.29398226827659e-10,2.09474714137723e-09,35844331.1773724,-0.871395841800572
"339",339,339,16352049.8226274,2.73296723319926e-10,1.75427314604383e-09,35844331.1773724,-0.885401819197531
"340",340,340,16352049.8226274,2.26232994586371e-10,1.46866682516566e-09,35844331.1773724,-0.900971584894507
"341",341,341,16352049.8226274,1.86832577587999e-10,1.22907589207244e-09,35844331.1773724,-0.917448835152191
"342",342,342,16352049.8226274,1.54021214228432e-10,1.02820031399785e-09,35844331.1773724,-0.92991966944702
"343",343,343,16352049.8226274,1.26777157106739e-10,8.59749854086468e-10,35844331.1773724,-0.944337917191939
"344",344,344,16352049.8226274,1.04122805642948e-10,7.18514484431871e-10,35844331.1773724,-0.964249394390189
"345",345,345,16352049.8226274,8.53302097197093e-11,6.00223018036451e-10,35844331.1773724,-0.982161574660048
"346",346,346,16352049.8226274,6.9811061380948e-11,5.011203905626e-10,35844331.1773724,-0.997456944015582
"347",347,347,16352049.8226274,5.70947921386403e-11,4.18195430495982e-10,35844331.1773724,-1.0043388957643
"348",348,348,16352049.8226274,4.66921248841868e-11,3.48731452956792e-10,35844331.1773724,-1.01213323185482
"349",349,349,16352049.8226274,3.81528283167292e-11,2.90649790311746e-10,35844331.1773724,-1.02920276957987
"350",350,350,16352049.8226274,3.11307982240762e-11,2.42111312606399e-10,35844331.1773724,-1.0440676775216
"351",351,351,16352049.8226274,2.5357139580401e-11,2.01577436330124e-10,35844331.1773724,-1.06597419546531
"352",352,352,16352049.8226274,2.06279972536743e-11,1.67734583323824e-10,35844331.1773724,-1.07714101098345
"353",353,353,16352049.8226274,1.67772975621495e-11,1.39510580179109e-10,35844331.1773724,-1.08963651831473
"354",354,354,16352049.8226274,1.36258916643788e-11,1.15956943847162e-10,35844331.1773724,-1.11072260001129
"355",355,355,16352049.8226274,1.10475292115644e-11,9.6325718933187e-11,35844331.1773724,-1.12934502196899
"356",356,356,16352049.8226274,8.94862698946034e-12,7.99731569608279e-11,35844331.1773724,-1.14357051662907
"357",357,357,16352049.8226274,7.2450463562362e-12,6.63671447839516e-11,35844331.1773724,-1.15911180824945
"358",358,358,16352049.8226274,5.86513887674991e-12,5.5045956792498e-11,35844331.1773724,-1.16820190297787
"359",359,359,16352049.8226274,4.74680067186158e-12,4.56287513080901e-11,35844331.1773724,-1.18388626817493
"360",360,360,16352049.8226274,3.83751626525568e-12,3.78033299828346e-11,35844331.1773724,-1.20335656882135
"361",361,361,16352049.8226274,3.09673674892616e-12,3.13040106524972e-11,35844331.1773724,-1.22838250918198
"362",362,362,16352049.8226274,2.49465449603216e-12,2.59092450209225e-11,35844331.1773724,-1.24912004729364
"363",363,363,16352049.8226274,2.00627912930107e-12,2.1432048480287e-11,35844331.1773724,-1.2741774562405
"364",364,364,16352049.8226274,1.61002126463162e-12,1.7718855097112e-11,35844331.1773724,-1.3028532647883
"365",365,365,16352049.8226274,1.28964768969386e-12,1.46411580229374e-11,35844331.1773724,-1.32707961163822
