"","time","value","q025","q25","q50","q75","q975","Alpha"
"419",419,-0.54980343580246,-0.54980343580246,-0.54980343580246,-0.54980343580246,-0.54980343580246,-0.54980343580246,-0.186584269
"420",420,-0.790430963039398,-0.790430963039398,-0.790430963039398,-0.790430963039398,-0.790430963039398,-0.790430963039398,-0.402872881
"421",421,-0.632961273193359,-0.632961273193359,-0.632961273193359,-0.632961273193359,-0.632961273193359,-0.632961273193359,-0.533268078
"422",422,-0.645941734313965,-0.645941734313965,-0.645941734313965,-0.645941734313965,-0.645941734313965,-0.645941734313965,-0.466058779
"423",423,-0.679896235466003,-0.679896235466003,-0.679896235466003,-0.679896235466003,-0.679896235466003,-0.679896235466003,-0.637068486
"424",424,-0.812787413597107,-0.812787413597107,-0.812787413597107,-0.812787413597107,-0.812787413597107,-0.812787413597107,-0.376889273
"425",425,-0.886745035648346,-0.886745035648346,-0.886745035648346,-0.886745035648346,-0.886745035648346,-0.886745035648346,-0.34293683
"426",426,-0.861590564250946,-0.861590564250946,-0.861590564250946,-0.861590564250946,-0.861590564250946,-0.861590564250946,-0.397352532
"427",427,-0.893086731433868,-0.893086731433868,-0.893086731433868,-0.893086731433868,-0.893086731433868,-0.893086731433868,-0.55039857
"428",428,-0.716161549091339,-0.716161549091339,-0.716161549091339,-0.716161549091339,-0.716161549091339,-0.716161549091339,-0.703288288
"429",429,-0.753761768341064,-0.753761768341064,-0.753761768341064,-0.753761768341064,-0.753761768341064,-0.753761768341064,-0.814252029
"430",430,-0.620148837566376,-0.620148837566376,-0.620148837566376,-0.620148837566376,-0.620148837566376,-0.620148837566376,-0.751707687
"431",431,-0.808155179023743,-0.808155179023743,-0.808155179023743,-0.808155179023743,-0.808155179023743,-0.808155179023743,-0.882275784
"432",432,-0.853544592857361,-0.853544592857361,-0.853544592857361,-0.853544592857361,-0.853544592857361,-0.853544592857361,-0.869213062
"433",433,-0.759250164031982,-0.759250164031982,-0.759250164031982,-0.759250164031982,-0.759250164031982,-0.759250164031982,-0.946088801
"434",434,-0.985014259815216,-0.985014259815216,-0.985014259815216,-0.985014259815216,-0.985014259815216,-0.985014259815216,-0.98737013
"435",435,-1.14383101463318,-1.14383101463318,-1.14383101463318,-1.14383101463318,-1.14383101463318,-1.14383101463318,-1.240560943
"436",436,-1.31239652633667,-1.31239652633667,-1.31239652633667,-1.31239652633667,-1.31239652633667,-1.31239652633667,-1.105281967
"437",437,-1.17053425312042,-1.17053425312042,-1.17053425312042,-1.17053425312042,-1.17053425312042,-1.17053425312042,-1.234719352
"438",438,-1.03606259822845,-1.03606259822845,-1.03606259822845,-1.03606259822845,-1.03606259822845,-1.03606259822845,-1.154690405
"439",439,-1.04166257381439,-1.04166257381439,-1.04166257381439,-1.04166257381439,-1.04166257381439,-1.04166257381439,-1.268868075
"440",440,-1.15120613574982,-1.15120613574982,-1.15120613574982,-1.15120613574982,-1.15120613574982,-1.15120613574982,-1.290219529
"441",441,-1.02518010139465,-1.02518010139465,-1.02518010139465,-1.02518010139465,-1.02518010139465,-1.02518010139465,-1.638555248
"442",442,-1.02431440353394,-1.02431440353394,-1.02431440353394,-1.02431440353394,-1.02431440353394,-1.02431440353394,-1.546616229
"443",443,-1.22937440872192,-1.22937440872192,-1.22937440872192,-1.22937440872192,-1.22937440872192,-1.22937440872192,-1.235185384
"444",444,-1.32452929019928,-1.32452929019928,-1.32452929019928,-1.32452929019928,-1.32452929019928,-1.32452929019928,-1.229462262
"445",445,-1.23008394241333,-1.23008394241333,-1.23008394241333,-1.23008394241333,-1.23008394241333,-1.23008394241333,-1.261338913
"446",446,-1.4456799030304,-1.4456799030304,-1.4456799030304,-1.4456799030304,-1.4456799030304,-1.4456799030304,-1.116920002
"447",447,-1.28603208065033,-1.28603208065033,-1.28603208065033,-1.28603208065033,-1.28603208065033,-1.28603208065033,-1.256789723
"448",448,-1.38023853302002,-1.38023853302002,-1.38023853302002,-1.38023853302002,-1.38023853302002,-1.38023853302002,-1.279997008
"449",449,-1.32143485546112,-1.32143485546112,-1.32143485546112,-1.32143485546112,-1.32143485546112,-1.32143485546112,-1.42409061
"450",450,-1.35213553905487,-1.35213553905487,-1.35213553905487,-1.35213553905487,-1.35213553905487,-1.35213553905487,-1.389428998
"451",451,-0.981432557106018,-0.981432557106018,-0.981432557106018,-0.981432557106018,-0.981432557106018,-0.981432557106018,-1.313442617
"452",452,-0.938694298267365,-0.938694298267365,-0.938694298267365,-0.938694298267365,-0.938694298267365,-0.938694298267365,-1.251414049
"453",453,-0.896666169166565,-0.896666169166565,-0.896666169166565,-0.896666169166565,-0.896666169166565,-0.896666169166565,-1.154091466
"454",454,-0.896600246429443,-0.896600246429443,-0.896600246429443,-0.896600246429443,-0.896600246429443,-0.896600246429443,-1.143279507
"455",455,-0.726772248744965,-0.726772248744965,-0.726772248744965,-0.726772248744965,-0.726772248744965,-0.726772248744965,-0.956417251
"456",456,-0.617024719715118,-0.617024719715118,-0.617024719715118,-0.617024719715118,-0.617024719715118,-0.617024719715118,-0.827081365
"457",457,-0.271761476993561,-0.271761476993561,-0.271761476993561,-0.271761476993561,-0.271761476993561,-0.271761476993561,-0.638636873
"458",458,-0.176564276218414,-0.176564276218414,-0.176564276218414,-0.176564276218414,-0.176564276218414,-0.176564276218414,-0.599631016
"459",459,-0.27964985370636,-0.27964985370636,-0.27964985370636,-0.27964985370636,-0.27964985370636,-0.27964985370636,-0.83914476
"460",460,-0.20418356359005,-0.20418356359005,-0.20418356359005,-0.20418356359005,-0.20418356359005,-0.20418356359005,-0.783934242
"461",461,-0.308217912912369,-0.308217912912369,-0.308217912912369,-0.308217912912369,-0.308217912912369,-0.308217912912369,-0.70890173
"462",462,-0.297795206308365,-0.297795206308365,-0.297795206308365,-0.297795206308365,-0.297795206308365,-0.297795206308365,-0.733172044
"463",463,-0.366873681545258,-0.366873681545258,-0.366873681545258,-0.366873681545258,-0.366873681545258,-0.366873681545258,-0.592139887
"464",464,-0.438927471637726,-0.438927471637726,-0.438927471637726,-0.438927471637726,-0.438927471637726,-0.438927471637726,-0.37300682
"465",465,-0.172976449131966,-0.172976449131966,-0.172976449131966,-0.172976449131966,-0.172976449131966,-0.172976449131966,-0.348559779
"466",466,-0.0701925456523895,-0.0701925456523895,-0.0701925456523895,-0.0701925456523895,-0.0701925456523895,-0.0701925456523895,-0.232762135
"467",467,-0.045160174369812,-0.045160174369812,-0.045160174369812,-0.045160174369812,-0.045160174369812,-0.045160174369812,-0.212754762
"468",468,-0.0631139576435089,-0.0631139576435089,-0.0631139576435089,-0.0631139576435089,-0.0631139576435089,-0.0631139576435089,-0.096400622
"469",469,-0.236247926950455,-0.236247926950455,-0.236247926950455,-0.236247926950455,-0.236247926950455,-0.236247926950455,-0.284670725
"470",470,-0.271003812551498,-0.271003812551498,-0.271003812551498,-0.271003812551498,-0.271003812551498,-0.271003812551498,-0.271575374
"471",471,-0.265955835580826,-0.265955835580826,-0.265955835580826,-0.265955835580826,-0.265955835580826,-0.265955835580826,-0.282878534
"472",472,-0.0129733569920063,-0.0129733569920063,-0.0129733569920063,-0.0129733569920063,-0.0129733569920063,-0.0129733569920063,-0.206539297
"473",473,0.15164789557457,0.15164789557457,0.15164789557457,0.15164789557457,0.15164789557457,0.15164789557457,0.030707949
"474",474,0.11875057965517,0.11875057965517,0.11875057965517,0.11875057965517,0.11875057965517,0.11875057965517,0.210947274
"475",475,0.0252471398562193,0.0252471398562193,0.0252471398562193,0.0252471398562193,0.0252471398562193,0.0252471398562193,0.203857588
"476",476,-0.113670095801353,-0.113670095801353,-0.113670095801353,-0.113670095801353,-0.113670095801353,-0.113670095801353,0.119497295
"477",477,-0.0835883840918541,-0.0835883840918541,-0.0835883840918541,-0.0835883840918541,-0.0835883840918541,-0.0835883840918541,-0.013762602
"478",478,-0.184265807271004,-0.184265807271004,-0.184265807271004,-0.184265807271004,-0.184265807271004,-0.184265807271004,-0.28264915
"479",479,-0.0917218998074532,-0.0917218998074532,-0.0917218998074532,-0.0917218998074532,-0.0917218998074532,-0.0917218998074532,-0.431918036
"480",480,0.0337677486240864,0.0337677486240864,0.0337677486240864,0.0337677486240864,0.0337677486240864,0.0337677486240864,-0.419761773
"481",481,0.269101828336716,0.269101828336716,0.269101828336716,0.269101828336716,0.269101828336716,0.269101828336716,-0.625007063
"482",482,0.426603525876999,0.426603525876999,0.426603525876999,0.426603525876999,0.426603525876999,0.426603525876999,-0.487934037
"483",483,0.507761240005493,0.507761240005493,0.507761240005493,0.507761240005493,0.507761240005493,0.507761240005493,-0.623184327
"484",484,0.363587290048599,0.363587290048599,0.363587290048599,0.363587290048599,0.363587290048599,0.363587290048599,-0.671419746
"485",485,0.27135357260704,0.27135357260704,0.27135357260704,0.27135357260704,0.27135357260704,0.27135357260704,-0.312880625
"486",486,0.148225367069244,0.148225367069244,0.148225367069244,0.148225367069244,0.148225367069244,0.148225367069244,-0.043120153
"487",487,-0.0616054683923721,-0.0616054683923721,-0.0616054683923721,-0.0616054683923721,-0.0616054683923721,-0.0616054683923721,0.027421329
"488",488,-0.119629897177219,-0.119629897177219,-0.119629897177219,-0.119629897177219,-0.119629897177219,-0.119629897177219,0.197686323
"489",489,-0.192513898015022,-0.192513898015022,-0.192513898015022,-0.192513898015022,-0.192513898015022,-0.192513898015022,0.237536909
"490",490,-0.0699903219938278,-0.0699903219938278,-0.0699903219938278,-0.0699903219938278,-0.0699903219938278,-0.0699903219938278,0.097218074
"491",491,0.102026052772999,0.102026052772999,0.102026052772999,0.102026052772999,0.102026052772999,0.102026052772999,0.070161282
"492",492,0.194161400198936,0.194161400198936,0.194161400198936,0.194161400198936,0.194161400198936,0.194161400198936,0.050865064
"493",493,0.27500331401825,0.27500331401825,0.27500331401825,0.27500331401825,0.27500331401825,0.27500331401825,0.295378478
"494",494,0.39350888133049,0.39350888133049,0.39350888133049,0.39350888133049,0.39350888133049,0.39350888133049,0.440302742
"495",495,0.698673069477081,0.698673069477081,0.698673069477081,0.698673069477081,0.698673069477081,0.698673069477081,0.30494565
"496",496,0.564761221408844,0.564761221408844,0.564761221408844,0.564761221408844,0.564761221408844,0.564761221408844,0.321328992
"497",497,0.281496375799179,0.281496375799179,0.281496375799179,0.281496375799179,0.281496375799179,0.281496375799179,0.185099286
"498",498,0.0882489830255508,0.0882489830255508,0.0882489830255508,0.0882489830255508,0.0882489830255508,0.0882489830255508,0.090427817
"499",499,0.202088221907616,0.202088221907616,0.202088221907616,0.202088221907616,0.202088221907616,0.202088221907616,0.294736581
"500",500,0.144304499030113,0.144304499030113,0.144304499030113,0.144304499030113,0.144304499030113,0.144304499030113,0.309591094
"501",501,0.0507702827453613,0.0507702827453613,0.0507702827453613,0.0507702827453613,0.0507702827453613,0.0507702827453613,0.225004961
"502",502,-0.167379349470139,-0.167379349470139,-0.167379349470139,-0.167379349470139,-0.167379349470139,-0.167379349470139,0.093808603
"503",503,-0.106278367340565,-0.106278367340565,-0.106278367340565,-0.106278367340565,-0.106278367340565,-0.106278367340565,0.054892356
"504",504,-0.0640051290392876,-0.0640051290392876,-0.0640051290392876,-0.0640051290392876,-0.0640051290392876,-0.0640051290392876,0.025281762
"505",505,-0.120422191917896,-0.120422191917896,-0.120422191917896,-0.120422191917896,-0.120422191917896,-0.120422191917896,0.156563502
"506",506,-0.158492922782898,-0.158492922782898,-0.158492922782898,-0.158492922782898,-0.158492922782898,-0.158492922782898,-0.039740152
"507",507,-0.339428395032883,-0.339428395032883,-0.339428395032883,-0.339428395032883,-0.339428395032883,-0.339428395032883,-0.104718264
"508",508,-0.507756233215332,-0.507756233215332,-0.507756233215332,-0.507756233215332,-0.507756233215332,-0.507756233215332,-0.23647234
"509",509,-0.598356127738953,-0.598356127738953,-0.598356127738953,-0.598356127738953,-0.598356127738953,-0.598356127738953,-0.358307898
"510",510,-0.46760281920433,-0.46760281920433,-0.46760281920433,-0.46760281920433,-0.46760281920433,-0.46760281920433,-0.328092021
"511",511,-0.476974666118622,-0.476974666118622,-0.476974666118622,-0.476974666118622,-0.476974666118622,-0.476974666118622,-0.317819081
"512",512,-0.731182992458344,-0.731182992458344,-0.731182992458344,-0.731182992458344,-0.731182992458344,-0.731182992458344,-0.086319514
"513",513,-0.475368678569794,-0.475368678569794,-0.475368678569794,-0.475368678569794,-0.475368678569794,-0.475368678569794,-0.147002748
"514",514,-0.115513525903225,-0.115513525903225,-0.115513525903225,-0.115513525903225,-0.115513525903225,-0.115513525903225,0.072847947
"515",515,-0.0514465421438217,-0.0514465421438217,-0.0514465421438217,-0.0514465421438217,-0.0514465421438217,-0.0514465421438217,0.252029486
"516",516,0.0132835861295462,0.0132835861295462,0.0132835861295462,0.0132835861295462,0.0132835861295462,0.0132835861295462,0.304288488
"517",517,0.12252900749445,0.12252900749445,0.12252900749445,0.12252900749445,0.12252900749445,0.12252900749445,0.432304184
"518",518,-0.0790842175483704,-0.0790842175483704,-0.0790842175483704,-0.0790842175483704,-0.0790842175483704,-0.0790842175483704,0.542573421
"519",519,-0.350905984640121,-0.350905984640121,-0.350905984640121,-0.350905984640121,-0.350905984640121,-0.350905984640121,0.543689645
"520",520,-0.234948590397835,-0.234948590397835,-0.234948590397835,-0.234948590397835,-0.234948590397835,-0.234948590397835,0.327990358
"521",521,-0.151012688875198,-0.151012688875198,-0.151012688875198,-0.151012688875198,-0.151012688875198,-0.151012688875198,0.312311688
"522",522,0.0031606201082468,0.0031606201082468,0.0031606201082468,0.0031606201082468,0.0031606201082468,0.0031606201082468,0.116604039
"523",523,0.0951706320047379,0.0951706320047379,0.0951706320047379,0.0951706320047379,0.0951706320047379,0.0951706320047379,0.266711148
"524",524,0.251899898052216,0.251899898052216,0.251899898052216,0.251899898052216,0.251899898052216,0.251899898052216,0.469824018
"525",525,0.347968459129333,0.347968459129333,0.347968459129333,0.347968459129333,0.347968459129333,0.347968459129333,0.567282465
"526",526,0.399898886680603,0.399898886680603,0.399898886680603,0.399898886680603,0.399898886680603,0.399898886680603,0.419235227
"527",527,0.328352928161621,0.328352928161621,0.328352928161621,0.328352928161621,0.328352928161621,0.328352928161621,0.368782349
"528",528,0.194972887635231,0.194972887635231,0.194972887635231,0.194972887635231,0.194972887635231,0.194972887635231,0.455938727
"529",529,-0.0285624153912067,-0.0285624153912067,-0.0285624153912067,-0.0285624153912067,-0.0285624153912067,-0.0285624153912067,0.3965552
"530",530,-0.00453751068562269,-0.00453751068562269,-0.00453751068562269,-0.00453751068562269,-0.00453751068562269,-0.00453751068562269,0.360404177
"531",531,0.0185840260237455,0.0185840260237455,0.0185840260237455,0.0185840260237455,0.0185840260237455,0.0185840260237455,0.258046359
"532",532,0.134113386273384,0.134113386273384,0.134113386273384,0.134113386273384,0.134113386273384,0.134113386273384,0.252899333
"533",533,0.145503282546997,0.145503282546997,0.145503282546997,0.145503282546997,0.145503282546997,0.145503282546997,0.028037383
"534",534,0.0741893798112869,0.0741893798112869,0.0741893798112869,0.0741893798112869,0.0741893798112869,0.0741893798112869,0.094085088
"535",535,0.0279625989496708,0.0279625989496708,0.0279625989496708,0.0279625989496708,0.0279625989496708,0.0279625989496708,-0.138560518
"536",536,-0.0915441960096359,-0.0915441960096359,-0.0915441960096359,-0.0915441960096359,-0.0915441960096359,-0.0915441960096359,-0.336404121
"537",537,-0.258039802312851,-0.258039802312851,-0.258039802312851,-0.258039802312851,-0.258039802312851,-0.258039802312851,-0.31820125
"538",538,-0.10781741887331,-0.10781741887331,-0.10781741887331,-0.10781741887331,-0.10781741887331,-0.10781741887331,-0.073435776
"539",539,-0.180813774466515,-0.180813774466515,-0.180813774466515,-0.180813774466515,-0.180813774466515,-0.180813774466515,-0.011050218
"540",540,-0.0732838809490204,-0.0732838809490204,-0.0732838809490204,-0.0732838809490204,-0.0732838809490204,-0.0732838809490204,0.172581512
"541",541,0.0256401468068361,0.0256401468068361,0.0256401468068361,0.0256401468068361,0.0256401468068361,0.0256401468068361,0.144766933
"542",542,-0.104422770440578,-0.104422770440578,-0.104422770440578,-0.104422770440578,-0.104422770440578,-0.104422770440578,0.266385695
"543",543,-0.125327214598656,-0.125327214598656,-0.125327214598656,-0.125327214598656,-0.125327214598656,-0.125327214598656,-0.00195664
"544",544,-0.359537154436111,-0.359537154436111,-0.359537154436111,-0.359537154436111,-0.359537154436111,-0.359537154436111,-0.091844475
"545",545,-0.297564744949341,-0.297564744949341,-0.297564744949341,-0.297564744949341,-0.297564744949341,-0.297564744949341,-0.160537191
"546",546,-0.00356711726635695,-0.00356711726635695,-0.00356711726635695,-0.00356711726635695,-0.00356711726635695,-0.00356711726635695,-0.240075363
"547",547,-0.0312751568853855,-0.0312751568853855,-0.0312751568853855,-0.0312751568853855,-0.0312751568853855,-0.0312751568853855,-0.476949309
"548",548,-0.119846493005753,-0.119846493005753,-0.119846493005753,-0.119846493005753,-0.119846493005753,-0.119846493005753,-0.38148334
"549",549,0.102384321391582,0.102384321391582,0.102384321391582,0.102384321391582,0.102384321391582,0.102384321391582,-0.418059827
"550",550,0.175690665841103,0.175690665841103,0.175690665841103,0.175690665841103,0.175690665841103,0.175690665841103,-0.790657343
"551",551,0.0861348360776901,0.0861348360776901,0.0861348360776901,0.0861348360776901,0.0861348360776901,0.0861348360776901,-0.753016565
"552",552,-0.00574490521103144,-0.00574490521103144,-0.00574490521103144,-0.00574490521103144,-0.00574490521103144,-0.00574490521103144,-0.708690071
"553",553,-0.189180955290794,-0.189180955290794,-0.189180955290794,-0.189180955290794,-0.189180955290794,-0.189180955290794,-0.87815542
"554",554,-0.0910275727510452,-0.0910275727510452,-0.0910275727510452,-0.0910275727510452,-0.0910275727510452,-0.0910275727510452,-0.750603282
"555",555,0.22731839120388,0.22731839120388,0.22731839120388,0.22731839120388,0.22731839120388,0.22731839120388,-0.674908544
"556",556,0.168506011366844,0.168506011366844,0.168506011366844,0.168506011366844,0.168506011366844,0.168506011366844,-0.73808471
"557",557,-0.0755177438259125,-0.0755177438259125,-0.0755177438259125,-0.0755177438259125,-0.0755177438259125,-0.0755177438259125,-0.542975935
"558",558,-0.315822571516037,-0.315822571516037,-0.315822571516037,-0.315822571516037,-0.315822571516037,-0.315822571516037,-0.546885972
"559",559,-0.00700514251366258,-0.00700514251366258,-0.00700514251366258,-0.00700514251366258,-0.00700514251366258,-0.00700514251366258,-0.678205262
"560",560,-0.0139239151030779,-0.0139239151030779,-0.0139239151030779,-0.0139239151030779,-0.0139239151030779,-0.0139239151030779,-0.394438881
"561",561,0.0235165599733591,0.0235165599733591,0.0235165599733591,0.0235165599733591,0.0235165599733591,0.0235165599733591,-0.222732181
"562",562,0.22566981613636,0.22566981613636,0.22566981613636,0.22566981613636,0.22566981613636,0.22566981613636,-0.151581807
"563",563,0.296681135892868,0.296681135892868,0.296681135892868,0.296681135892868,0.296681135892868,0.296681135892868,0.045846811
"564",564,0.531950116157532,0.531950116157532,0.531950116157532,0.531950116157532,0.531950116157532,0.531950116157532,0.097697564
"565",565,0.581924200057983,0.581924200057983,0.581924200057983,0.581924200057983,0.581924200057983,0.581924200057983,0.354835946
"566",566,0.448299676179886,0.448299676179886,0.448299676179886,0.448299676179886,0.448299676179886,0.448299676179886,0.480412405
"567",567,0.508886694908142,0.508886694908142,0.508886694908142,0.508886694908142,0.508886694908142,0.508886694908142,0.342235177
"568",568,0.529298901557922,0.529298901557922,0.529298901557922,0.529298901557922,0.529298901557922,0.529298901557922,0.269254369
"569",569,0.499830037355423,0.499830037355423,0.499830037355423,0.499830037355423,0.499830037355423,0.499830037355423,0.259699834
"570",570,0.658948481082916,0.658948481082916,0.658948481082916,0.658948481082916,0.658948481082916,0.658948481082916,0.321762564
"571",571,0.873313307762146,0.873313307762146,0.873313307762146,0.873313307762146,0.873313307762146,0.873313307762146,0.362826768
"572",572,0.910601437091827,0.910601437091827,0.910601437091827,0.910601437091827,0.910601437091827,0.910601437091827,0.539686191
"573",573,0.746007561683655,0.746007561683655,0.746007561683655,0.746007561683655,0.746007561683655,0.746007561683655,0.571028835
"574",574,0.62725955247879,0.62725955247879,0.62725955247879,0.62725955247879,0.62725955247879,0.62725955247879,0.394637296
"575",575,0.656073153018951,0.656073153018951,0.656073153018951,0.656073153018951,0.656073153018951,0.656073153018951,0.254802023
"576",576,0.765745639801025,0.765745639801025,0.765745639801025,0.765745639801025,0.765745639801025,0.765745639801025,0.320246595
"577",577,0.678232669830322,0.678232669830322,0.678232669830322,0.678232669830322,0.678232669830322,0.678232669830322,0.07797992
"578",578,0.623063981533051,0.623063981533051,0.623063981533051,0.623063981533051,0.623063981533051,0.623063981533051,0.10275493
"579",579,0.726536214351654,0.726536214351654,0.726536214351654,0.726536214351654,0.726536214351654,0.726536214351654,-0.110356106
"580",580,0.986865341663361,0.986865341663361,0.986865341663361,0.986865341663361,0.986865341663361,0.986865341663361,-0.275434902
"581",581,1.15939080715179,1.15939080715179,1.15939080715179,1.15939080715179,1.15939080715179,1.15939080715179,-0.064474607
"582",582,1.05916595458984,1.05916595458984,1.05916595458984,1.05916595458984,1.05916595458984,1.05916595458984,-0.190324341
"583",583,1.12346792221069,1.12346792221069,1.12346792221069,1.12346792221069,1.12346792221069,1.12346792221069,-0.13954135
"584",584,0.933911383152008,0.933911383152008,0.933911383152008,0.933911383152008,0.933911383152008,0.933911383152008,-0.124202714
"585",585,0.898133337497711,0.898133337497711,0.898133337497711,0.898133337497711,0.898133337497711,0.898133337497711,-0.061022154
"586",586,1.00645101070404,1.00645101070404,1.00645101070404,1.00645101070404,1.00645101070404,1.00645101070404,0.039270172
"587",587,1.22824084758759,1.22824084758759,1.22824084758759,1.22824084758759,1.22824084758759,1.22824084758759,0.107339249
"588",588,0.905902683734894,0.905902683734894,0.905902683734894,0.905902683734894,0.905902683734894,0.905902683734894,0.038649683
"589",589,0.886135518550873,0.886135518550873,0.886135518550873,0.886135518550873,0.886135518550873,0.886135518550873,0.12051465
"590",590,0.943513751029968,0.943513751029968,0.943513751029968,0.943513751029968,0.943513751029968,0.943513751029968,0.081420993
"591",591,1.08067059516907,1.08067059516907,1.08067059516907,1.08067059516907,1.08067059516907,1.08067059516907,0.096606493
"592",592,0.975260496139526,0.975260496139526,0.975260496139526,0.975260496139526,0.975260496139526,0.975260496139526,0.126373638
"593",593,0.927749991416931,0.927749991416931,0.927749991416931,0.927749991416931,0.927749991416931,0.927749991416931,0.050869983
"594",594,0.805269718170166,0.805269718170166,0.805269718170166,0.805269718170166,0.805269718170166,0.805269718170166,0.242527501
"595",595,0.828464806079865,0.828464806079865,0.828464806079865,0.828464806079865,0.828464806079865,0.828464806079865,0.113057433
"596",596,0.842241764068604,0.842241764068604,0.842241764068604,0.842241764068604,0.842241764068604,0.842241764068604,0.074734831
"597",597,0.777385950088501,0.777385950088501,0.777385950088501,0.777385950088501,0.777385950088501,0.777385950088501,0.178926996
"598",598,0.862765729427338,0.862765729427338,0.862765729427338,0.862765729427338,0.862765729427338,0.862765729427338,0.101457278
"599",599,0.828831195831299,0.828831195831299,0.828831195831299,0.828831195831299,0.828831195831299,0.828831195831299,-0.009264697
"600",600,0.795044958591461,0.795044958591461,0.795044958591461,0.795044958591461,0.795044958591461,0.795044958591461,0.189206471
"601",601,0.652505099773407,0.652505099773407,0.652505099773407,0.652505099773407,0.652505099773407,0.652505099773407,0.033061645
"602",602,0.76154226064682,0.76154226064682,0.76154226064682,0.76154226064682,0.76154226064682,0.76154226064682,0.212571104
"603",603,0.714239716529846,0.714239716529846,0.714239716529846,0.714239716529846,0.714239716529846,0.714239716529846,0.311810971
"604",604,0.601155161857605,0.601155161857605,0.601155161857605,0.601155161857605,0.601155161857605,0.601155161857605,0.535554043
"605",605,0.371198058128357,0.371198058128357,0.371198058128357,0.371198058128357,0.371198058128357,0.371198058128357,0.32771883
"606",606,0.221180409193039,0.221180409193039,0.221180409193039,0.221180409193039,0.221180409193039,0.221180409193039,0.435797791
"607",607,0.375146090984344,0.375146090984344,0.375146090984344,0.375146090984344,0.375146090984344,0.375146090984344,0.610517408
"608",608,0.251013338565826,0.251013338565826,0.251013338565826,0.251013338565826,0.251013338565826,0.251013338565826,0.485389179
"609",609,0.384654134511948,0.384654134511948,0.384654134511948,0.384654134511948,0.384654134511948,0.384654134511948,0.350937205
"610",610,0.313141763210297,0.313141763210297,0.313141763210297,0.313141763210297,0.313141763210297,0.313141763210297,0.485556022
"611",611,0.264428377151489,0.264428377151489,0.264428377151489,0.264428377151489,0.264428377151489,0.264428377151489,0.465380729
"612",612,0.32764807343483,0.32764807343483,0.32764807343483,0.32764807343483,0.32764807343483,0.32764807343483,0.375940346
"613",613,0.25007900595665,0.25007900595665,0.25007900595665,0.25007900595665,0.25007900595665,0.25007900595665,0.413381511
"614",614,0.270757555961609,0.270757555961609,0.270757555961609,0.270757555961609,0.270757555961609,0.270757555961609,0.375392675
"615",615,0.56527978181839,0.56527978181839,0.56527978181839,0.56527978181839,0.56527978181839,0.56527978181839,0.343972515
"616",616,0.521568536758423,0.521568536758423,0.521568536758423,0.521568536758423,0.521568536758423,0.521568536758423,0.372919033
"617",617,0.769806683063507,0.769806683063507,0.769806683063507,0.769806683063507,0.769806683063507,0.769806683063507,0.321373305
"618",618,0.595116853713989,0.595116853713989,0.595116853713989,0.595116853713989,0.595116853713989,0.595116853713989,0.43747586
"619",619,0.304017126560211,0.304017126560211,0.304017126560211,0.304017126560211,0.304017126560211,0.304017126560211,0.536058323
"620",620,0.338136583566666,0.338136583566666,0.338136583566666,0.338136583566666,0.338136583566666,0.338136583566666,0.534536928
"621",621,0.448515921831131,0.448515921831131,0.448515921831131,0.448515921831131,0.448515921831131,0.448515921831131,0.574612496
"622",622,0.392291575670242,0.392291575670242,0.392291575670242,0.392291575670242,0.392291575670242,0.392291575670242,0.573326426
"623",623,0.478705435991287,0.478705435991287,0.478705435991287,0.478705435991287,0.478705435991287,0.478705435991287,0.594583794
"624",624,0.556719124317169,0.556719124317169,0.556719124317169,0.556719124317169,0.556719124317169,0.556719124317169,0.348037161
"625",625,0.68078738451004,0.68078738451004,0.68078738451004,0.68078738451004,0.68078738451004,0.68078738451004,0.33526659
"626",626,0.656112432479858,0.656112432479858,0.656112432479858,0.656112432479858,0.656112432479858,0.656112432479858,0.516425958
"627",627,0.67286205291748,0.67286205291748,0.67286205291748,0.67286205291748,0.67286205291748,0.67286205291748,0.443305085
"628",628,0.468014508485794,0.468014508485794,0.468014508485794,0.468014508485794,0.468014508485794,0.468014508485794,0.484897828
"629",629,0.279529422521591,0.279529422521591,0.279529422521591,0.279529422521591,0.279529422521591,0.279529422521591,0.364892631
"630",630,0.282077550888062,0.282077550888062,0.282077550888062,0.282077550888062,0.282077550888062,0.282077550888062,0.358294675
"631",631,0.163053318858147,0.163053318858147,0.163053318858147,0.163053318858147,0.163053318858147,0.163053318858147,0.096212258
"632",632,0.102379828691483,0.102379828691483,0.102379828691483,0.102379828691483,0.102379828691483,0.102379828691483,0.004854002
"633",633,0.18015655875206,0.18015655875206,0.18015655875206,0.18015655875206,0.18015655875206,0.18015655875206,-0.096101038
"634",634,0.099529817700386,0.099529817700386,0.099529817700386,0.099529817700386,0.099529817700386,0.099529817700386,-0.164455718
"635",635,0.296333283185959,0.296333283185959,0.296333283185959,0.296333283185959,0.296333283185959,0.296333283185959,0.140511032
"636",636,0.43158745765686,0.43158745765686,0.43158745765686,0.43158745765686,0.43158745765686,0.43158745765686,0.149349039
"637",637,0.444845706224442,0.444845706224442,0.444845706224442,0.444845706224442,0.444845706224442,0.444845706224442,0.152787973
"638",638,0.449527144432068,0.449527144432068,0.449527144432068,0.449527144432068,0.449527144432068,0.449527144432068,0.308438764
"639",639,0.575959980487823,0.575959980487823,0.575959980487823,0.575959980487823,0.575959980487823,0.575959980487823,0.167263986
