"","np","time","value","q025","q25","q50","q75","q975","I"
"1588",42,238,2.24580261580108e-15,1.64494892088078e-15,2.04868682578845e-15,2.04868682578845e-15,2.24580261580108e-15,2.51367798709825e-15,2.58755213701405e-15
"1589",42,245,1.02473569502792e-16,9.54430107521245e-17,9.54430107521245e-17,1.02473569502792e-16,1.10740114759627e-16,1.56041347896874e-16,1.73599636547856e-16
"1590",42,252,7.15319902982685e-18,6.19446055208513e-18,6.50092823934e-18,6.53054688873854e-18,7.15319902982685e-18,9.92991803568783e-18,1.06553601953511e-17
"1591",42,259,6.70442604376147e-19,4.2716896717006e-19,6.53147524387976e-19,6.84487045502743e-19,6.84487045502743e-19,8.69790853377333e-19,7.77490163579213e-19
"1592",43,7,214.810775756836,165.334384918213,190.259796142578,190.259796142578,214.810775756836,223.86868019104,185.135418513833
"1593",43,14,131.532196044922,125.684555053711,131.718574523926,145.8056640625,145.8056640625,169.406101226807,159.876031637777
"1594",43,21,121.714935302734,80.4255184173584,100.296367645264,100.430435180664,107.847566604614,121.714935302734,112.071552417537
"1595",43,28,88.6318969726562,58.6603227615356,64.4902954101562,64.4902954101562,82.9147109985352,94.1463254928588,71.8167041997434
"1596",43,35,89.9471206665039,54.2763789176941,67.3892059326172,67.3892059326172,86.9157752990723,94.1965408325195,80.5260397320711
"1597",43,42,137.414947509766,80.3751560211182,100.575302124023,100.575302124023,114.988842010498,137.414947509766,73.3647165004932
"1598",43,49,151.431457519531,143.873641967773,151.887058258057,160.602447509766,161.687889099121,223.770875930786,208.152202890438
"1599",43,56,743.341491699219,725.714889526367,728.0146484375,735.678070068359,844.168823242188,1057.96459960938,720.568855983793
"1600",43,63,15329.77734375,13902.2407470703,15329.77734375,17919.353515625,17919.353515625,20120.9032226562,12533.511421602
"1601",43,70,183580.921875,174188.810546875,179597.171875,180238.65625,185776.4375,236430.027734375,205059.501433861
"1602",43,77,908120.1875,735328.5609375,908120.1875,939596.1875,939596.1875,1081270.74375,765595.970966162
"1603",43,84,1378210,1059283.625,1378210,1389670.25,1389670.25,1644326,1485052.3478977
"1604",43,91,585710.25,527128.0109375,585710.25,610422.25,610422.25,879548.699999999,675637.804582674
"1605",43,98,370750,263462.730078125,324283.6875,324283.6875,361160.0859375,372007.6375,329799.60270613
"1606",43,105,97188.421875,69429.8203125,95558.234375,95558.234375,97188.421875,109469.056640625,82921.7415631429
"1607",43,112,14231.4951171875,11102.0335449219,12902.85546875,12902.85546875,14231.4951171875,15984.6931152344,13423.6282566605
"1608",43,119,2345.82592773438,1410.89833984375,1708.65307617188,1708.65307617188,2108.43530273438,2345.82592773438,2061.46049426895
"1609",43,126,268.527465820312,165.471481323242,209.870361328125,209.870361328125,232.262840270996,268.527465820312,218.203871446511
"1610",43,133,20.9671096801758,15.8705251932144,20.6777019500732,20.6777019500732,20.9671096801758,23.0871315002441,24.4770958334742
"1611",43,140,1.73406803607941,1.304851770401,1.73406803607941,1.74985659122467,1.74985659122467,1.99371707439423,2.07823171359677
"1612",43,147,0.119001254439354,0.100071541965008,0.119001254439354,0.122722461819649,0.122722461819649,0.14853099361062,0.152085601577699
"1613",43,154,0.00936022400856018,0.00695630117552355,0.00775557663291693,0.00775557663291693,0.00936022400856018,0.0110736990813166,0.0116712559530973
"1614",43,161,0.000875319878105074,0.000647578309872188,0.00078551156911999,0.00078551156911999,0.00083143862138968,0.00095018994034035,0.000914511308300978
"1615",43,168,7.5959280366078e-05,6.32037856121315e-05,7.5959280366078e-05,7.61356568546034e-05,7.61356568546034e-05,8.61127442476572e-05,0.000107427912562344
"1616",43,175,5.80347932555014e-06,5.19157129019732e-06,5.80347932555014e-06,6.65721790937823e-06,6.65721790937823e-06,7.29586296301931e-06,7.36721297900734e-06
"1617",43,182,3.50671314208739e-07,3.28201657850968e-07,3.50671314208739e-07,3.97319212197544e-07,3.97319212197544e-07,5.05899676284116e-07,4.42791135103683e-07
"1618",43,189,2.77036793505658e-08,2.16654019169482e-08,2.16654019169482e-08,2.29072147917009e-08,2.77036793505658e-08,3.18008581245976e-08,3.60544370570134e-08
