"","time","t","S","E","I","R"
"1",1,1,51412316.2342504,237.095630484365,158.745250999813,783668.924868161
"2",2,2,51412158.5218223,243.590386047949,161.705790683334,783817.182000996
"3",3,3,51411980.7984866,262.081940159584,168.474810800258,783969.644762435
"4",4,4,51411803.2369677,271.847272265471,176.477673302705,784129.43808676
"5",5,5,51411623.2471078,278.789353869662,182.985047052649,784295.978491259
"6",6,6,51411440.4996026,284.482294931855,188.136243252412,784467.881859283
"7",7,7,51411260.6710175,285.270132071112,191.320603331826,784643.738247198
"8",8,8,51411085.7865228,281.925294619801,191.924148286232,784821.364034413
"9",9,9,51410905.4472357,284.18518211356,192.235715867397,784999.131866375
"10",10,10,51410725.3809757,285.200969597514,192.955071628091,785177.462983184
"11",11,11,51410543.466766,287.12242530735,193.882374791684,785356.528433995
"12",12,12,51410342.5563757,302.397263307924,198.340073083713,785537.706287939
"13",13,13,51410132.0342444,317.814439427439,206.290324025817,785724.860992182
"14",14,14,51409885.013364,353.461471297556,220.673694829488,785921.851469911
"15",15,15,51409589.6801101,408.91074935764,245.582227394438,786136.826913241
"16",16,16,51409252.2619007,470.157158644263,279.304253951133,786379.276686786
"17",17,17,51408833.7774642,563.794782576635,325.411926171714,786658.015827135
"18",18,18,51408331.436758,676.813165393286,386.337798672589,786986.412278018
"19",19,19,51407755.9829213,791.722791181043,456.99358379622,787376.300703821
"20",20,20,51407086.8540086,922.912185375324,535.963969140398,787835.269836976
"21",21,21,51406303.7958615,1078.03739960429,626.68192041888,788372.484818541
"22",22,22,51405347.888143,1290.47226726694,739.748315880206,789002.891273953
"23",23,23,51404171.6375522,1569.4207990686,886.937256161964,789753.004392677
"24",24,24,51402709.9089228,1932.87837000797,1078.95137804376,790659.26132928
"25",25,25,51400817.9825065,2450.78859727443,1339.65932362093,791772.569572667
"26",26,26,51398593.8730739,2975.69364857657,1655.30807471527,793156.125202875
"27",27,27,51395703.1152181,3756.61058305784,2056.0744254851,794865.19977339
"28",28,28,51392063.558554,4736.40761169611,2579.71598755038,797001.317846761
"29",29,29,51387334.0851913,6079.4735993392,3272.37865485317,799695.062554503
"30",30,30,51381150.2018416,7891.54386626461,4204.07761555134,803135.176676629
"31",31,31,51373521.2611041,9942.10475669868,5367.66093875478,807549.9732005
"32",32,32,51363945.0490155,12495.631410954,6786.20830582929,813154.111267712
"33",33,33,51352323.4484921,15387.9589010196,8471.82530574807,820197.767301149
"34",34,34,51337417.0122049,19397.6594518001,10587.776593996,828978.551749334
"35",35,35,51318648.3622162,24439.2993302872,13304.1444710217,839989.193982506
"36",36,36,51295136.2345371,30690.1699109369,16723.0100897427,853831.585462267
"37",37,37,51266155.2215112,38124.2304047945,20909.4970762581,871192.051007777
"38",38,38,51230913.0637993,46775.8103778488,25895.4026970599,892796.723125826
"39",39,39,51185472.0370056,59055.3515953894,32268.4048287124,919585.206570358
"40",40,40,51131380.8323481,72080.931700256,39972.4840273784,952946.751924288
"41",41,41,51065209.8311644,88068.6806020476,49062.6710430952,994039.817190487
"42",42,42,50983106.0517191,108547.198255777,60265.4904042125,1044462.25962095
"43",43,43,50876742.6721528,137726.31068053,75121.0710423734,1106790.94612428
"44",44,44,50747786.3622831,170238.001662653,93674.0413462066,1184682.59470809
"45",45,45,50589963.6068515,209188.989323521,115850.912619566,1281377.49120543
"46",46,46,50406850.3981434,248796.913955865,140724.386255029,1400009.30164573
"47",47,47,50190684.6331937,294560.5078704,168309.449746837,1542826.40918911
"48",48,48,49938808.2524305,345601.596809114,199249.15305103,1712721.99770943
"49",49,49,49625223.569084,419107.137225482,237793.883484059,1914256.41020651
"50",50,50,49242035.1036376,510579.523007097,287302.137735226,2156464.23562021
"51",51,51,48780124.3003511,618352.05995925,348136.591754029,2449768.04793569
"52",52,52,48203762.4043864,761686.85344896,424789.484367112,2806142.25779758
"53",53,53,47516456.7031065,921134.671289486,517512.89368975,3241276.7319143
"54",54,54,46695899.6271372,1105653.99589016,625577.395299396,3769249.98167327
"55",55,55,45711288.5261435,1326578.8602006,752760.573319487,4405753.0403365
"56",56,56,44468614.5964601,1637814.63428653,915347.034081508,5174604.73517187
"57",57,57,42953294.8425344,2007878.62194074,1121045.96601136,6114161.5695136
"58",58,58,41136441.3539556,2430027.94959246,1366841.25023991,7263070.44621208
"59",59,59,39175657.8919302,2759900.67602759,1615425.58202347,8645396.85001882
"60",60,60,36986677.2491536,3103080.76764155,1854402.44403586,10252220.539169
