"","np","time","value","q025","q25","q50","q75","q975","Y"
"1",0,7,272.040750170927,203.690633200465,240.674036948625,255.654581417438,272.788122291355,336.358702007029,251.91915972
"2",0,14,216.490370742349,157.685784268164,193.910303538271,202.572142353769,217.710277235827,294.380446339311,200.99465108
"3",0,21,158.153744160864,116.921591422097,144.813540890826,160.31498417031,167.629647714552,190.795749267184,165.23394668
"4",0,28,98.6641265852955,79.7253128579239,89.6627689072915,96.6331980106057,104.78206115772,130.553729863217,92.66872815
"5",0,35,105.636972690243,68.4663756504283,82.5387755246356,86.778700218785,106.360245898759,136.721812658972,98.239566233
"6",0,42,127.239111346024,80.0420470005852,111.847675342558,119.103139853311,129.22767052279,172.648651478009,123.306927615
"7",0,49,165.171748524162,150.113729372685,173.605052626917,184.367492152913,194.85747046565,238.047490402892,193.94099107
"8",0,56,593.685590564856,458.581823577661,517.118364454553,554.324842131278,613.128515476004,918.321634238648,581.26369152
"9",0,63,12596.9899007123,7110.42857273097,8829.44536251508,9701.05197369711,10305.4000703344,13360.1609097159,9646.3744664
"10",0,70,140992.783780287,102912.072429256,125377.394803713,143652.693979434,154422.007386136,170322.179969589,147158.262202
"11",0,77,885052.296885557,558544.568411981,677592.886741713,728070.714917396,805013.937578086,990058.638250982,731894.74949
"12",0,84,1757648.43086022,1352346.84401285,1678813.93906654,1871485.11876829,1989944.31885895,2266625.46369489,1890453.8395
"13",0,91,1234042.51015529,892709.74478843,1030791.55828475,1088883.07002317,1174338.2439738,1492782.99602858,1082968.66017
"14",0,98,496835.039925522,410910.069740953,476121.796266473,502385.80776569,540685.14190199,656525.771967628,502779.43697
"15",0,105,247394.538072315,162938.202169517,217308.592679206,233034.203342705,248843.959011841,296090.03147826,256534.67724
"16",0,112,32436.5759619185,28617.9709253923,35955.3599327377,38852.881514501,41545.9345175436,48364.3473180409,34804.3929
"17",0,119,5390.65556109267,3769.62351694609,4799.94026366179,5162.05691164687,5406.13469224745,6745.57494653581,4944.9724738
"18",0,126,717.806521061796,491.493679056133,618.585687725867,666.643119442678,740.285531877614,939.495073032596,709.50191977
"19",0,133,64.20397440797,52.1359443740165,65.0578965093583,70.1232745532136,74.8004469494718,82.6492669715945,65.657829445
"20",0,140,7.20443588670286,4.59335455337737,5.84643038446664,6.37404649859777,6.7279985275206,7.5466456043079,6.028634437
"21",0,147,0.448630258902197,0.326964901069261,0.443030618083844,0.510597744309643,0.544314165579452,0.616331199386373,0.467365583
"22",0,154,0.0341627247392967,0.0240360623004032,0.0307574472638441,0.0328324987799944,0.0346889867071357,0.0401166828416652,0.032011373
"23",0,161,0.00272664161951189,0.0016142851361354,0.00235546991318426,0.00253024000707027,0.00279180082864813,0.00362617472494779,0.002475649
"24",0,168,0.000291006206911866,0.000205704819225495,0.000233767980515261,0.000245865691559981,0.000263119261481301,0.000303294945342829,0.0002425334
"25",0,175,2.14847097514345e-05,1.73333865697337e-05,2.21460663193728e-05,2.42224789931717e-05,2.56757194095861e-05,2.98086777444349e-05,2.7701397e-05
"26",0,182,1.86457436967986e-06,1.07003414917303e-06,1.52621457951356e-06,1.66496414850257e-06,1.79614352613651e-06,2.26592866955338e-06,1.6689098e-06
"27",0,189,1.28937760659784e-07,7.99200810634601e-08,9.10109531984566e-08,9.73753177551014e-08,1.02871749513762e-07,1.25817934753752e-07,1.027408e-07
"28",0,196,8.08685465685752e-09,5.54018122589616e-09,6.49769120163848e-09,6.95172366929892e-09,7.81310832139221e-09,9.91756875155332e-09,6.620352e-09
"29",0,203,7.54211579378058e-10,6.13713178967555e-10,7.18394490385519e-10,7.56914650179459e-10,8.01579588546636e-10,1.02597721021534e-09,7.886321e-10
"30",0,210,9.9440228674198e-11,6.4208340381559e-11,8.23125202891492e-11,8.99793215932809e-11,9.68743675192325e-11,1.17345403124472e-10,8.822314e-11
"31",0,217,1.03577194652983e-11,7.42906176169719e-12,9.05075015437708e-12,9.706735917964e-12,1.04014410576693e-11,1.37829554944044e-11,1.0389314e-11
"32",0,224,1.01390367641914e-12,7.49890952794336e-13,8.4619485456549e-13,8.8744199007629e-13,9.54949388664129e-13,1.15157997523563e-12,8.011644e-13
"33",0,231,1.00675198678543e-13,8.36094309764904e-14,1.04458582995222e-13,1.12667541137092e-13,1.19129241251133e-13,1.32526234111892e-13,1.1209198e-13
"34",0,238,1.059147241132e-14,6.72322312377308e-15,8.59072589207376e-15,9.3530644094173e-15,1.00573655545587e-14,1.11142721374235e-14,9.995289e-15
"35",0,245,4.21687254883596e-16,3.66975951006901e-16,4.1838784485929e-16,4.46536007370802e-16,4.81866174610766e-16,6.93196565747678e-16,4.558334e-16
"36",0,252,2.6641270584554e-17,2.16330094923779e-17,2.35315010316246e-17,2.48610693073234e-17,2.71278527597346e-17,4.27578337323344e-17,2.7345768e-17
"37",0,259,2.12279039526824e-18,1.68214230740115e-18,2.06921293743887e-18,2.2657891047218e-18,2.42988823545133e-18,2.73284285476391e-18,2.1830825e-18
"38",1,7,282.67071477856,203.690633200465,240.674036948625,255.654581417438,272.788122291355,336.358702007029,251.91915972
"39",1,14,305.448450595132,157.685784268164,193.910303538271,202.572142353769,217.710277235827,294.380446339311,200.99465108
"40",1,21,241.923086456542,116.921591422097,144.813540890826,160.31498417031,167.629647714552,190.795749267184,165.23394668
"41",1,28,120.365052041621,79.7253128579239,89.6627689072915,96.6331980106057,104.78206115772,130.553729863217,92.66872815
"42",1,35,98.3827200423773,68.4663756504283,82.5387755246356,86.778700218785,106.360245898759,136.721812658972,98.239566233
