"","e.time","e.value","y.time","y.value","S.time","S.value","E.time","E.value","I.time","I.value","R.time","R.value","mu.time","mu.value","x.time","x.value","clock"
"1",0,0,0,0,0,52196379,0,1,0,0,0,0,0,0,0,0,24677
"2",1,0.572693652616338,1,1,1,52196377.5460323,1,2.00519465971023,1,0.273783802493547,1,0.174989247688668,1,-0.02,1,-0.000974852876704887,24677
"3",2,-1.4947790817998,2,0,2,52196374.5922338,2,4.0543736201849,2,0.794796559868294,2,0.558596011917068,2,-0.02,2,-0.00190417825528224,24677
"4",3,0.70239128429217,3,0,3,52196368.5907426,3,8.2231217410235,3,1.82327955564679,3,1.36285604182121,3,-0.02,3,-0.00278603675609295,24677
"5",4,-0.307012473274972,4,0,4,52196356.4019241,4,16.6925405191388,4,3.88677178836777,4,3.01876358939729,4,-0.02,4,-0.00362587109527175,24677
"6",5,1.84657151243853,5,0,5,52196331.6618605,5,33.8823694320365,5,8.05461924140061,5,6.40115084836763,5,-0.02,5,-0.0044226456007382,24677
"7",6,1.80117483933636,6,2,6,52196281.4797081,6,68.7427222142765,6,16.4935757851191,6,13.2839938528639,6,-0.02,6,-0.00518060523631545,24677
"8",7,-1.35517934737792,7,8,7,52196179.7606576,7,139.386066883231,7,33.5916225704748,7,27.2616529036327,7,-0.02,7,-0.00590467748920412,24677
"9",8,1.085121037115,8,10,8,52195973.7136542,8,282.444834227446,8,68.2297923570746,8,55.61171917835,8,-0.02,8,-0.00659105602535709,24677
"10",9,-0.186333787840448,9,34,9,52195556.6029647,9,571.964909674631,9,138.372301724952,9,113.059823864788,9,-0.02,9,-0.00724519967766654,24677
"11",10,0.612266745108835,10,45,10,52194712.7513519,10,1157.52968369467,10,280.335176905368,10,229.383787524891,10,-0.02,10,-0.00786666140415602,24677
"12",11,-0.261156216862197,11,100,11,52193006.6035695,11,2341.14139020696,11,567.491341612948,11,464.763698716125,11,-0.02,11,-0.00845866603204766,24677
"13",12,-1.20537881329474,12,180,12,52189559.1256913,12,4732.13221043463,12,1147.9939968729,12,940.748101369084,12,-0.02,12,-0.00902271925973806,24677
"14",13,1.50500320678158,13,392,13,52182597.5633856,13,9558.96881312035,13,2320.79288748523,13,1902.67491381137,13,-0.02,13,-0.00955661954974177,24677
"15",14,-1.15483019679754,14,764,14,52168550.3507937,14,19295.6518404213,14,4688.63356114607,14,3845.36380469052,14,-0.02,14,-0.0100670756479715,24677
"16",15,0.882049192541736,15,1515,15,52140232.8489699,15,38915.9968999867,15,9465.38364010592,15,7765.77049004863,15,-0.02,15,-0.01055064971351,24677
