"","time","value","q025","q25","q50","q75","q975","Y"
"66",66,0.121156777800556,0.121156777800556,0.121156777800556,0.121156777800556,0.121156777800556,0.121156777800556,0.191684901
"67",67,0.155574600918387,0.155574600918387,0.155574600918387,0.155574600918387,0.155574600918387,0.155574600918387,-0.056716976
"68",68,0.188283014615725,0.188283014615725,0.188283014615725,0.188283014615725,0.188283014615725,0.188283014615725,0.275693067
"69",69,0.00197126030198584,0.00197126030198584,0.00197126030198584,0.00197126030198584,0.00197126030198584,0.00197126030198584,-0.509708668
"70",70,0.43738105393323,0.43738105393323,0.43738105393323,0.43738105393323,0.43738105393323,0.43738105393323,-0.100870532
"71",71,-0.0294990053632193,-0.0294990053632193,-0.0294990053632193,-0.0294990053632193,-0.0294990053632193,-0.0294990053632193,-0.319552844
"72",72,0.21051718137777,0.21051718137777,0.21051718137777,0.21051718137777,0.21051718137777,0.21051718137777,-0.060901975
"73",73,0.275349710506593,0.275349710506593,0.275349710506593,0.275349710506593,0.275349710506593,0.275349710506593,-0.112437445
"74",74,0.000687185500015412,0.000687185500015412,0.000687185500015412,0.000687185500015412,0.000687185500015412,0.000687185500015412,0.350030667
"75",75,0.0709463007845917,0.0709463007845917,0.0709463007845917,0.0709463007845917,0.0709463007845917,0.0709463007845917,0.064278846
"76",76,0.606894040899279,0.606894040899279,0.606894040899279,0.606894040899279,0.606894040899279,0.606894040899279,0.468512628
"77",77,0.210898356699056,0.210898356699056,0.210898356699056,0.210898356699056,0.210898356699056,0.210898356699056,-0.250410466
"78",78,0.105059747259422,0.105059747259422,0.105059747259422,0.105059747259422,0.105059747259422,0.105059747259422,0.551876471
"79",79,0.0388095211988126,0.0388095211988126,0.0388095211988126,0.0388095211988126,0.0388095211988126,0.0388095211988126,-0.138690072
"80",80,0.288083392024259,0.288083392024259,0.288083392024259,0.288083392024259,0.288083392024259,0.288083392024259,-0.008831796
"81",81,-0.406898581700582,-0.406898581700582,-0.406898581700582,-0.406898581700582,-0.406898581700582,-0.406898581700582,0.090951293
"82",82,0.076489573754717,0.076489573754717,0.076489573754717,0.076489573754717,0.076489573754717,0.076489573754717,-0.273142845
"83",83,0.5111946591431,0.5111946591431,0.5111946591431,0.5111946591431,0.5111946591431,0.5111946591431,-0.262810844
"84",84,0.241198840360648,0.241198840360648,0.241198840360648,0.241198840360648,0.241198840360648,0.241198840360648,-0.124709441
"85",85,-0.535553988568547,-0.535553988568547,-0.535553988568547,-0.535553988568547,-0.535553988568547,-0.535553988568547,0.247700265
"86",86,0.397109997571943,0.397109997571943,0.397109997571943,0.397109997571943,0.397109997571943,0.397109997571943,0.281003814
"87",87,-0.259980613186595,-0.259980613186595,-0.259980613186595,-0.259980613186595,-0.259980613186595,-0.259980613186595,0.403072599
"88",88,-0.0178190588364772,-0.0178190588364772,-0.0178190588364772,-0.0178190588364772,-0.0178190588364772,-0.0178190588364772,-0.126440959
"89",89,-0.321763491784421,-0.321763491784421,-0.321763491784421,-0.321763491784421,-0.321763491784421,-0.321763491784421,-0.503355212
"90",90,-0.252000562841269,-0.252000562841269,-0.252000562841269,-0.252000562841269,-0.252000562841269,-0.252000562841269,-0.140822326
"91",91,-0.197049915695494,-0.197049915695494,-0.197049915695494,-0.197049915695494,-0.197049915695494,-0.197049915695494,-0.4281732
"92",92,-0.725785712636982,-0.725785712636982,-0.725785712636982,-0.725785712636982,-0.725785712636982,-0.725785712636982,0.265501515
"93",93,0.335118973302669,0.335118973302669,0.335118973302669,0.335118973302669,0.335118973302669,0.335118973302669,0.480453769
"94",94,0.08247615944693,0.08247615944693,0.08247615944693,0.08247615944693,0.08247615944693,0.08247615944693,-0.303606468
"95",95,-0.216488142375624,-0.216488142375624,-0.216488142375624,-0.216488142375624,-0.216488142375624,-0.216488142375624,0.15496279
"96",96,-0.18979389467797,-0.18979389467797,-0.18979389467797,-0.18979389467797,-0.18979389467797,-0.18979389467797,-0.508453228
"97",97,-0.25264095758879,-0.25264095758879,-0.25264095758879,-0.25264095758879,-0.25264095758879,-0.25264095758879,-0.283259559
"98",98,-0.200320852820786,-0.200320852820786,-0.200320852820786,-0.200320852820786,-0.200320852820786,-0.200320852820786,-0.089766245
"99",99,0.0203988824432919,0.0203988824432919,0.0203988824432919,0.0203988824432919,0.0203988824432919,0.0203988824432919,-0.232917288
"100",100,0.352919419682873,0.352919419682873,0.352919419682873,0.352919419682873,0.352919419682873,0.352919419682873,0.063017391
"101",101,-0.098525560078857,-0.098525560078857,-0.098525560078857,-0.098525560078857,-0.098525560078857,-0.098525560078857,-0.669824467
"102",102,-0.104869033810733,-0.104869033810733,-0.104869033810733,-0.104869033810733,-0.104869033810733,-0.104869033810733,0.420108872
"103",103,0.0245306104395376,0.0245306104395376,0.0245306104395376,0.0245306104395376,0.0245306104395376,0.0245306104395376,-0.197784278
"104",104,-0.00942737779448588,-0.00942737779448588,-0.00942737779448588,-0.00942737779448588,-0.00942737779448588,-0.00942737779448588,-0.088976166
"105",105,-0.331817909548471,-0.331817909548471,-0.331817909548471,-0.331817909548471,-0.331817909548471,-0.331817909548471,-0.226483838
"106",106,0.568364238440468,0.568364238440468,0.568364238440468,0.568364238440468,0.568364238440468,0.568364238440468,-0.398854357
"107",107,-0.259453927112535,-0.259453927112535,-0.259453927112535,-0.259453927112535,-0.259453927112535,-0.259453927112535,-0.087788493
"108",108,0.221592433451506,0.221592433451506,0.221592433451506,0.221592433451506,0.221592433451506,0.221592433451506,-0.137396541
"109",109,0.270398676265633,0.270398676265633,0.270398676265633,0.270398676265633,0.270398676265633,0.270398676265633,0.115620615
"110",110,-0.333287941637517,-0.333287941637517,-0.333287941637517,-0.333287941637517,-0.333287941637517,-0.333287941637517,-0.705486616
"111",111,-0.0273747775969173,-0.0273747775969173,-0.0273747775969173,-0.0273747775969173,-0.0273747775969173,-0.0273747775969173,-0.210672459
"112",112,-0.181512357925067,-0.181512357925067,-0.181512357925067,-0.181512357925067,-0.181512357925067,-0.181512357925067,-0.462135715
"113",113,0.145182837096621,0.145182837096621,0.145182837096621,0.145182837096621,0.145182837096621,0.145182837096621,-0.015008582
"114",114,-0.369646231839741,-0.369646231839741,-0.369646231839741,-0.369646231839741,-0.369646231839741,-0.369646231839741,0.123561267
"115",115,0.246251189464214,0.246251189464214,0.246251189464214,0.246251189464214,0.246251189464214,0.246251189464214,-0.369135374
"116",116,0.119760035096327,0.119760035096327,0.119760035096327,0.119760035096327,0.119760035096327,0.119760035096327,0.194491182
"117",117,0.206587014772969,0.206587014772969,0.206587014772969,0.206587014772969,0.206587014772969,0.206587014772969,-0.041125969
"118",118,0.0487248834612918,0.0487248834612918,0.0487248834612918,0.0487248834612918,0.0487248834612918,0.0487248834612918,0.128575376
"119",119,0.0933000375196087,0.0933000375196087,0.0933000375196087,0.0933000375196087,0.0933000375196087,0.0933000375196087,-0.163557529
"120",120,-0.37844984592104,-0.37844984592104,-0.37844984592104,-0.37844984592104,-0.37844984592104,-0.37844984592104,0.234978243
"121",121,0.216966448949459,0.216966448949459,0.216966448949459,0.216966448949459,0.216966448949459,0.216966448949459,-0.416549959
"122",122,0.532041747770465,0.532041747770465,0.532041747770465,0.532041747770465,0.532041747770465,0.532041747770465,-0.006465322
"123",123,-0.180043889719569,-0.180043889719569,-0.180043889719569,-0.180043889719569,-0.180043889719569,-0.180043889719569,-0.060057391
"124",124,-0.0330730408568519,-0.0330730408568519,-0.0330730408568519,-0.0330730408568519,-0.0330730408568519,-0.0330730408568519,0.095232866
"125",125,0.765965462930765,0.765965462930765,0.765965462930765,0.765965462930765,0.765965462930765,0.765965462930765,0.438538941
"126",126,-0.35433714123009,-0.35433714123009,-0.35433714123009,-0.35433714123009,-0.35433714123009,-0.35433714123009,-0.288455668
"127",127,0.133800772248267,0.133800772248267,0.133800772248267,0.133800772248267,0.133800772248267,0.133800772248267,-0.019587583
"128",128,-0.0503704737865483,-0.0503704737865483,-0.0503704737865483,-0.0503704737865483,-0.0503704737865483,-0.0503704737865483,-0.15065544
"129",129,-0.058066785840504,-0.058066785840504,-0.058066785840504,-0.058066785840504,-0.058066785840504,-0.058066785840504,-0.61178856
"130",130,0.00239688253000103,0.00239688253000103,0.00239688253000103,0.00239688253000103,0.00239688253000103,0.00239688253000103,0.271890901
"131",131,0.623842483014378,0.623842483014378,0.623842483014378,0.623842483014378,0.623842483014378,0.623842483014378,0.102095047
"132",132,0.0677113538402363,0.0677113538402363,0.0677113538402363,0.0677113538402363,0.0677113538402363,0.0677113538402363,-0.077309671
"133",133,-1.04133258196754,-1.04133258196754,-1.04133258196754,-1.04133258196754,-1.04133258196754,-1.04133258196754,0.776346085
"134",134,-0.101259449375102,-0.101259449375102,-0.101259449375102,-0.101259449375102,-0.101259449375102,-0.101259449375102,1.511735838
"135",135,-0.479458891283455,-0.479458891283455,-0.479458891283455,-0.479458891283455,-0.479458891283455,-0.479458891283455,0.60982852
"136",136,-0.429766986242394,-0.429766986242394,-0.429766986242394,-0.429766986242394,-0.429766986242394,-0.429766986242394,-0.450769994
"137",137,-0.831193986116678,-0.831193986116678,-0.831193986116678,-0.831193986116678,-0.831193986116678,-0.831193986116678,0.463624768
"138",138,-0.589804496221444,-0.589804496221444,-0.589804496221444,-0.589804496221444,-0.589804496221444,-0.589804496221444,0.030910791
"139",139,-0.039870267426564,-0.039870267426564,-0.039870267426564,-0.039870267426564,-0.039870267426564,-0.039870267426564,-1.059408286
"140",140,-0.0953305747306901,-0.0953305747306901,-0.0953305747306901,-0.0953305747306901,-0.0953305747306901,-0.0953305747306901,-0.002436789
"141",141,0.343205590297538,0.343205590297538,0.343205590297538,0.343205590297538,0.343205590297538,0.343205590297538,-0.616449774
"142",142,-0.297017618594866,-0.297017618594866,-0.297017618594866,-0.297017618594866,-0.297017618594866,-0.297017618594866,-0.6105197
"143",143,0.0705233726657089,0.0705233726657089,0.0705233726657089,0.0705233726657089,0.0705233726657089,0.0705233726657089,0.039126712
"144",144,-0.409594296538628,-0.409594296538628,-0.409594296538628,-0.409594296538628,-0.409594296538628,-0.409594296538628,0.346702629
"145",145,-0.12153206947988,-0.12153206947988,-0.12153206947988,-0.12153206947988,-0.12153206947988,-0.12153206947988,0.059144856
"146",146,0.0550564345560293,0.0550564345560293,0.0550564345560293,0.0550564345560293,0.0550564345560293,0.0550564345560293,0.008859776
"147",147,0.0811937002030998,0.0811937002030998,0.0811937002030998,0.0811937002030998,0.0811937002030998,0.0811937002030998,-0.412289473
"148",148,0.261206825201673,0.261206825201673,0.261206825201673,0.261206825201673,0.261206825201673,0.261206825201673,0.081086578
"149",149,0.192688895265972,0.192688895265972,0.192688895265972,0.192688895265972,0.192688895265972,0.192688895265972,0.711260047
"150",150,-0.634919991365338,-0.634919991365338,-0.634919991365338,-0.634919991365338,-0.634919991365338,-0.634919991365338,-0.259012366
"151",151,-0.392656872743754,-0.392656872743754,-0.392656872743754,-0.392656872743754,-0.392656872743754,-0.392656872743754,0.329791171
"152",152,0.43183090208096,0.43183090208096,0.43183090208096,0.43183090208096,0.43183090208096,0.43183090208096,0.507276152
"153",153,0.260780026545466,0.260780026545466,0.260780026545466,0.260780026545466,0.260780026545466,0.260780026545466,-0.093207315
"154",154,-0.024576665607093,-0.024576665607093,-0.024576665607093,-0.024576665607093,-0.024576665607093,-0.024576665607093,0.296337817
"155",155,-0.145889932670985,-0.145889932670985,-0.145889932670985,-0.145889932670985,-0.145889932670985,-0.145889932670985,0.033668908
"156",156,0.381284794695174,0.381284794695174,0.381284794695174,0.381284794695174,0.381284794695174,0.381284794695174,0.174796324
"157",157,-0.317587634266797,-0.317587634266797,-0.317587634266797,-0.317587634266797,-0.317587634266797,-0.317587634266797,0.523192867
"158",158,-0.0881024148678957,-0.0881024148678957,-0.0881024148678957,-0.0881024148678957,-0.0881024148678957,-0.0881024148678957,-0.439059256
"159",159,0.742284991922545,0.742284991922545,0.742284991922545,0.742284991922545,0.742284991922545,0.742284991922545,0.023389063
"160",160,-0.0984340994988977,-0.0984340994988977,-0.0984340994988977,-0.0984340994988977,-0.0984340994988977,-0.0984340994988977,-0.093075761
"161",161,-0.112796508936204,-0.112796508936204,-0.112796508936204,-0.112796508936204,-0.112796508936204,-0.112796508936204,0.678793394
"162",162,-0.0374954294890918,-0.0374954294890918,-0.0374954294890918,-0.0374954294890918,-0.0374954294890918,-0.0374954294890918,0.436462943
"163",163,0.0564583262223529,0.0564583262223529,0.0564583262223529,0.0564583262223529,0.0564583262223529,0.0564583262223529,0.739898278
"164",164,0.030515769847563,0.030515769847563,0.030515769847563,0.030515769847563,0.030515769847563,0.030515769847563,0.186729429
"165",165,0.277332678318157,0.277332678318157,0.277332678318157,0.277332678318157,0.277332678318157,0.277332678318157,-0.229791238
"166",166,0.974297431423835,0.974297431423835,0.974297431423835,0.974297431423835,0.974297431423835,0.974297431423835,0.425563185
"167",167,0.925429498036046,0.925429498036046,0.925429498036046,0.925429498036046,0.925429498036046,0.925429498036046,-0.874270828
"168",168,0.646854347237061,0.646854347237061,0.646854347237061,0.646854347237061,0.646854347237061,0.646854347237061,0.34102175
"169",169,1.46299354307779,1.46299354307779,1.46299354307779,1.46299354307779,1.46299354307779,1.46299354307779,-0.163206011
"170",170,0.0246341744339512,0.0246341744339512,0.0246341744339512,0.0246341744339512,0.0246341744339512,0.0246341744339512,0.251608174
"171",171,-0.0813006085722889,-0.0813006085722889,-0.0813006085722889,-0.0813006085722889,-0.0813006085722889,-0.0813006085722889,0.71264648
"172",172,-0.245137392041949,-0.245137392041949,-0.245137392041949,-0.245137392041949,-0.245137392041949,-0.245137392041949,0.168131473
"173",173,0.351101077923063,0.351101077923063,0.351101077923063,0.351101077923063,0.351101077923063,0.351101077923063,0.134810167
"174",174,0.231423269822683,0.231423269822683,0.231423269822683,0.231423269822683,0.231423269822683,0.231423269822683,0.070272962
"175",175,-0.250893244540949,-0.250893244540949,-0.250893244540949,-0.250893244540949,-0.250893244540949,-0.250893244540949,0.569287406
"176",176,0.625258659220341,0.625258659220341,0.625258659220341,0.625258659220341,0.625258659220341,0.625258659220341,0.449676976
"177",177,0.833481742072149,0.833481742072149,0.833481742072149,0.833481742072149,0.833481742072149,0.833481742072149,-0.419254962
"178",178,0.909847069793555,0.909847069793555,0.909847069793555,0.909847069793555,0.909847069793555,0.909847069793555,0.204064932
"179",179,1.0982666503904,1.0982666503904,1.0982666503904,1.0982666503904,1.0982666503904,1.0982666503904,1.067538719
"180",180,0.25851628534367,0.25851628534367,0.25851628534367,0.25851628534367,0.25851628534367,0.25851628534367,-0.332518829
"181",181,0.375154634664253,0.375154634664253,0.375154634664253,0.375154634664253,0.375154634664253,0.375154634664253,0.239056648
"182",182,0.420031022207594,0.420031022207594,0.420031022207594,0.420031022207594,0.420031022207594,0.420031022207594,-0.691339073
"183",183,0.172786639410317,0.172786639410317,0.172786639410317,0.172786639410317,0.172786639410317,0.172786639410317,0.548841653
"184",184,-0.158482543231499,-0.158482543231499,-0.158482543231499,-0.158482543231499,-0.158482543231499,-0.158482543231499,0.252536618
"185",185,-1.02622488241469,-1.02622488241469,-1.02622488241469,-1.02622488241469,-1.02622488241469,-1.02622488241469,0.096350259
"186",186,-0.252936922536643,-0.252936922536643,-0.252936922536643,-0.252936922536643,-0.252936922536643,-0.252936922536643,-0.523783325
"187",187,-0.00998642289053993,-0.00998642289053993,-0.00998642289053993,-0.00998642289053993,-0.00998642289053993,-0.00998642289053993,0.423346923
"188",188,0.597177990009221,0.597177990009221,0.597177990009221,0.597177990009221,0.597177990009221,0.597177990009221,-0.034441871
"189",189,-0.361796363533041,-0.361796363533041,-0.361796363533041,-0.361796363533041,-0.361796363533041,-0.361796363533041,-0.657644938
"190",190,-1.62888727828546,-1.62888727828546,-1.62888727828546,-1.62888727828546,-1.62888727828546,-1.62888727828546,-0.34294281
"191",191,0.592769163125277,0.592769163125277,0.592769163125277,0.592769163125277,0.592769163125277,0.592769163125277,-2.178387488
"192",192,0.922551332319508,0.922551332319508,0.922551332319508,0.922551332319508,0.922551332319508,0.922551332319508,0.217931969
"193",193,0.0954857240430602,0.0954857240430602,0.0954857240430602,0.0954857240430602,0.0954857240430602,0.0954857240430602,-1.143481114
"194",194,-0.888507475939133,-0.888507475939133,-0.888507475939133,-0.888507475939133,-0.888507475939133,-0.888507475939133,-0.188653188
"195",195,-0.483023692901591,-0.483023692901591,-0.483023692901591,-0.483023692901591,-0.483023692901591,-0.483023692901591,0.232600167
"196",196,-0.695421550182354,-0.695421550182354,-0.695421550182354,-0.695421550182354,-0.695421550182354,-0.695421550182354,-0.086128952
"197",197,-1.33922653231115,-1.33922653231115,-1.33922653231115,-1.33922653231115,-1.33922653231115,-1.33922653231115,-0.73637568
"198",198,-0.208857363518879,-0.208857363518879,-0.208857363518879,-0.208857363518879,-0.208857363518879,-0.208857363518879,-0.12014844
"199",199,-0.800659833954933,-0.800659833954933,-0.800659833954933,-0.800659833954933,-0.800659833954933,-0.800659833954933,-0.099944343
"200",200,-0.0139325202952112,-0.0139325202952112,-0.0139325202952112,-0.0139325202952112,-0.0139325202952112,-0.0139325202952112,-1.222133955
"201",201,0.642057058400123,0.642057058400123,0.642057058400123,0.642057058400123,0.642057058400123,0.642057058400123,0.613785561
"202",202,1.29892394701561,1.29892394701561,1.29892394701561,1.29892394701561,1.29892394701561,1.29892394701561,0.616458042
"203",203,-0.604287402833379,-0.604287402833379,-0.604287402833379,-0.604287402833379,-0.604287402833379,-0.604287402833379,-1.486812994
"204",204,1.45072963083992,1.45072963083992,1.45072963083992,1.45072963083992,1.45072963083992,1.45072963083992,0.170285179
"205",205,-1.39718208862219,-1.39718208862219,-1.39718208862219,-1.39718208862219,-1.39718208862219,-1.39718208862219,0.221035541
"206",206,-0.0681027333339661,-0.0681027333339661,-0.0681027333339661,-0.0681027333339661,-0.0681027333339661,-0.0681027333339661,-0.566545466
"207",207,-0.0645019535293833,-0.0645019535293833,-0.0645019535293833,-0.0645019535293833,-0.0645019535293833,-0.0645019535293833,0.472849452
"208",208,-1.16527735594373,-1.16527735594373,-1.16527735594373,-1.16527735594373,-1.16527735594373,-1.16527735594373,0.577412098
"209",209,-0.445333500331898,-0.445333500331898,-0.445333500331898,-0.445333500331898,-0.445333500331898,-0.445333500331898,-0.259954164
"210",210,-0.424563517626724,-0.424563517626724,-0.424563517626724,-0.424563517626724,-0.424563517626724,-0.424563517626724,-0.680830418
"211",211,0.0571901062001435,0.0571901062001435,0.0571901062001435,0.0571901062001435,0.0571901062001435,0.0571901062001435,-1.281481481
"212",212,-1.19750377782403,-1.19750377782403,-1.19750377782403,-1.19750377782403,-1.19750377782403,-1.19750377782403,-0.119047537
"213",213,-0.340539088403822,-0.340539088403822,-0.340539088403822,-0.340539088403822,-0.340539088403822,-0.340539088403822,1.207922215
"214",214,0.0839775708942088,0.0839775708942088,0.0839775708942088,0.0839775708942088,0.0839775708942088,0.0839775708942088,1.699528804
"215",215,0.496466161647654,0.496466161647654,0.496466161647654,0.496466161647654,0.496466161647654,0.496466161647654,-0.333810746
"216",216,0.2204985481322,0.2204985481322,0.2204985481322,0.2204985481322,0.2204985481322,0.2204985481322,-0.065105105
"217",217,0.353059986895074,0.353059986895074,0.353059986895074,0.353059986895074,0.353059986895074,0.353059986895074,0.077336771
"218",218,0.421509824947771,0.421509824947771,0.421509824947771,0.421509824947771,0.421509824947771,0.421509824947771,0.603649191
"219",219,0.880039346228897,0.880039346228897,0.880039346228897,0.880039346228897,0.880039346228897,0.880039346228897,-1.151632583
