"","x"
"1",0.0480364964046244
"2",0.0790662046996821
"3",0.152334844113989
"4",0.284660115604809
"5",0.544205919157313
"6",1.07524403553561
"7",2.28111864253033
"8",3.73820503337181
"9",6.47655962174405
"10",15.602323907147
"11",34.0920649500012
"12",65.9220048499052
"13",156.739424773225
"14",247.297276388941
"15",631.065519756973
"16",1378.43984116763
"17",3166.42192385651
"18",6247.18820976188
"19",16135.493012662
"20",36537.1974452771
"21",80746.5439328523
"22",143590.95331103
"23",263664.709185628
"24",408046.943101162
"25",617035.044034643
"26",748974.184609002
"27",753127.813477603
"28",773035.106868537
"29",589455.856835346
"30",457026.220040929
"31",385937.619114538
"32",272027.603712385
"33",227351.973575973
"34",213393.973782993
"35",139611.542218915
"36",99918.1714223959
"37",68423.2413872291
"38",61394.4385655237
"39",48022.9616886546
"40",39113.3187402883
"41",28025.0316726494
"42",19854.9683607144
"43",17840.4711678228
"44",14121.9028973541
"45",10578.1882123969
"46",7461.92335915137
"47",6695.63191057068
"48",4421.97950775323
"49",3813.84713078947
"50",3437.77847114601
"51",2704.08312834326
"52",2258.71619220425
"53",1950.64542983928
"54",1501.25397346493
"55",1206.23245175628
"56",1237.11958818585
"57",904.374269020749
"58",770.013801949896
"59",510.904997594786
"60",528.637752827032
"61",449.909537908073
"62",419.464285288285
"63",300.259699740555
"64",264.749680702593
"65",260.17633980851
"66",202.407075579226
"67",193.385705478011
"68",208.642400272221
"69",163.143098866797
"70",138.223314773195
"71",132.545253687547
"72",114.396278370081
"73",74.0420321766158
"74",88.0456668441118
"75",78.5225404052623
"76",76.711464865868
"77",65.2488386750625
"78",40.677200203199
"79",50.8371617464014
"80",41.7686353177088
"81",31.6274963281547
"82",33.6608115792292
"83",23.7916127627722
"84",27.2212589440607
"85",24.3814539319654
"86",16.0071951335098
"87",20.9983671946052
"88",17.5736892936012
"89",16.4714331877315
"90",11.784275141609
"91",12.1345036680315
"92",8.66941350170502
"93",9.53174748941485
"94",6.4018262290162
"95",5.98467899961239
"96",5.97154531995266
"97",4.23203273562553
"98",4.38418896100968
"99",3.81478955215293
"100",3.49684529271454
"101",3.54196914180877
"102",3.06162859310811
"103",2.5542761050522
"104",2.49890379825545
"105",1.88076220579227
"106",1.97401197615996
"107",1.89216725287671
"108",1.65841952369698
"109",1.3167364420671
"110",1.14169532377237
"111",1.1059376715299
"112",1.08455651584989
"113",0.816411447490823
"114",0.62400613847048
"115",0.669135961921847
"116",0.521436039077081
"117",0.540172734734354
"118",0.470073150149099
"119",0.464241328039175
"120",0.365865077542436
"121",0.306734682613838
"122",0.301841388000333
"123",0.282362106044362
"124",0.226083216358484
"125",0.231349406490418
"126",0.153803810054005
"127",0.14185857310811
"128",0.130839141704064
"129",0.106799155935765
"130",0.093979776448873
"131",0.0993698508076413
"132",0.0890509322680611
"133",0.0852706822094889
"134",0.0726257650873672
"135",0.0633939285132542
"136",0.0510328708170277
"137",0.0533249063704992
"138",0.0430634507809064
"139",0.0395090698693009
"140",0.0349648512318973
"141",0.0263624610111394
"142",0.0323279344524623
"143",0.0295528608440921
"144",0.0269125269361452
"145",0.0161797084920482
"146",0.0152350070734276
"147",0.0145567422304337
"148",0.0136637097488219
"149",0.0101842516434718
"150",0.0106880300388532
"151",0.00706937006737806
"152",0.007661871304041
"153",0.00745470971008464
"154",0.00565107814145205
"155",0.00584849685659967
"156",0.00488519742192556
"157",0.0037502824897873
"158",0.00404267966238284
"159",0.0039907123833748
"160",0.00303488245830042
"161",0.00322297579737873
"162",0.00268421076358267
"163",0.00193368929871105
"164",0.00168021055845755
"165",0.00159746596089311
"166",0.00178447045341173
"167",0.00152600079969041
"168",0.00135564409769042
"169",0.00112439275812772
"170",0.00118310703290824
"171",0.000897916748803609
"172",0.000930121851229261
"173",0.000679729404078393
"174",0.000649845399602036
"175",0.000611408581823539
"176",0.000471872773484004
"177",0.000417363542662719
"178",0.000428392657740919
"179",0.00038302315506763
"180",0.000283285069049879
"181",0.000278010285474979
"182",0.000258878275543466
"183",0.000203912878989792
"184",0.000167888887803763
"185",0.000208426824644275
"186",0.00015933824079148
"187",0.000117222415445783
"188",0.000102364852466602
"189",9.63607168017642e-05
"190",0.000105581435184457
"191",9.5384043139123e-05
"192",7.8720254278245e-05
"193",6.98074390524746e-05
"194",7.2561495328057e-05
"195",5.54975093711844e-05
"196",5.06495673963087e-05
"197",4.23726061995604e-05
"198",3.90109507982865e-05
"199",3.37845900252789e-05
"200",3.41815831166234e-05
"201",2.37203694277486e-05
"202",2.48966725070354e-05
"203",1.96844945353567e-05
"204",2.41010028785675e-05
"205",1.95754893322818e-05
"206",1.38611508575356e-05
"207",1.36853626382056e-05
"208",1.01162338444919e-05
"209",1.06599075388363e-05
"210",9.05131126249231e-06
"211",8.96859928691656e-06
"212",8.45421948948814e-06
"213",5.94176822250334e-06
"214",6.22290045237046e-06
"215",4.99289959753607e-06
"216",4.23141350144848e-06
"217",4.46715143593116e-06
"218",3.19065443529944e-06
"219",3.04989688342338e-06
"220",3.03084832116169e-06
"221",2.78523089984246e-06
"222",2.51832875162051e-06
