"","x"
"1",0.0320942308314017
"2",0.0272555527813938
"3",0.028325637182629
"4",0.0279519908343044
"5",0.0338355748860622
"6",0.0506415458084301
"7",0.063291261177353
"8",0.0806637008108727
"9",0.0889292339586214
"10",0.122657833897877
"11",0.137488784383343
"12",0.158642570647497
"13",0.16726100206148
"14",0.204188821827259
"15",0.307875066101923
"16",0.355722168250458
"17",0.391381912120849
"18",0.613809693822697
"19",0.841273107421209
"20",0.970975114324588
"21",1.43900739301001
"22",1.91512340562146
"23",1.85542728613909
"24",2.49533089959156
"25",2.50937198416583
"26",3.69756701767848
"27",3.87599955290226
"28",4.24823944173234
"29",6.20478492900144
"30",8.28241095619553
"31",13.8055429459422
"32",14.7615941081162
"33",18.9788988478044
"34",21.7514032322847
"35",19.9075981126769
"36",22.1390401184627
"37",29.5386161754806
"38",29.380475298474
"39",31.7322939478596
"40",36.0093098308241
"41",40.0345583010077
"42",46.4045678248115
"43",50.0495443610713
"44",75.2029308053902
"45",89.2952211985358
"46",105.882163260369
"47",130.960828207406
"48",160.901608081313
"49",218.997723685173
"50",299.425279702492
"51",407.746673836447
"52",487.168655619838
"53",549.040149700591
"54",671.55485573533
"55",918.787134123789
"56",1495.6210661762
"57",1861.44458476826
"58",1954.8035700877
"59",3019.17895853949
"60",2881.22063458792
"61",3790.39118890041
"62",4994.18300132494
"63",5793.22107016568
"64",6752.76948513249
"65",6367.92351681629
"66",6900.20506303989
"67",9921.02862642874
"68",12172.94135566
"69",11858.7255578047
"70",16643.4499885162
"71",25045.7506154869
"72",35127.1192903519
"73",56622.4425865197
"74",82190.6347303175
"75",73606.3833429383
"76",101734.799699905
"77",122931.939431991
"78",109206.18237136
"79",147535.269776476
"80",154186.903844471
"81",182756.267254412
"82",246134.980438022
"83",421005.34746806
"84",493182.967314547
"85",530337.341500049
"86",715260.156324627
"87",735973.733436491
"88",693999.577710093
"89",753220.567964542
"90",627031.540959973
"91",555427.949451709
"92",607740.917952266
"93",476590.679642323
"94",381596.545444194
"95",331573.617339967
"96",290003.094981338
"97",232121.706107745
"98",198960.886824119
"99",161481.63190885
"100",165299.67816918
"101",107132.62899926
"102",117801.437730384
"103",83022.7574541345
"104",92523.821704993
"105",73589.9868603339
"106",46653.7761879547
"107",40013.1691095245
"108",38752.0130452486
"109",33376.598647316
"110",26184.0202158106
"111",21944.5390111257
"112",23972.4068090619
"113",17301.5890426407
"114",14754.8292360033
"115",12122.7695161708
"116",9593.22753719127
"117",9392.25320907233
"118",8285.53395144145
"119",7133.79905674743
"120",5138.46399550034
"121",5090.77297516929
"122",4648.81288808869
"123",3354.93848932229
"124",3242.72289229819
"125",2280.64686276675
"126",2324.9938468988
"127",1747.67206448467
"128",1621.70396356623
"129",1024.46134254163
"130",1170.15940950946
"131",937.966479218517
"132",761.939297962796
"133",747.133993388187
"134",614.2575445036
"135",561.797761376215
"136",417.551766431801
"137",362.51736626685
"138",275.091438459053
"139",248.833145754402
"140",187.853356541374
"141",161.860797828098
"142",161.819859272981
"143",125.301897174136
"144",109.0319088371
"145",91.9528150536864
"146",79.8999786089131
"147",73.1599388620436
"148",64.7408971670385
"149",55.3825279686599
