"","time","x","S","E","I","R","Z"
"252",252,-3.23137312708423,51514893.1222783,1.6136256891202e-08,7.07979525661183e-07,4462041.97246242,112.826654612777
"253",253,-3.23137312708423,51514893.1222783,1.47839097172855e-08,6.48645188263475e-07,4462041.97246248,112.826654615869
"254",254,-3.23137312708423,51514893.1222783,1.35449000349032e-08,5.9428354211858e-07,4462041.97246253,112.826654618701
"255",255,-3.23137312708423,51514893.1222783,1.24097292572757e-08,5.44477835993056e-07,4462041.97246258,112.826654621297
"256",256,-3.23137312708423,51514893.1222783,1.1369694855041e-08,4.98846245734547e-07,4462041.97246263,112.826654623675
"257",257,-3.23137312708423,51514893.1222783,1.04168236402867e-08,4.57038947103487e-07,4462041.97246267,112.826654625853
"258",258,-3.23137312708423,51514893.1222783,9.54381064191224e-09,4.18735433924902e-07,4462041.9724627,112.826654627849
"259",259,-3.23137312708423,51514893.1222783,8.74396310372502e-09,3.83642061000491e-07,4462041.97246274,112.826654629678
"260",260,-3.23137312708423,51514893.1222783,8.01114917594229e-09,3.51489792944298e-07,4462041.97246277,112.826654631354
"261",261,-3.23137312708423,51514893.1222783,7.33975090675533e-09,3.22032141683931e-07,4462041.9724628,112.826654632889
"262",262,-3.23137312708423,51514893.1222783,6.72462117357577e-09,2.95043276815648e-07,4462041.97246282,112.826654634295
"263",263,-3.23137312708423,51514893.1222783,6.16104422378745e-09,2.70316294326775e-07,4462041.97246285,112.826654635584
"264",264,-3.23137312708423,51514893.1222783,5.64469952249824e-09,2.47661630413007e-07,4462041.97246287,112.826654636764
"265",265,-3.23137312708423,51514893.1222783,5.17162863013903e-09,2.26905608230489e-07,4462041.97246289,112.826654637846
"266",266,-3.23137312708423,51514893.1222783,4.73820485598434e-09,2.07889106441675e-07,4462041.97246291,112.826654638837
"267",267,-3.23137312708423,51514893.1222783,4.34110545495029e-09,1.90466339347671e-07,4462041.97246293,112.826654639745
"268",268,-3.23137312708423,51514893.1222783,3.97728615452278e-09,1.74503739255236e-07,4462041.97246294,112.826654640577
"269",269,-3.23137312708423,51514893.1222783,3.64395781653265e-09,1.59878932510349e-07,4462041.97246295,112.826654641339
"270",270,-3.23137312708423,51514893.1222783,3.33856505486028e-09,1.46479801348336e-07,4462041.97246297,112.826654642037
"271",271,-3.23137312708423,51514893.1222783,3.05876664514741e-09,1.34203624368451e-07,4462041.97246298,112.826654642677
"272",272,-3.23137312708423,51514893.1222783,2.80241757633142e-09,1.22956289043554e-07,4462041.97246299,112.826654643263
"273",273,-3.23137312708423,51514893.1222783,2.56755260640446e-09,1.12651570227756e-07,4462041.972463,112.8266546438
"274",274,-3.23137312708423,51514893.1222783,2.35237119633121e-09,1.03210469130895e-07,4462041.97246301,112.826654644292
"275",275,-3.23137312708423,51514893.1222783,2.15522370662462e-09,9.45606076922199e-08,4462041.97246302,112.826654644742
"276",276,-3.23137312708423,51514893.1222783,1.97459875075887e-09,8.66356737104037e-08,4462041.97246303,112.826654645155
"277",277,-3.23137312708423,51514893.1222783,1.80911160846729e-09,7.93749124760868e-08,4462041.97246303,112.826654645534
"278",278,-3.23137312708423,51514893.1222783,1.6574936100984e-09,7.27226610096743e-08,4462041.97246304,112.82665464588
"279",279,-3.23137312708423,51514893.1222783,1.51858241064771e-09,6.66279213337248e-08,4462041.97246305,112.826654646198
"280",280,-3.23137312708423,51514893.1222783,1.39115558166117e-09,6.10370593048191e-08,4462041.97246305,112.826654646489
"281",281,-3.23137312708423,51514893.1222783,1.27436331204086e-09,5.59127893949545e-08,4462041.97246306,112.826654646756
"282",282,-3.23137312708423,51514893.1222783,1.16724802833979e-09,5.12130979946609e-08,4462041.97246306,112.826654647001
"283",283,-3.23137312708423,51514893.1222783,1.07335625749187e-09,4.70935892488555e-08,4462041.97246307,112.826654647216
"284",284,-3.23137312708423,51514893.1222783,9.87017007118483e-10,4.33054479260464e-08,4462041.97246307,112.826654647413
"285",285,-3.23137312708423,51514893.1222783,9.07622763217186e-10,3.98220193021514e-08,4462041.97246307,112.826654647595
"286",286,-3.23137312708423,51514893.1222783,8.3461487934745e-10,3.66187927211608e-08,4462041.97246308,112.826654647762
"287",287,-3.23137312708423,51514893.1222783,7.67479645793686e-10,3.36732291293649e-08,4462041.97246308,112.826654647915
"288",288,-3.23137312708423,51514893.1222783,7.05744674919019e-10,3.09646024824699e-08,4462041.97246308,112.826654648056
"289",289,-3.23137312708423,51514893.1222783,6.48975577276057e-10,2.84738539096997e-08,4462041.97246309,112.826654648186
"290",290,-3.23137312708423,51514893.1222783,5.96772905086589e-10,2.61834576087297e-08,4462041.97246309,112.826654648306
"291",291,-3.23137312708423,51514893.1222783,5.48769341583421e-10,2.4077297527842e-08,4462041.97246309,112.826654648415
"292",292,-3.23137312708423,51514893.1222783,5.04627116437564e-10,2.21405539675915e-08,4462041.97246309,112.826654648516
"293",293,-3.23137312708423,51514893.1222783,4.64035629084773e-10,2.03595993040739e-08,4462041.97246309,112.826654648609
"294",294,-3.23137312708423,51514893.1222783,4.26709263228325e-10,1.87219021000646e-08,4462041.9724631,112.826654648694
"295",295,-3.23137312708423,51514893.1222783,3.92385377140083e-10,1.72159389293221e-08,4462041.9724631,112.826654648773
"296",296,-3.23137312708423,51514893.1222783,3.60822455618884e-10,1.58311132936179e-08,4462041.9724631,112.826654648845
"297",297,-3.23137312708423,51514893.1222783,3.31798410602759e-10,1.45576810619667e-08,4462041.9724631,112.826654648911
"298",298,-3.23137312708423,51514893.1222783,3.051090184775e-10,1.33866819074169e-08,4462041.9724631,112.826654648972
"299",299,-3.23137312708423,51514893.1222783,2.80566483085892e-10,1.23098762589702e-08,4462041.9724631,112.826654649029
"300",300,-3.23137312708423,51514893.1222783,2.57998114326444e-10,1.13196873249973e-08,4462041.9724631,112.82665464908
"301",301,-3.23137312708423,51514893.1222783,2.37245113043756e-10,1.04091477802088e-08,4462041.9724631,112.826654649128
"302",302,-3.23137312708423,51514893.1222783,2.18161453660579e-10,9.57185074104964e-09,4462041.97246311,112.826654649171
"303",303,-3.23137312708423,51514893.1222783,2.00612856688265e-10,8.80190468460306e-09,4462041.97246311,112.826654649211
"304",304,-3.23137312708423,51514893.1222783,1.84475843891519e-10,8.09389199359847e-09,4462041.97246311,112.826654649248
"305",305,-3.23137312708423,51514893.1222783,1.69636869447584e-10,7.44283083622023e-09,4462041.97246311,112.826654649282
"306",306,-3.23137312708423,51514893.1222783,1.55991520997906e-10,6.84414011212428e-09,4462041.97246311,112.826654649313
"307",307,-3.23137312708423,51514893.1222783,1.43443784965531e-10,6.29360721816104e-09,4462041.97246311,112.826654649342
"308",308,-3.23137312708423,51514893.1222783,1.31905370969053e-10,5.7873584069853e-09,4462041.97246311,112.826654649368
"309",309,-3.23137312708423,51514893.1222783,1.21295090579754e-10,5.32183152997738e-09,4462041.97246311,112.826654649393
"310",310,-3.23137312708423,51514893.1222783,1.1153828605063e-10,4.89375097268497e-09,4462041.97246311,112.826654649415
"311",311,-3.23137312708423,51514893.1222783,1.02566304997639e-10,4.50010460642231e-09,4462041.97246311,112.826654649436
"312",312,-3.23137312708423,51514893.1222783,9.43160173368528e-11,4.13812259384998e-09,4462041.97246311,112.826654649454
"313",313,-3.23137312708423,51514893.1222783,8.6729371078486e-11,3.8052578994037e-09,4462041.97246311,112.826654649472
"314",314,-3.23137312708423,51514893.1222783,7.97529838522292e-11,3.4991683674365e-09,4462041.97246311,112.826654649488
"315",315,-3.23137312708423,51514893.1222783,7.33377672897e-11,3.21770024196961e-09,4462041.97246311,112.826654649502
"316",316,-3.23137312708423,51514893.1222783,6.74385816210361e-11,2.95887301209125e-09,4462041.97246311,112.826654649516
"317",317,-3.23137312708423,51514893.1222783,6.20139180552478e-11,2.72086547636979e-09,4462041.97246311,112.826654649528
"318",318,-3.23137312708423,51514893.1222783,5.70256067094423e-11,2.50200292822593e-09,4462041.97246311,112.82665464954
"319",319,-3.23137312708423,51514893.1222783,5.24385480318061e-11,2.30074537209509e-09,4462041.97246311,112.82665464955
"320",320,-3.23137312708423,51514893.1222783,4.82204658285411e-11,2.11567668746507e-09,4462041.97246311,112.82665464956
"321",321,-3.23137312708423,51514893.1222783,4.4341680156962e-11,1.94549466454307e-09,4462041.97246311,112.826654649569
"322",322,-3.23137312708423,51514893.1222783,4.077489848675e-11,1.78900184143945e-09,4462041.97246311,112.826654649577
"323",323,-3.23137312708423,51514893.1222783,3.74950236608929e-11,1.64509707839902e-09,4462041.97246311,112.826654649584
"324",324,-3.23137312708423,51514893.1222783,3.44789772999845e-11,1.5127678097753e-09,4462041.97246311,112.826654649591
"325",325,-3.23137312708423,51514893.1222783,3.17055374174612e-11,1.39108291926436e-09,4462041.97246311,112.826654649598
"326",326,-3.23137312708423,51514893.1222783,2.91551890933748e-11,1.27918618823376e-09,4462041.97246311,112.826654649603
"327",327,-3.23137312708423,51514893.1222783,2.68099871601687e-11,1.1762902710598e-09,4462041.97246311,112.826654649609
"328",328,-3.23137312708423,51514893.1222783,2.46534299340295e-11,1.08167115508065e-09,4462041.97246311,112.826654649614
"329",329,-3.23137312708423,51514893.1222783,2.26703431031097e-11,9.94663066182993e-10,4462041.97246311,112.826654649618
"330",330,-3.23137312708423,51514893.1222783,2.08467729556158e-11,9.14653784176053e-10,4462041.97246311,112.826654649622
"331",331,-3.23137312708423,51514893.1222783,1.91698881964774e-11,8.41080334990236e-10,4462041.97246311,112.826654649626
"332",332,-3.23137312708423,51514893.1222783,1.76278896617429e-11,7.73425029389206e-10,4462041.97246311,112.82665464963
"333",333,-3.23137312708423,51514893.1222783,1.62099272954215e-11,7.11211820322319e-10,4462041.97246311,112.826654649633
"334",334,-3.23137312708423,51514893.1222783,1.49060238045894e-11,6.5400295328645e-10,4462041.97246311,112.826654649636
"335",335,-3.23137312708423,51514893.1222783,1.37070044555701e-11,6.01395886127942e-10,4462041.97246311,112.826654649639
"336",336,-3.23137312708423,51514893.1222783,1.26044325172111e-11,5.53020456611313e-10,4462041.97246311,112.826654649641
"337",337,-3.23137312708423,51514893.1222783,1.15905498970108e-11,5.08536277824699e-10,4462041.97246311,112.826654649643
"338",338,-3.23137312708423,51514893.1222783,1.06582225523908e-11,4.67630343095184e-10,4462041.97246311,112.826654649646
"339",339,-3.23137312708423,51514893.1222783,9.80089029300831e-12,4.30014823561327e-10,4462041.97246311,112.826654649648
"340",340,-3.23137312708423,51514893.1222783,9.01252062089842e-12,3.95425042905831e-10,4462041.97246311,112.826654649649
"341",341,-3.23137312708423,51514893.1222783,8.28756628365036e-12,3.63617614997823e-10,4462041.97246311,112.826654649651
"342",342,-3.23137312708423,51514893.1222783,7.6209262419453e-12,3.34368731340553e-10,4462041.97246311,112.826654649653
"343",343,-3.23137312708423,51514893.1222783,7.00790977667965e-12,3.07472586272996e-10,4462041.97246311,112.826654649654
"344",344,-3.23137312708423,51514893.1222783,6.44420348378142e-12,2.82739928851281e-10,4462041.97246311,112.826654649655
"345",345,-3.23137312708423,51514893.1222783,5.92584092315872e-12,2.59996731207267e-10,4462041.97246311,112.826654649656
"346",346,-3.23137312708423,51514893.1222783,5.44917470949097e-12,2.39082964026695e-10,4462041.97246311,112.826654649658
"347",347,-3.23137312708423,51514893.1222783,5.01085084794462e-12,2.1985147052568e-10,4462041.97246311,112.826654649659
"348",348,-3.23137312708423,51514893.1222783,4.60778513425958e-12,2.02166931002686e-10,4462041.97246311,112.826654649659
"349",349,-3.23137312708423,51514893.1222783,4.23714145317924e-12,1.85904910680457e-10,4462041.97246311,112.82665464966
"350",350,-3.23137312708423,51514893.1222783,3.89631182252386e-12,1.70950984138195e-10,4462041.97246311,112.826654649661
"351",351,-3.23137312708423,51514893.1222783,3.58289804249031e-12,1.57199930173168e-10,4462041.97246311,112.826654649662
"352",352,-3.23137312708423,51514893.1222783,3.29469482105615e-12,1.44554991426499e-10,4462041.97246311,112.826654649662
"353",353,-3.23137312708423,51514893.1222783,3.02967425675209e-12,1.32927193563612e-10,4462041.97246311,112.826654649663
"354",354,-3.23137312708423,51514893.1222783,2.7859715696182e-12,1.22234719218824e-10,4462041.97246311,112.826654649664
"355",355,-3.23137312708423,51514893.1222783,2.56187197994182e-12,1.12402332298955e-10,4462041.97246311,112.826654649664
"356",356,-3.23137312708423,51514893.1222783,2.35579864245092e-12,1.03360848595125e-10,4462041.97246311,112.826654649665
"357",357,-3.23137312708423,51514893.1222783,2.166301551064e-12,9.50466489777956e-11,4462041.97246311,112.826654649665
"358",358,-3.23137312708423,51514893.1222783,1.992047336126e-12,8.74012317497004e-11,4462041.97246311,112.826654649665
"359",359,-3.23137312708423,51514893.1222783,1.83180988234007e-12,8.03708010068758e-11,4462041.97246311,112.826654649666
"360",360,-3.23137312708423,51514893.1222783,1.68446170137958e-12,7.39058881113415e-11,4462041.97246311,112.826654649666
"361",361,-3.23137312708423,51514893.1222783,1.54896599847491e-12,6.79610036119811e-11,4462041.97246311,112.826654649666
"362",362,-3.23137312708423,51514893.1222783,1.42436937715278e-12,6.24943171644116e-11,4462041.97246311,112.826654649667
"363",363,-3.23137312708423,51514893.1222783,1.30979513076678e-12,5.74673631974619e-11,4462041.97246311,112.826654649667
"364",364,-3.23137312708423,51514893.1222783,1.20443707376434e-12,5.28447702561254e-11,4462041.97246311,112.826654649667
"365",365,-3.23137312708423,51514893.1222783,1.10755386898763e-12,4.85940121147893e-11,4462041.97246311,112.826654649667
"366",366,-3.23137312708423,51514893.1222783,1.01846381137911e-12,4.46851789111226e-11,4462041.97246311,112.826654649668
"367",367,-3.23137312708423,51514893.1222783,9.36540031266465e-13,4.10907666895695e-11,4462041.97246311,112.826654649668
"368",368,-3.23137312708423,51514893.1222783,8.61206083482176e-13,3.77854838736312e-11,4462041.97246311,112.826654649668
"369",369,-3.23137312708423,51514893.1222783,7.91931891288075e-13,3.4746073305242e-11,4462041.97246311,112.826654649668
"370",370,-3.23137312708423,51514893.1222783,7.28230016564812e-13,3.1951148599045e-11,4462041.97246311,112.826654649668
"371",371,-3.23137312708423,51514893.1222783,6.69652230021999e-13,2.93810436600962e-11,4462041.97246311,112.826654649668
"372",372,-3.23137312708423,51514893.1222783,6.15786357295774e-13,2.70176743061518e-11,4462041.97246311,112.826654649669
"373",373,-3.23137312708423,51514893.1222783,5.66253378741788e-13,2.48444110208605e-11,4462041.97246311,112.826654649669
"374",374,-3.23137312708423,51514893.1222783,5.20704762516722e-13,2.28459619425088e-11,4462041.97246311,112.826654649669
"375",375,-3.23137312708423,51514893.1222783,4.78820012182942e-13,2.10082652649848e-11,4462041.97246311,112.826654649669
"376",376,-3.23137312708423,51514893.1222783,4.40304411580336e-13,1.93183902938557e-11,4462041.97246311,112.826654649669
"377",377,-3.23137312708423,51514893.1222783,4.04886951097464e-13,1.77644464613535e-11,4462041.97246311,112.826654649669
"378",378,-3.23137312708423,51514893.1222783,3.72318420750506e-13,1.63354996600654e-11,4462041.97246311,112.826654649669
"379",379,-3.23137312708423,51514893.1222783,3.42369656652219e-13,1.50214953066239e-11,4462041.97246311,112.826654649669
"380",380,-3.23137312708423,51514893.1222783,3.14829928532451e-13,1.38131875940438e-11,4462041.97246311,112.826654649669
"381",381,-3.23137312708423,51514893.1222783,2.89505456964198e-13,1.27020744349004e-11,4462041.97246311,112.826654649669
"382",382,-3.23137312708423,51514893.1222783,2.66218049861898e-13,1.16803376375863e-11,4462041.97246311,112.826654649669
"383",383,-3.23137312708423,51514893.1222783,2.44803848669945e-13,1.07407878948147e-11,4462041.97246311,112.826654649669
"384",384,-3.23137312708423,51514893.1222783,2.251121753577e-13,9.87681419674109e-12,4462041.97246311,112.82665464967
"385",385,-3.23137312708423,51514893.1222783,2.07004472230905e-13,9.08233731382545e-12,4462041.97246311,112.82665464967
"386",386,-3.23137312708423,51514893.1222783,1.90353326981605e-13,8.35176702112451e-12,4462041.97246311,112.82665464967
"387",387,-3.23137312708423,51514893.1222783,1.75041576166565e-13,7.67996276343665e-12,4462041.97246311,112.82665464967
"388",388,-3.23137312708423,51514893.1222783,1.60961480803187e-13,7.06219748450761e-12,4462041.97246311,112.82665464967
"389",389,-3.23137312708423,51514893.1222783,1.48013968279314e-13,6.49412436576343e-12,4462041.97246311,112.82665464967
"390",390,-3.23137312708423,51514893.1222783,1.3610793524273e-13,5.97174624053235e-12,4462041.97246311,112.82665464967
"391",391,-3.23137312708423,51514893.1222783,1.25159606565236e-13,5.49138746854322e-12,4462041.97246311,112.82665464967
"392",392,-3.23137312708423,51514893.1222783,1.15091945870742e-13,5.04966807279925e-12,4462041.97246311,112.82665464967
"393",393,-3.23137312708423,51514893.1222783,1.05834113479636e-13,4.64347995684483e-12,4462041.97246311,112.82665464967
"394",394,-3.23137312708423,51514893.1222783,9.73209679553398e-14,4.26996503508158e-12,4462041.97246311,112.82665464967
"395",395,-3.23137312708423,51514893.1222783,8.94926077457513e-14,3.92649512225065e-12,4462041.97246311,112.82665464967
"396",396,-3.23137312708423,51514893.1222783,8.22939496943909e-14,3.61065344057649e-12,4462041.97246311,112.82665464967
"397",397,-3.23137312708423,51514893.1222783,7.56743414555156e-14,3.32021761444964e-12,4462041.97246311,112.82665464967
"398",398,-3.23137312708423,51514893.1222783,6.95872050860085e-14,3.05314403299304e-12,4462041.97246311,112.82665464967
"399",399,-3.23137312708423,51514893.1222783,6.39897093062287e-14,2.8075534704813e-12,4462041.97246311,112.82665464967
"400",400,-3.23137312708423,51514893.1222783,5.88424681237327e-14,2.5817178634329e-12,4462041.97246311,112.82665464967
"401",401,-3.23137312708423,51514893.1222783,5.41092636992741e-14,2.37404815133442e-12,4462041.97246311,112.82665464967
"402",402,-3.23137312708423,51514893.1222783,4.97567915050684e-14,2.18308309543946e-12,4462041.97246311,112.82665464967
"403",403,-3.23137312708423,51514893.1222783,4.5754425980442e-14,2.00747899695776e-12,4462041.97246311,112.82665464967
"404",404,-3.23137312708423,51514893.1222783,4.20740050447063e-14,1.84600024233666e-12,4462041.97246311,112.82665464967
"405",405,-3.23137312708423,51514893.1222783,3.86896319334429e-14,1.69751060901302e-12,4462041.97246311,112.82665464967
"406",406,-3.23137312708423,51514893.1222783,3.55774929807634e-14,1.5609652705484e-12,4462041.97246311,112.82665464967
"407",407,-3.23137312708423,51514893.1222783,3.2715690058196e-14,1.43540344485667e-12,4462041.97246311,112.82665464967
"408",408,-3.23137312708423,51514893.1222783,3.00840864915791e-14,1.31994163379585e-12,4462041.97246311,112.82665464967
"409",409,-3.23137312708423,51514893.1222783,2.76641653721805e-14,1.2137674065576e-12,4462041.97246311,112.82665464967
"410",410,-3.23137312708423,51514893.1222783,2.54388992650693e-14,1.11613368311204e-12,4462041.97246311,112.82665464967
"411",411,-3.23137312708423,51514893.1222783,2.33926303979609e-14,1.02635347748405e-12,4462041.97246311,112.82665464967
"412",412,-3.23137312708423,51514893.1222783,2.1510960487502e-14,9.43795063873014e-13,4462041.97246311,112.82665464967
"413",413,-3.23137312708423,51514893.1222783,1.97806494277713e-14,8.6787753160302e-13,4462041.97246311,112.82665464967
"414",414,-3.23137312708423,51514893.1222783,1.81895221281344e-14,7.98066697626499e-13,4462041.97246311,112.82665464967
"415",415,-3.23137312708423,51514893.1222783,1.67263828449289e-14,7.33871347820281e-13,4462041.97246311,112.82665464967
"416",416,-3.23137312708423,51514893.1222783,1.53809364041864e-14,6.74839780626451e-13,4462041.97246311,112.82665464967
"417",417,-3.23137312708423,51514893.1222783,1.41437157610877e-14,6.20556628717806e-13,4462041.97246311,112.82665464967
"418",418,-3.23137312708423,51514893.1222783,1.30060153864315e-14,5.70639936324033e-13,4462041.97246311,112.82665464967
"419",419,-3.23137312708423,51514893.1222783,1.19598300114016e-14,5.24738471653598e-13,4462041.97246311,112.82665464967
"420",420,-3.23137312708423,51514893.1222783,1.09977982996173e-14,4.82529255500608e-13,4462041.97246311,112.82665464967
"421",421,-3.23137312708423,51514893.1222783,1.01131510501247e-14,4.43715288647011e-13,4462041.97246311,112.82665464967
"422",422,-3.23137312708423,51514893.1222783,9.29966356686461e-15,4.08023462069339e-13,4462041.97246311,112.82665464967
"423",423,-3.23137312708423,51514893.1222783,8.55161185971838e-15,3.75202635240932e-13,4462041.97246311,112.82665464967
"424",424,-3.23137312708423,51514893.1222783,7.86373236768336e-15,3.45021869030445e-13,4462041.97246311,112.82665464967
"425",425,-3.23137312708423,51514893.1222783,7.23118492333718e-15,3.17268800718414e-13,4462041.97246311,112.82665464967
"426",426,-3.23137312708423,51514893.1222783,6.64951869549263e-15,2.91748149739551e-13,4462041.97246311,112.82665464967
"427",427,-3.23137312708423,51514893.1222783,6.1146408714888e-15,2.68280343619431e-13,4462041.97246311,112.82665464967
